State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
NJ,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,32,0,0,0,0,638,1223,6,3449008,3341236,2880024,4134495,3327578,3196449,3541342,3337132,3406906,5234137
NJ,Residential Total Volume (Mcf),216925076,196657999,209398890,219878309,214995403,209835738,243760059,232470777,231065430,197205462,228050816,220431923,226016028,219140764,213630392,191370555,226195039,247741939,237104067,215510014,221608185,247584976,239055039
NJ,Residential Sales Volume (Mcf),216313692,194356622,204132773,212168861,209886449,203207983,231618952,220622769,222728648,194565264,224288239,215981726,220867479,211618051,202110671,177616589,203743537,224763443,221477822,203246695,209825129,236337573,230579865
NJ,Residential Transported Volume (Mcf),611384,2301377,5266117,7709448,5108954,6627755,12141107,11848008,8336782,2640198,3762577,4450197,5148549,7522713,11519721,13753966,22451502,22978496,15626245,12263319,11783056,11247403,8475174
NJ,Residential Sales Price (Dollars),8.32,8.09,8.1,8.2,9.69,9.1,11.15,12.08,12.22,15.51,14.88,15.47,14.79,12.88,12.14,11.78,11.76,10.93,9.83,9.07,10.06,10.4,10.91
NJ,Residential Transported Price (Dollars),,,,,,,,,,,,5.26,5.35,5.58,5.53,5.86,6.05,5.84,5.54,5.69,6.52,6.54,6.52
NJ,Residential Sales Revenue (Dollars),1715257871,1424288019,1523639333,1544177584,1602222588,1469034137,2512708274,2556364400,2301512908,2894068326,3240727154,3272364750,3200991610,2702972865,2380280970,1970424113,2218487535,2178513371,1842635672,1687618526,1917565158,2147552247,2244398152
NJ,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,23731741,27560446,40977213,64163384,78798140,130535116,125900462,82425258,67441546,72319537,66969412,50919224
NJ,Residential Total Customers,2193629,2252248,2245904,2364058,2466771,2434533,2562856,2582714,2540283,2578191,2609788,2601051,2635324,2649282,2659205,2671308,2686452,2705274,2728340,2753463,2784377,2816414,2844264
NJ,Residential Sales Customers,2175973,2210479,2189235,2289750,2414780,2322841,2436542,2467956,2507751,2540944,2564634,2548046,2563460,2556514,2514492,2467520,2428664,2482281,2559463,2596829,2638248,2691931,2738622
NJ,Residential Transported Customers,17656,41769,56669,74308,51991,111692,126314,114758,32532,37247,45154,53005,71864,92768,144713,203788,257788,222993,168877,156634,146129,124483,105642
NJ,Commercial Total Volume (Mcf),168760117,146653210,163759447,158543177,131416841,146176400,159647447,168767525,169857257,152501162,168778035,168573647,180404286,181479860,191807777,174641061,171797306,202201280,163222846,153095807,148947821,167351377,155506871
NJ,Commercial Sales Volume (Mcf),94858088,88748772,91744539,90159864,75527902,71836663,80929110,81171500,87563417,71525043,74546834,70935311,69180469,65481270,62501276,53706745,60431309,64644850,67637117,57137399,63581383,68923692,70307992
NJ,Commercial Transported Volume (Mcf),73902029,57904438,72014908,68383313,55888939,74339737,78718337,87596025,82293840,80976119,94231201,97638336,111223817,115998590,129306501,120934316,111365997,137556430,95585729,95958408,85366438,98427685,85198879
NJ,Commercial Sales Price (Dollars),7.08,6.42,6.56,7.41,9.36,8.35,11.16,11.54,12.72,14.11,13.0,14.29,11.54,11.26,10.74,9.93,11.09,11.58,9.81,9.05,10.27,10.2,10.09
NJ,Commercial Transported Price (Dollars),,,,,,,,,,,,3.36,3.35,3.52,3.72,3.98,4.3,4.29,4.04,3.96,4.45,4.34,4.36
NJ,Commercial Sales Revenue (Dollars),557950772,328293060,365932464,534150457,597067496,449340103,961842449,890665461,962704300,928302937,902347253,948832734,705774395,661779558,594190238,456536699,577289652,651584050,575077900,453129745,581319887,621311878,636210905
NJ,Commercial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,241064784,244080917,270946530,293118178,278683404,318153653,345979560,279782925,284077378,289161267,323844666,284796652
NJ,Commercial Total Customers,226714,234459,232831,243541,212726,214526,223564,223595,226007,227819,230855,229235,234125,234158,234721,237602,236746,240083,241417,242788,244910,246103,246963
NJ,Commercial Sales Customers,210317,208614,206976,218371,193985,192994,201583,203046,205741,205392,205647,202026,202109,200680,196963,192913,185030,186591,190255,190406,193326,194999,199466
NJ,Commercial Transported Customers,16397,25845,25855,25170,18741,21532,21981,20549,20266,22427,25208,27209,32016,33478,37758,44689,51716,53492,51162,52382,51584,51104,47497
NJ,Industrial Total Volume (Mcf),120378486,120860147,124118987,88367942,86097153,80482764,77450836,77023779,74857318,65632489,63075205,53981416,48465339,49269472,49864628,54784852,61467633,61493513,55367623,60909765,54297798,64167305,65061224
NJ,Industrial Sales Volume (Mcf),22621870,20463292,21328116,20738300,18585630,16747282,15098072,12625386,14868688,12804231,13018445,5938440,4359449,4052345,4067384,3558858,3742421,4038010,3786094,3197299,3567359,3876134,4228447
NJ,Industrial Transported Volume (Mcf),97756616,100396855,102790871,67629642,67511523,63735482,62352764,64398393,59988630,52828258,50056760,48042976,44105890,45217127,45797244,51225994,57725212,57455503,51581529,57712466,50730439,60291171,60832777
NJ,Industrial Sales Price (Dollars),4.81,5.92,4.4,9.2,17.18,10.0,10.26,9.9,11.57,12.59,11.43,14.3,10.93,11.34,10.73,9.74,11.0,13.58,11.56,8.34,9.51,9.24,8.54
NJ,Industrial Transported Price (Dollars),,,,,,,,,,,,1.28,1.42,1.44,1.49,1.5,1.65,1.74,1.54,1.36,1.48,1.58,1.61
NJ,Industrial Sales Revenue (Dollars),84667936,68123336,69430771,106216756,124426136,82282707,150854357,109284673,147799026,131590472,125343657,75764568,39062694,39016601,37554689,28008863,30659133,42182082,30623203,21058730,28261390,31124373,32250736
NJ,Industrial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,62318787,63060849,63467979,67947337,73925654,87443866,88691153,71994636,66149027,69494707,67451521,69225160
NJ,Industrial Total Customers,12075,10232,9996,9685,9247,8473,9027,8947,8500,8245,8036,7680,7871,7505,7391,7290,7216,7157,7019,6951,6822,6972,6927
NJ,Industrial Sales Customers,8070,8005,7950,8153,8243,7545,8042,7744,7343,7248,7041,6607,6622,6282,6036,5774,5455,5368,5391,5345,5243,5377,5454
NJ,Industrial Transported Customers,4005,2227,2046,1532,1004,928,985,1203,1157,997,995,1073,1249,1223,1355,1516,1761,1789,1628,1606,1579,1595,1473
NJ,Electric Total Volume (Mcf),90248666,81657864,114175814,109949459,111644583,113941317,110212768,60309535,72386927,51667540,57608303,61031560,54145985,202782515,205324874,235581552,238301102,242010460,317668494,361138766,313334814,312602568,328904147
NJ,Electric Sales Volume (Mcf),75385560,68675826,96654721,68959336,69085641,59328656,53948426,41907018,50065416,16451559,17792247,25187222,21998399,24203835,21000365,12692351,12319771,12414793,14392621,13249385,8352883,6581853,4849542
