,FIP,Total Units,Average Household Income,Annual Energy Expenditures,Energy Burden,Annual Electricity Expenditures,Annual Gas Expenditures,Annual Fuel Oil Expenditures
0,24001000100,1562,56668,2829,0.0499223547681231,1892.6,341.3,595.6
1,24001000200,1143,60634,2691,0.04438104034040308,1701.9,374.9,613.8
2,24001000300,1082,56839,2203,0.038758598849381584,1425.5,519.7,257.4
3,24001000400,1246,62884,2099,0.03337891991603588,1432.0,524.0,142.6
4,24001000500,820,39132,2036,0.05202902994991312,1343.9,585.3,106.5
5,24001000600,1216,51913,2245,0.04324542985379385,1364.9,725.8,154.0
6,24001000700,1487,36323,1917,0.05277647771384522,1265.8,585.5,66.0
7,24001000800,789,40596,2335,0.05751798206719874,1508.1,661.1,166.0
8,24001001000,1164,37202,1845,0.04959410784366432,1189.3,539.8,116.2
9,24001001100,660,51090,1889,0.036973967508318654,1169.2,648.5,71.2
10,24001001200,1196,83031,2272,0.02736327395791933,1387.0,771.5,114.0
11,24001001300,934,59895,2127,0.03551214625594791,1264.7,732.6,129.9
12,24001001401,1666,86019,2263,0.02630814122461317,1373.2,630.0,259.6
13,24001001402,745,63834,1908,0.02989002725820096,1130.0,652.6,125.2
14,24001001502,818,59236,2279,0.03847322574110338,1436.8,532.7,309.6
15,24001001503,792,55407,2176,0.039273016044904074,1252.0,491.8,431.9
16,24001001600,692,61682,2051,0.033251191595603254,1311.1,491.2,248.7
17,24001001700,2025,53798,2047,0.03804974162608275,1399.9,531.0,115.9
18,24001001800,1456,49514,1952,0.039423193440239125,1360.7,445.8,145.3
19,24001001900,1076,65201,2324,0.03564362509777457,1407.1,506.9,409.7
20,24001002000,2282,57004,2146,0.03764648094870535,1433.1,500.2,212.4
21,24001002100,1344,54549,2150,0.039414104749857924,1313.8,555.9,280.4
22,24001002200,1642,49939,2185,0.04375337912252949,1408.9,529.4,246.6
23,24003701101,1484,152753,2999,0.01963300229782721,2101.5,543.1,354.0
24,24003701102,3191,109413,2020,0.01846215714768812,1698.3,126.7,194.8
25,24003701200,3065,155326,3140,0.020215546656709115,2198.4,479.7,461.9
26,24003701300,2744,154166,2785,0.018064942983537224,2034.3,364.4,386.2
27,24003701400,1239,153192,2910,0.018995770014099952,2056.9,394.5,459.1
28,24003702100,2637,141650,2831,0.0199858806918461,1969.4,352.5,509.4
29,24003702204,1518,152310,2388,0.015678550324995075,1636.3,694.2,57.4
30,24003702205,2277,130265,2014,0.01546079146355506,1450.5,530.8,33.0
31,24003702206,2381,128218,2049,0.01598059554820696,1634.5,391.7,22.7
32,24003702208,2699,126952,2038,0.016053311487806414,1565.1,459.9,12.7
33,24003702209,1454,162687,2226,0.013682715890021945,1621.0,592.9,12.4
34,24003702300,1999,169590,3039,0.017919688660888024,2031.5,634.3,373.7
35,24003702402,3130,129472,2012,0.015540039545229856,1620.6,287.8,103.9
36,24003702500,2104,123681,2372,0.019178370161948885,1737.0,500.7,134.2
37,24003702601,2160,124911,2490,0.01993419314551961,1803.5,357.5,328.9
38,24003702602,2537,167892,2866,0.01707049770090296,2119.6,516.2,230.0
39,24003702701,2266,123642,1705,0.013789812523252617,1312.8,334.3,57.5
40,24003702702,1442,181362,3145,0.017341008590553698,2283.2,464.9,397.4
41,24003706101,1719,106137,1715,0.016158361363143862,1199.7,435.9,79.2
42,24003706301,2324,97392,1540,0.015812387054378183,1278.4,200.8,60.6
43,24003706302,1694,114243,1981,0.0173402309113031,1396.8,513.7,70.1
44,24003706401,2209,92721,1801,0.01942386298680989,1556.8,160.6,83.9
45,24003706402,1467,102608,1951,0.019014111960081084,1473.6,359.1,118.8
46,24003706500,2345,115910,1858,0.016029678198602362,1440.4,329.8,87.6
47,24003706600,1937,141720,2519,0.017774484899802427,1687.8,557.9,273.2
48,24003706700,171,78914,770,0.009757457485363814,587.6,147.7,34.8
49,24003707001,2257,122161,2597,0.021258830559671253,2177.3,99.0,320.9
50,24003707002,1745,126427,2666,0.021087267751350582,2202.0,170.1,293.8
51,24003708001,1394,142394,2990,0.02099807576161917,2270.6,309.9,409.4
52,24003708004,2100,95881,3282,0.03422993085178502,1965.3,986.2,330.9
53,24003730100,4441,119256,1934,0.0162172133896827,1508.6,251.9,173.6
54,24003730203,2583,59620,1409,0.0236330090573633,1051.5,315.9,42.0
55,24003730204,1958,80288,1937,0.02412564766839378,1486.2,325.2,125.2
56,24003730300,1116,97245,2572,0.026448660599516685,1797.5,486.1,288.1
57,24003730401,1906,87652,2006,0.022885958107059737,1505.7,287.8,212.5
58,24003730402,2440,71214,1785,0.025065296149633497,1289.0,444.9,51.3
59,24003730502,2156,108528,2287,0.021072902845348667,1788.4,423.2,75.6
60,24003730504,2888,112858,2118,0.018766946073827288,1653.2,389.0,75.7
61,24003730505,2128,60314,1369,0.022697881088967736,1132.5,218.6,18.1
62,24003730506,1749,53253,1235,0.02319118171746193,1016.2,199.7,19.3
63,24003730601,2267,191782,2819,0.014698981134830171,1972.1,685.5,161.2
64,24003730603,1000,154034,2735,0.017755820143604658,1954.6,488.4,291.9
65,24003730604,2525,167048,2473,0.014804128154781859,1806.5,551.5,115.1
66,24003730700,2580,158713,2730,0.017200859412902534,1794.9,660.8,274.2
67,24003730800,920,182683,2835,0.015518685373023216,1838.1,792.4,204.5
68,24003730901,908,164498,2726,0.016571630050213376,1896.5,520.5,309.1
69,24003730902,1474,191437,2584,0.013497913151585116,1927.0,217.1,439.9
70,24003731002,1270,122766,1955,0.01592460453219947,1659.8,188.5,106.8
71,24003731003,1560,132082,2424,0.018352235732348086,1823.9,160.2,439.6
72,24003731004,1669,136406,2291,0.016795448880547778,1766.3,171.1,353.8
73,24003731102,2973,140703,2102,0.014939269240883278,1587.1,415.6,99.7
74,24003731103,1879,145435,2446,0.01681850998727954,1893.1,467.3,85.2
75,24003731104,1486,141809,2395,0.016888913961737265,1785.6,483.0,126.7
76,24003731105,1283,129884,2419,0.01862431092359336,1821.1,383.5,214.8
77,24003731201,2283,154293,2586,0.016760319651572007,1767.2,619.5,199.7
78,24003731202,2798,142588,2641,0.018521895250652228,1854.7,306.5,480.0
79,24003731203,2429,149456,2753,0.018420137030296543,1955.3,502.8,295.1
80,24003731204,2650,114929,2184,0.01900303665741458,1570.8,359.9,252.9
81,24003731303,2462,142802,2975,0.02083304155403986,1965.3,421.7,588.5
82,24003731306,2211,145507,2973,0.02043200670758108,2066.9,437.3,468.6
83,24003731307,2338,102999,1946,0.018893387314439947,1679.8,174.0,92.6
84,24003731308,1348,98936,2520,0.025471011563030645,1697.8,300.0,522.7
85,24003731309,1999,95544,2035,0.02129908733149125,1666.4,128.2,240.9
86,24003731310,1804,97568,2196,0.022507379468678257,1740.0,280.9,175.3
87,24003731311,2579,95724,2148,0.022439513601604615,1729.7,298.6,120.1
88,24003740102,4202,124100,2094,0.016873489121676067,1379.9,624.5,89.2
89,24003740103,3137,131427,2554,0.01943284104483858,1790.8,681.0,82.6
90,24003740104,3058,122698,2219,0.01808505436111428,1573.1,617.0,29.1
91,24003740105,1312,78095,1882,0.024098853959920608,1363.2,434.9,83.7
92,24003740201,2676,89928,1941,0.02158393381371764,1418.1,429.6,93.0
93,24003740203,2022,148786,2638,0.017730162784132916,1966.8,492.7,178.7
94,24003740303,1454,116957,2492,0.021306976068127603,1951.5,426.9,113.8
95,24003740304,2622,114186,1817,0.015912633772966915,1402.9,355.6,58.7
96,24003740305,4023,107504,1851,0.017217963982735528,1432.8,407.0,10.9
97,24003740500,4343,126244,1920,0.015208643579100789,1319.1,592.4,8.2
98,24003740601,1213,95646,1742,0.018212993747778267,1386.3,339.0,16.3
99,24003740602,1074,91194,1714,0.018795096168607583,1434.8,273.0,5.8
100,24003740603,483,99809,1450,0.014527747998677475,1118.3,317.6,14.1
101,24003740701,2900,110116,1704,0.015474590431908169,1264.3,436.8,3.1
102,24003740702,4022,124192,2110,0.01698982221077042,1491.3,586.4,32.0
103,24003740800,1806,124132,2296,0.018496439274320885,1558.9,552.0,184.8
104,24003740900,2603,101539,2141,0.021085494243591133,1428.4,618.1,94.8
105,24003741000,844,153127,2937,0.01918015764692053,1913.4,609.7,414.2
106,24003750101,1556,62338,2138,0.03429689755847156,1455.6,565.5,116.9
107,24003750102,905,69653,2037,0.029244971501586437,1364.2,583.5,89.4
108,24003750201,1215,61808,1973,0.0319214341185607,1321.8,405.6,246.1
109,24003750202,1194,93786,2402,0.02561149851790246,1604.9,574.9,222.2
110,24003750203,476,79392,2383,0.030015618702136235,1633.0,540.2,210.0
111,24003750300,1034,97649,2369,0.024260361089207264,1509.3,725.8,133.9
112,24003750400,1593,105811,2444,0.023097787564619936,1549.9,759.7,134.4
113,24003750801,2116,110577,2304,0.020836159418323882,1582.9,642.3,78.7
114,24003750803,2883,57971,1633,0.02816925704231426,1230.1,362.6,40.4
115,24003750804,1430,76515,2136,0.027916094883356203,1344.0,741.6,50.7
116,24003750900,1321,74084,1957,0.02641596026132498,1238.7,548.9,169.8
117,24003751000,1371,79047,2472,0.03127253406201374,1660.2,685.5,126.1
118,24003751102,1649,71825,1671,0.023264879916463626,1282.4,213.2,175.8
119,24003751103,2146,81144,2060,0.025386966380755202,1393.5,491.4,175.3
120,24003751200,1858,103727,2482,0.02392819613022646,1585.0,672.6,224.8
121,24003751400,1495,123301,2607,0.021143380832272244,1718.4,445.0,443.7
122,24003751500,2270,88527,2138,0.02415082404238255,1464.7,645.7,28.1
123,24003751600,2630,108583,2041,0.018796680880064098,1529.3,415.9,95.6
124,24003751700,914,191719,3558,0.01855841100777701,2007.4,1199.5,350.9
125,24005400100,2251,66625,1021,0.015324577861163226,807.8,159.8,53.5
126,24005400200,1056,81732,1886,0.02307541721724661,1108.6,686.1,91.4
127,24005400400,2077,128517,2266,0.017631908619093195,1377.6,812.4,76.2
128,24005400500,906,147459,2462,0.01669616639201405,1515.0,797.6,148.9
129,24005400600,1183,94418,2000,0.02118240166070029,1130.1,691.7,178.3
130,24005400701,1276,85765,1730,0.020171398589168076,1094.5,577.1,58.2
131,24005400702,614,98785,2311,0.02339424001619679,1281.3,856.6,173.3
132,24005400800,993,92234,2267,0.02457878873300518,1393.3,730.8,143.4
133,24005400900,739,95844,2051,0.02139935728892784,1221.1,699.2,130.6
134,24005401000,810,114605,2210,0.019283626368832074,1247.2,715.1,247.8
135,24005401101,2014,76506,2111,0.027592607115781768,1456.4,569.2,85.8
136,24005401102,445,61634,1619,0.026267968978161405,1003.9,546.2,68.4
137,24005401200,1123,99144,2460,0.024812394093439844,1482.7,859.9,116.9
138,24005401301,1413,67683,2040,0.030140507956207613,1207.5,775.6,56.4
139,24005401302,1288,61597,1662,0.026981833530853774,1005.6,618.6,37.3
140,24005401400,582,136711,2502,0.018301380283956666,1484.7,891.7,125.6
141,24005401503,2678,116372,2085,0.017916680988553948,1328.7,678.8,77.1
142,24005401504,2241,98146,1913,0.019491369999796223,1321.2,549.0,42.7
143,24005401505,1540,78898,1906,0.024157773327587517,1357.3,466.0,83.2
144,24005401506,1842,88664,1579,0.017808806279888116,1233.4,320.7,25.2
145,24005401507,1936,71895,1796,0.02498087488698797,1166.1,614.7,14.8
146,24005402201,1069,122766,2684,0.021862730723490216,1709.8,530.5,443.4
147,24005402202,569,165156,4005,0.0242498001889123,1818.0,1732.1,455.1
148,24005402302,1846,98413,2210,0.022456382794955952,1312.1,877.8,20.5
149,24005402303,2623,88428,2039,0.023058307323472204,1319.4,670.6,49.2
150,24005402304,1377,82925,2247,0.027096774193548386,1326.8,789.7,130.4
151,24005402305,796,79559,1612,0.020261692580349176,998.8,558.3,55.4
152,24005402306,1613,65414,1453,0.022212370440578468,1007.9,429.0,16.1
153,24005402307,2389,70466,1676,0.02378452019413618,1111.3,530.1,34.3
154,24005402403,842,77298,2104,0.027219332971098863,1207.5,829.7,67.1
155,24005402404,2183,62002,1679,0.027079771620270313,1115.5,544.0,19.7
156,24005402405,1393,73537,1891,0.025714946217550348,1220.2,576.1,94.6
157,24005402406,2470,84802,1762,0.02077781184406028,1293.0,453.4,15.2
158,24005402407,543,67958,1743,0.025648194473056888,1420.4,235.2,87.5
159,24005402503,2152,66039,1600,0.024228107633368162,1061.0,425.4,113.3
160,24005402504,1523,121049,2484,0.020520615618468553,1726.0,595.7,162.1
161,24005402505,1382,77178,1596,0.0206794682422452,1053.6,534.7,7.8
162,24005402506,1443,114727,2402,0.02093665832803089,1524.9,846.9,30.0
163,24005402509,4154,107474,1616,0.015036194800602937,1069.0,536.6,10.2
164,24005402602,730,87698,2172,0.02476681338228922,1389.6,759.1,23.5
165,24005402603,2246,117184,2097,0.0178949344620426,1454.7,622.0,20.0
166,24005402604,2079,101365,2347,0.023153948601588318,1444.9,858.7,43.1
167,24005403100,903,89448,2279,0.025478490296037923,1330.4,675.7,273.0
168,24005403201,1149,92247,2403,0.026049627630166834,1449.1,875.8,78.3
169,24005403202,827,90919,2479,0.027266028002947678,1446.1,939.6,93.3
170,24005403300,996,102003,2435,0.023871846906463535,1303.9,860.6,271.0
171,24005403401,1757,89310,1483,0.01660508341731049,1047.3,380.2,55.6
172,24005403402,2138,81305,1588,0.01953139413320214,944.8,534.5,108.8
173,24005403500,1786,127216,2157,0.01695541441328135,1320.7,810.7,25.3
174,24005403601,1963,119027,1916,0.01609718803296731,1199.0,594.5,122.5
175,24005403602,2219,132439,1827,0.013795030164830602,1269.2,501.1,56.3
176,24005403701,3209,109515,2035,0.018581929416061727,1437.6,440.2,157.1
177,24005403702,2052,85270,1643,0.019268206872288026,1324.1,306.2,12.8
178,24005403801,624,208567,3130,0.015007167960415598,2170.5,389.0,570.8
179,24005403802,1070,214718,3398,0.01582540820983802,1987.9,836.8,573.1
180,24005403803,1694,133225,1905,0.01429911803340214,1264.9,454.1,186.2
181,24005404101,2595,100274,1861,0.018559147934659036,1346.0,459.5,55.8
182,24005404102,2296,83514,1819,0.021780779270541468,1256.5,518.4,44.3
183,24005404201,2122,90316,1875,0.02076044111785287,1439.7,411.7,23.6
184,24005404202,2617,69281,1675,0.024176902758332012,1208.2,441.4,25.0
185,24005404402,2312,123385,2337,0.018940714025205658,1717.7,531.2,88.4
186,24005404403,2025,71539,1711,0.023917024280462405,1149.7,519.1,41.8
187,24005404404,1995,94969,1830,0.019269445819162043,1207.4,581.3,40.8
188,24005404501,2517,85234,2085,0.02446206912734355,1324.8,733.3,26.8
189,24005404502,1427,71592,1988,0.02776846575036317,1360.2,612.8,14.5
190,24005404600,1022,148053,3080,0.020803360958575646,1779.4,626.4,674.5
191,24005404800,732,168685,3029,0.017956546225212675,1845.5,624.9,558.7
192,24005404900,1815,180151,2746,0.015242768566369323,1743.2,734.6,268.3
193,24005405000,1608,137297,3069,0.022353001158073375,1925.7,390.1,752.7
194,24005406000,1951,158320,3142,0.01984588175846387,2020.2,565.0,556.3
195,24005407001,1180,142468,3167,0.02222955330319791,1879.5,573.1,713.9
196,24005407002,1869,154964,3208,0.0207015823029865,2035.2,542.6,630.6
197,24005408100,2155,142987,2572,0.01798764922685279,1798.2,524.3,249.2
198,24005408200,722,185797,3397,0.018283395318546586,1924.6,785.8,686.3
199,24005408302,1170,161093,2768,0.017182621218799078,1664.5,775.4,328.3
200,24005408303,1094,213364,3598,0.01686320091486849,2205.6,1061.8,330.9
201,24005408304,2334,122090,2117,0.017339667458432306,1435.0,467.7,214.5
202,24005408400,552,86123,1048,0.012168642522903289,822.2,215.1,10.7
203,24005408502,2042,121882,2000,0.01640931392658473,1226.7,717.2,55.8
204,24005408503,1451,85688,1542,0.017995518625711884,990.8,521.2,30.3
205,24005408505,1528,122648,2014,0.016420977105211662,1276.4,705.3,32.3
206,24005408506,2381,58108,1100,0.018930267777242375,834.2,262.9,2.8
207,24005408507,2729,71332,1253,0.017565748892502665,958.0,292.1,2.6
208,24005408601,1473,122475,2353,0.019212084098795674,1417.2,884.4,51.3
209,24005408602,802,140563,2395,0.017038623250784347,1491.9,851.8,51.3
210,24005408702,994,137246,2132,0.015534150357751774,1277.6,658.3,195.9
211,24005408703,2663,139178,1903,0.013673137995947635,1482.2,364.1,57.0
212,24005408704,2058,163132,2483,0.01522080278547434,1665.6,689.6,127.8
213,24005408800,982,120503,2271,0.018846003833929446,1336.6,750.7,183.8
214,24005408900,1141,141869,2122,0.014957460756049595,1447.5,501.9,172.4
215,24005410100,2007,172650,3337,0.01932812047494932,2043.3,725.8,568.2
216,24005410200,1673,183654,3131,0.017048362681999846,1990.5,551.4,589.0
217,24005411101,844,149019,3044,0.020426925425616867,1766.0,614.1,664.2
218,24005411102,1096,148337,3127,0.02108037778841422,1922.8,523.2,681.0
219,24005411201,1211,162776,3246,0.019941514719614684,1835.5,609.0,801.0
220,24005411202,1507,147000,2770,0.018843537414965986,1707.6,507.6,554.7
221,24005411302,1129,149325,3268,0.021885149840950947,1980.7,954.2,333.3
