,FIP,Total Units,Average Household Income,Annual Energy Expenditures,Energy Burden,Annual Electricity Expenditures,Annual Gas Expenditures,Annual Fuel Oil Expenditures
0,26001000100,894,60090,3796,0.06317190880346148,2451.4,1240.0,104.1
1,26001970100,1117,51965,3890,0.0748580775521986,1803.8,1923.7,162.5
2,26001970400,1290,46877,3940,0.08404974721078567,1847.7,1876.2,215.7
3,26001970500,1028,44980,5231,0.11629613161405068,2782.0,2246.0,202.6
4,26001970600,679,50081,4118,0.08222679259599448,2540.3,1463.1,114.2
5,26003000100,1294,51789,2847,0.05497306377802236,1780.6,957.8,108.7
6,26003000200,1032,64405,3519,0.05463861501436224,2195.0,1136.9,187.4
7,26003000300,768,57314,4535,0.0791255190703842,2882.8,1385.2,267.3
8,26005030200,1253,114333,2306,0.020169155012113738,1711.5,569.3,25.7
9,26005030300,2685,79015,2336,0.029564006834145416,1404.4,840.4,91.4
10,26005030401,2605,83368,2225,0.02668889741867383,1298.6,853.4,73.1
11,26005030402,1779,84171,2350,0.027919354647087478,1418.3,852.8,79.1
12,26005030500,2803,63980,1942,0.030353235386058143,1134.0,752.3,55.6
13,26005030600,1798,66553,2711,0.04073445224107103,1430.1,1133.3,147.6
14,26005030702,1754,86039,2900,0.03370564511442485,1597.9,1197.0,105.1
15,26005030703,1074,56918,2636,0.04631223865912365,1672.4,860.4,103.6
16,26005030704,1750,69864,2275,0.032563265773502804,1308.3,884.3,82.5
17,26005030800,2242,91909,2987,0.03249953758609059,2255.2,662.8,69.4
18,26005030901,1213,71404,3739,0.052364013220547866,2436.9,1130.7,171.1
19,26005030902,1110,77176,3445,0.044638229501399396,2191.8,1113.0,140.0
20,26005031000,2168,50535,3636,0.07195013357079252,2179.2,1308.9,147.6
21,26005031100,2729,65628,2609,0.03975437313341866,1452.6,1028.6,127.4
22,26005031200,1856,60660,1475,0.024315858885591825,1020.5,421.3,33.4
23,26005031300,1877,67315,2834,0.04210057193790388,1477.0,1198.7,158.7
24,26005031800,1876,68974,2112,0.030620233711253515,1244.2,792.5,75.5
25,26005031900,1836,60671,1964,0.03237131413690231,1306.6,621.1,36.4
26,26005032000,2064,67544,1992,0.029491886770105412,1156.1,782.9,53.1
27,26005032100,1745,76153,2065,0.027116462910193952,1297.4,708.8,59.1
28,26005032200,2011,55630,1436,0.02581341003055905,1086.4,335.7,14.3
29,26005032401,640,48071,1517,0.031557487882507125,1077.4,426.6,13.5
30,26005032402,1450,77271,2034,0.026322941336335753,1303.1,675.9,55.2
31,26005032600,682,60317,1464,0.024271764179252947,1094.8,353.8,15.7
32,26007000100,1854,57439,3924,0.06831595257577604,1930.0,1737.8,255.8
33,26007000200,1697,57598,3442,0.05975901941039619,1506.3,1710.4,225.8
34,26007000300,1503,55346,2143,0.03872005203628085,282.9,1683.3,176.7
35,26007000400,1323,36117,1229,0.03402829692388626,182.4,993.9,52.8
36,26007000500,899,43452,1170,0.026926263463131733,173.3,962.0,34.6
37,26007000600,1410,51618,1172,0.02270525785578674,201.0,934.8,36.0
38,26007000700,1379,63549,1368,0.021526695935419914,193.0,1099.4,75.6
39,26007000800,1383,56896,1227,0.02156566366704162,204.6,985.0,36.9
40,26007000900,1269,58976,2520,0.04272924579489962,1365.9,1091.3,63.3
41,26009960100,1151,75856,4729,0.062341805526260285,2227.9,2352.3,149.1
42,26009960200,1307,61592,4133,0.06710287050266268,2064.4,1861.5,207.5
43,26009960300,1244,71856,4159,0.05787964818525941,2169.9,1856.3,133.0
44,26009960400,1348,62009,4394,0.07086068151397378,2603.0,1700.7,90.6
45,26009960500,1402,85775,4647,0.05417662489070242,2422.9,2087.7,136.4
46,26009960600,1508,85420,2915,0.03412549754155935,1764.5,1115.0,35.3
