,FIP,Total Units,Average Household Income,Annual Energy Expenditures,Energy Burden,Annual Electricity Expenditures,Annual Gas Expenditures,Annual Fuel Oil Expenditures
0,46003973600,1161,73543,2329,0.03166854765239384,1653.2,545.8,129.5
1,46005956600,721,81270,2294,0.028226897994339854,1221.2,994.7,78.2
2,46005956700,864,80356,2101,0.02614614963412813,1099.9,919.5,81.5
3,46005956800,883,61837,921,0.014893995504309717,347.6,537.7,35.4
4,46005956900,1375,43965,795,0.018082565677243263,305.1,458.7,31.1
5,46005957000,2476,58589,672,0.011469729812763488,200.0,433.7,38.1
6,46005957100,1451,63626,785,0.012337723572124603,323.0,425.5,36.2
7,46007941000,515,56516,3105,0.0549401939273834,2217.8,827.2,60.1
8,46007941200,470,60156,3505,0.058265177205931246,2402.1,1062.8,40.4
9,46009967600,1507,64632,2905,0.0449467755910385,2165.8,621.6,117.6
10,46009967700,1029,71639,3917,0.05467692178841134,3059.9,730.7,126.3
11,46011958600,1414,83944,5002,0.059587343943581436,4117.2,773.8,111.4
12,46011958700,1995,90593,1136,0.012539600189860143,239.1,838.4,58.6
13,46011958802,2438,45096,1983,0.04397285790313997,1662.9,293.0,26.8
14,46011958803,1994,85795,3617,0.04215863395302757,3208.5,392.7,16.3
15,46011958900,2244,56353,1958,0.034745266445442125,1589.2,342.3,26.7
16,46011959000,2679,69699,2539,0.0364280692692865,2287.6,236.4,14.7
17,46013951300,2393,84816,3318,0.039119977362761744,3134.1,144.1,40.3
18,46013951400,2988,77496,2814,0.03631155156395169,2701.0,79.5,34.0
19,46013951500,1361,42186,436,0.01033518228796283,241.9,136.3,57.9
20,46013951600,1815,55769,415,0.00744141010238663,282.2,96.7,36.1
21,46013951700,1909,65908,3258,0.04943254233173515,3123.7,97.6,36.5
22,46013951800,2750,58834,2584,0.043920182207567056,2222.8,335.2,26.3
23,46013951900,1267,84569,3213,0.037992645059064196,2516.7,635.5,61.3
24,46013952000,1701,91744,4004,0.043643181025462156,3084.2,817.0,102.3
25,46015973100,991,66598,2400,0.036037118231778735,1759.6,566.6,74.1
26,46015973200,1230,66832,2190,0.032768733540818766,1708.8,418.8,62.2
27,46017940200,564,40224,5226,0.12992243436754178,4027.5,1088.4,110.4
28,46019967600,1330,60017,3230,0.05381808487595181,2083.7,969.8,176.4
29,46019967700,2848,60692,2438,0.040170038884861266,1937.1,452.3,48.2
30,46021964100,658,77242,5152,0.0666994640221641,3850.4,1079.5,221.7
31,46023940200,934,59936,3362,0.056093166043780035,2459.9,746.4,155.5
32,46023940300,1151,60329,4343,0.07198859586600143,3578.1,641.3,123.4
33,46023970100,1059,70048,3189,0.04552592507994518,2222.6,838.6,128.0
34,46025955800,1536,63198,2032,0.032152916231526316,1216.3,750.1,65.7
35,46027965700,2211,71601,2032,0.02837949190653762,1419.1,589.0,23.7
36,46027965800,1169,89781,5125,0.05708334725610096,3957.2,977.2,190.2
37,46027965900,1843,48511,2096,0.043206695388674735,1442.7,623.2,30.5
38,46029954100,1429,81952,903,0.011018645060523233,164.5,665.5,72.7
39,46029954301,2065,51274,1310,0.025549011194757578,1188.3,92.9,28.9
40,46029954302,2062,92058,1655,0.017977796606487215,1533.3,96.0,25.7
41,46029954400,2347,43942,1361,0.03097264576032042,1281.7,50.9,28.4
42,46029954501,974,60408,1076,0.01781221030327109,943.3,108.4,23.9
43,46029954502,2033,71363,1097,0.015372111598447374,1029.0,51.8,15.8
44,46029954600,1064,77805,2013,0.025872373240794295,1357.0,573.2,83.2
45,46031941000,536,57018,2768,0.04854607316987618,1245.1,1404.6,118.2
46,46031941100,650,41745,2601,0.06230686309737693,1106.2,1433.3,61.8
47,46033965100,2696,66933,2524,0.037709351142186966,2036.7,385.5,101.5
48,46033965200,1245,65244,2412,0.036968916681993744,1855.4,416.4,140.4
49,46035962600,1221,83215,2252,0.027062428648681126,1553.2,611.7,86.8
50,46035962700,2663,66990,1450,0.021645021645021644,1050.6,363.6,36.0
51,46035962800,2682,53038,844,0.01591311889588597,276.2,529.2,38.9
52,46035962900,2121,67144,1465,0.021818777552722508,1030.1,393.0,41.8
53,46037952700,795,57447,1196,0.02081918986195972,244.0,778.6,173.8
54,46037952800,979,49183,1570,0.03192159892645833,1051.3,398.8,119.7
55,46037952900,825,69450,1355,0.019510439164866812,495.2,727.7,132.4
56,46039953600,1159,70385,2813,0.039965901825673084,1777.2,925.6,109.8
57,46039953700,640,72991,3668,0.050252770889561725,3113.7,519.5,34.9
58,46041941500,686,44703,2312,0.05171912399615238,1085.9,1148.6,77.5
59,46041941700,981,63435,3445,0.054307558918578074,2055.9,1301.6,87.8
60,46043969600,1250,69418,4646,0.06692788613904174,3811.7,681.5,153.2
61,46045962100,887,81905,4797,0.05856785300042732,3969.5,778.8,48.4
62,46045962200,676,74562,2860,0.03835734020010193,1887.5,821.0,151.4
63,46047964100,1065,57734,3616,0.06263207122319604,2864.7,681.1,69.8
