,FIP,Total Units,Average Household Income,Annual Energy Expenditures,Energy Burden,Annual Electricity Expenditures,Annual Gas Expenditures,Annual Fuel Oil Expenditures
0,6001400100,1297,221582,2166,0.009775162242420414,1423.1,739.4,3.8
1,6001400200,855,193093,1706,0.008835120900291569,995.4,706.2,4.8
2,6001400300,2441,152896,1433,0.009372383842611971,890.4,539.5,2.8
3,6001400400,1750,125162,1290,0.010306642591201802,784.3,501.6,3.9
4,6001400500,1622,113784,1262,0.011091190325529073,816.5,442.4,3.3
5,6001400600,657,129628,1451,0.011193569290585367,907.0,539.1,4.6
6,6001400700,1947,97627,1317,0.013490120560910404,836.3,477.4,3.7
7,6001400800,1626,88819,1116,0.012564879136220853,700.5,411.8,3.4
8,6001400900,1044,91744,1363,0.01485655737704918,834.1,525.0,3.5
9,6001401000,2439,85283,1287,0.015090932542241713,826.8,458.0,2.6
10,6001401100,2043,113748,973,0.00855399655378556,640.1,330.6,2.4
11,6001401200,1230,131147,1333,0.010164166927188575,821.2,510.2,1.8
12,6001401300,1804,76423,708,0.009264226738023894,505.0,202.0,0.8
13,6001401400,1576,62855,1176,0.018709728740752527,775.8,398.5,1.2
14,6001401500,1080,80012,1222,0.015272709093635954,817.1,401.3,3.8
15,6001401600,868,80440,1133,0.014085032322227747,740.5,387.0,5.8
16,6001401700,1289,112761,1050,0.009311730119456196,709.3,336.8,3.6
17,6001401800,712,73557,1113,0.015131122802724419,744.2,366.4,2.4
18,6001402200,855,80793,1213,0.015013676927456587,806.5,399.1,7.1
19,6001402400,1209,70442,1057,0.015005252548195678,671.9,383.4,1.9
20,6001402500,708,39582,797,0.02013541508766611,588.1,207.4,1.4
21,6001402600,618,44237,663,0.014987453941270882,502.5,156.3,4.3
22,6001402700,682,104258,1238,0.01187438853613152,828.8,406.8,2.2
23,6001402800,2607,92325,534,0.0057839155158407795,453.9,77.9,2.6
24,6001402900,899,53786,457,0.008496634812032871,367.2,89.0,0.4
25,6001403000,1463,53289,552,0.010358610595057141,469.6,82.5,0.3
26,6001403100,638,83863,636,0.007583797383828386,542.0,93.5,0.5
27,6001403300,2141,92084,708,0.007688632118500499,559.4,148.1,0.9
28,6001403400,2857,87808,530,0.006035896501457726,433.0,95.2,1.6
29,6001403501,2723,72197,712,0.009861905619347064,511.9,198.5,1.5
30,6001403502,1152,89856,742,0.008257656695156695,549.8,190.2,1.8
31,6001403600,2578,88783,634,0.007141006724260275,497.6,135.8,1.0
32,6001403701,1767,84973,573,0.006743318465865628,436.2,136.5,0.4
33,6001403702,1091,104726,647,0.006178026469071673,517.9,128.4,0.7
34,6001403800,1826,129578,1127,0.008697464075691861,711.8,412.0,2.8
35,6001403900,2143,104082,876,0.008416440883149825,596.6,277.5,1.5
36,6001404000,1691,99051,846,0.008541054608232124,622.1,222.8,0.7
37,6001404101,1710,123562,1066,0.008627247859374241,712.9,351.5,1.9
38,6001404102,1591,98553,757,0.00768114618530131,553.1,202.6,1.2
39,6001404200,1328,213354,2009,0.009416275298330475,1281.2,723.5,3.9
40,6001404300,1283,255750,2176,0.008508308895405669,1473.3,699.1,3.5
41,6001404400,2321,202912,2003,0.009871274246964202,1288.3,711.2,3.3
42,6001404501,679,225311,2218,0.00984417094593695,1392.8,819.6,5.1
43,6001404502,2483,225151,2194,0.009744571420957492,1385.1,802.3,6.3
44,6001404600,1784,212487,2283,0.010744186703186548,1401.0,876.6,5.8
45,6001404700,790,225599,2065,0.009153409367949327,1306.6,752.7,5.6
46,6001404800,1203,128718,1466,0.01138923849034323,953.8,510.3,2.3
47,6001404900,1874,146656,1554,0.010596225180013092,957.4,592.2,4.4
48,6001405000,1457,188201,1678,0.008915999383637706,1059.0,615.3,3.9
49,6001405100,1602,227350,1944,0.008550692764460084,1189.4,749.3,5.8
50,6001405200,2427,103223,1084,0.010501535510496691,705.2,375.2,3.4
51,6001405301,1584,96396,727,0.007541806713971534,538.1,188.0,1.0
52,6001405302,1401,67341,700,0.010394856031243967,532.1,166.9,0.6
53,6001405401,1730,53851,826,0.015338619524242819,568.9,255.4,1.6
