State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
NV,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,65249,15787,25124,87959,0,0,0,0,309924,443074,634890,339147,291016,197886,261624,244000,255492,169440
NV,Residential Total Volume (Mcf),25242837,30023233,28771552,29941943,32608523,31957640,32847795,36533931,36396879,37936976,38088201,38665283,38741500,39378781,40594505,37070955,41664394,35134581,37029457,39075040,40910642,41837082,47931223
NV,Residential Sales Volume (Mcf),25242837,30023233,28771552,29941943,32608523,31957640,32847795,36533931,36396879,37936976,38088201,38665283,38741500,39378781,40594505,37070955,41664394,35134581,37029457,39075040,40910642,41837082,47931223
NV,Residential Transported Volume (Mcf),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,Residential Sales Price (Dollars),6.3,6.84,6.92,6.54,8.51,10.2,9.42,10.09,12.08,14.16,14.04,13.34,13.3,12.4,10.85,10.0,9.11,10.84,11.19,9.46,8.04,8.44,8.63
NV,Residential Transported Price (Dollars),,,,,,,,,,,,,,,,,,,,,,,
NV,Residential Sales Revenue (Dollars),158147137,213474727,205439410,198402022,292093687,310060262,294272231,367190910,453598828,542783259,539592210,515594361,510673144,482483653,432879685,375891948,392503694,401820070,437600774,399927867,360771714,386546816,455392508
NV,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,Residential Total Customers,426221,458737,490029,520233,550850,580319,610756,648551,688058,726772,750570,758315,760391,764435,772880,782759,794150,808970,824039,838859,854518,871236,887612
NV,Residential Sales Customers,426221,458737,490029,520233,550850,580319,610756,648551,688058,726772,750570,758315,760391,764435,772880,782759,794150,808970,824039,838859,854518,871236,887612
NV,Residential Transported Customers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,Commercial Total Volume (Mcf),21958366,23314405,22710058,25585926,22911552,22684630,24098917,26862103,26551941,28046149,28223627,28919674,29530940,29474553,30763470,28991461,31210655,29105377,29872536,31125263,32199710,32771840,35189811
NV,Commercial Sales Volume (Mcf),15653476,16373293,13822219,13964802,16924017,17799143,16184926,18232316,18072980,19136270,18912574,19379751,19226291,19277650,19792253,17796941,18768391,16984948,17291112,18199682,19033164,19213351,21199356
NV,Commercial Transported Volume (Mcf),6304890,6941112,8887839,11621124,5987535,4885487,7913991,8629787,8478961,8909879,9311053,9539923,10304649,10196903,10971217,11194520,12442264,12120429,12581424,12925581,13166546,13558489,13990455
NV,Commercial Sales Price (Dollars),5.07,6.25,5.95,5.6,7.92,8.81,8.09,8.77,10.46,12.39,12.26,11.57,11.43,10.43,8.59,7.61,6.7,8.06,8.46,6.62,5.4,5.95,6.14
NV,Commercial Transported Price (Dollars),,,,,,,,,,,,0.83,0.79,0.83,0.84,0.86,0.82,0.93,0.97,1.04,1.05,5.04,4.43
NV,Commercial Sales Revenue (Dollars),79651993,102846850,83252483,77356275,135469721,137250511,117931671,152864870,187841937,232004885,227520407,217166995,209904433,188319056,159767223,132229553,124099560,139369775,149683673,124518531,108752680,121875555,137560784
NV,Commercial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,8484047,8588390,9182105,9184031,9839686,10086383,11380573,12048010,13682440,13816799,13459140,16056335
NV,Commercial Total Customers,27629,29030,30521,31789,32782,33877,34590,35792,37093,38546,40128,41098,41303,40801,40944,41192,41710,42338,42860,43422,43966,44615,45373
NV,Commercial Sales Customers,27568,28966,30314,31561,32709,33765,34481,35663,36965,38414,39998,40966,41148,40655,40786,41023,41536,42163,42682,43236,43769,44418,45174
NV,Commercial Transported Customers,61,64,207,228,73,112,109,129,128,132,130,132,155,146,158,169,174,175,178,186,197,197,199
NV,Industrial Total Volume (Mcf),8411066,10046050,12107146,11333778,11474581,11021741,10670705,11736787,13752621,13574187,13233772,12887558,11458492,10727761,11079918,11298861,13209351,16432210,17723787,18327309,19269196,20153182,20681321
NV,Industrial Sales Volume (Mcf),525922,1558192,2724238,2047550,3820342,3775781,2037781,1934006,2365197,2277711,2265784,2299620,1986991,1973048,1971423,1750397,2075789,2219506,2169643,2325682,2785286,2855173,3012018
NV,Industrial Transported Volume (Mcf),7885144,8487858,9382908,9286228,7654239,7245960,8632924,9802781,11387424,11296476,10967988,10587938,9471501,8754713,9108495,9548464,11133562,14212704,15554144,16001627,16483910,17298009,17669303
NV,Industrial Sales Price (Dollars),7.37,5.37,5.29,5.18,7.04,7.35,8.51,8.46,9.88,11.98,11.73,12.71,10.45,11.06,9.79,10.74,10.54,11.6,11.22,8.7,8.04,8.13,8.48
NV,Industrial Transported Price (Dollars),,,,,,,,,,,,0.42,0.41,0.43,0.39,0.51,0.47,0.46,0.52,0.66,0.65,0.63,0.69
NV,Industrial Sales Revenue (Dollars),4086395,7393241,12959190,10464414,26739714,29044396,17680948,16565531,23218565,27323766,26674729,25518023,22285611,20772732,17717075,12841446,13819269,17381144,17507180,13720390,14103340,15284271,17501260
NV,Industrial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,4342418,3803804,3668395,3561742,4879890,4723754,4858478,5634618,7331081,7408043,7405536,8295175
NV,Industrial Total Customers,93,93,109,90,90,96,97,179,192,207,220,189,192,184,177,177,195,219,215,201,225,231,216
NV,Industrial Sales Customers,71,69,80,67,71,71,71,146,158,172,185,154,157,152,147,146,162,183,179,167,192,197,181
NV,Industrial Transported Customers,22,24,29,23,19,25,26,33,34,35,35,35,35,32,30,31,33,36,36,34,33,34,35
NV,Electric Total Volume (Mcf),71675060,65850859,88717315,114398318,110405707,136781600,145340772,166685294,178650895,198061933,199147873,217798673,224362497,206083461,192055450,223014987,215116340,201358682,210680526,210725664,197337661,200175255,193464212
NV,Electric Sales Volume (Mcf),0,3505876,0,0,0,26223807,26110603,25353050,24092228,23065925,24438747,28091964,30085701,28875643,25196286,30896261,29426124,31731712,4111,7394,2296,1180,5689
NV,Electric Transported Volume (Mcf),71675060,62344983,88717315,114398318,110405707,110557793,119230169,141332244,154558667,174996008,174709126,189706709,194276796,177207818,166859164,192118726,185690216,169626970,210676415,210718270,197335365,200174075,193458523
NV,Electric Sales Price (Dollars),,2.44,,,,5.61,7.35,7.55,8.18,9.75,9.13,9.6,9.4,6.95,5.64,4.74,6.82,8.25,8.86,10.34,15.37,10.47,9.3
NV,Electric Transported Price (Dollars),,,,,,,,,,,,0.24,0.31,0.28,0.29,0.32,0.31,2.22,8.11,0.36,0.42,0.36,0.4
NV,Electric Sales Revenue (Dollars),0,8541591,0,0,0,96556353,164010852,190487740,206073629,223643263,210216054,240535181,254184238,200906267,148383101,124563748,138286538,180072742,36444,76468,35296,12357,52909
NV,Electric Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,18383171,19496183,15407709,13859046,16654240,16664255,15838232,17798530,16125749,18246433,18292157,18545685
