,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Natural gas consumed by (delivered to) the residential sector, Oklahoma (Million cubic feet)",76599,69774,79528,79240,81379,76112,66641,64164,71970,71793,65618,69200,65811,78360,69211,68702,76629,71762,66521,61611,66862,64617,67163,65681,59449,59372,52734,59861,66225,62293,65429,61387,49052,66108,69050,59399,50573,51069,67340,67890,
"Natural gas consumed by (delivered to) the commercial sector, Oklahoma (Million cubic feet)",47135,40833,45664,44177,44423,40791,36517,32428,47870,38509,37208,39588,35190,40766,36504,39639,46152,45086,43800,39565,43125,40558,40229,37472,37103,39359,35492,40846,40772,41421,41822,40393,36106,44238,47041,41982,37064,37833,46960,48791,
"Natural gas consumed by the industrial sector, Oklahoma (Million cubic feet)",245902,252696,275831,244028,274630,244502,232611,287869,263995,276021,306609,269061,268146,279275,286851,274901,274053,288181,259647,235709,231195,188083,182010,208883,210670,209962,226062,242324,270239,241774,248636,258758,255541,258509,271232,276277,286933,295458,317527,323969,
"Natural gas consumed by the electric power sector, Oklahoma (Million cubic feet)",329940,285702,246923,236950,224987,200686,197239,187895,177222,180617,176242,174885,156414,159757,160595,160858,143496,135487,181191,177045,175758,173893,194770,196710,199907,242178,278602,286686,282942,284689,288986,264178,317867,247556,207577,254401,276964,228586,317128,337487,
