,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Natural gas consumed by (delivered to) the residential sector, District of Columbia (Million cubic feet)",13730,13686,13041,13007,17374,16605,17296,16729,17471,17433,15137,15286,16587,16589,15865,15690,17290,15807,13249,14147,15437,12947,14249,15156,14276,13853,11412,13371,13222,13466,13608,12386,11260,13214,14242,13494,11379,11904,13112,12065,
"Natural gas consumed by (delivered to) the commercial sector, District of Columbia (Million cubic feet)",13752,14993,15881,15945,11680,11921,11934,13999,15012,15741,13473,15550,16103,16229,14742,17035,16347,18012,16862,17837,17728,16546,18332,17098,17384,17683,17107,19297,18411,18705,18547,16892,15363,17234,17498,17113,15648,16040,16621,16125,
"Natural gas consumed by the industrial sector, District of Columbia (Million cubic feet)",386,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Natural gas consumed by the electric power sector, District of Columbia (Million cubic feet)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,0,0,0,0,0,0,0,
