,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
7,"Household Income: $10,000 to $14,999",MA,133225,133149,127199,124757,127004,124961,111493,117447,113278,103250
8,"Household Income: $100,000 to $124,999",MA,245516,243271,246926,247617,252503,264100,263456,268559,265004,266628
9,"Household Income: $125,000 to $149,999",MA,157655,157806,164143,169059,179932,176557,193846,190631,194103,213046
10,"Household Income: $15,000 to $19,999",MA,115540,117973,115556,113708,110674,105362,99450,99743,95986,83554
11,"Household Income: $150,000 to $199,999",MA,165224,182361,187216,197886,207558,213350,235468,250456,257603,286667
12,"Household Income: $20,000 to $24,999",MA,108362,114713,109610,109699,108790,98489,96097,93592,96255,89008
13,"Household Income: $200,000 or more",MA,166746,181623,198220,209420,236065,255513,279708,317688,345298,388114
14,"Household Income: $25,000 to $29,999",MA,96993,101853,93388,94055,92166,92936,86177,85846,87057,75702
15,"Household Income: $30,000 to $34,999",MA,104887,105281,99691,108041,102571,101287,97932,97377,88043,85547
16,"Household Income: $35,000 to $39,999",MA,97566,96080,96375,89255,84592,88652,94390,86672,80962,77658
17,"Household Income: $40,000 to $44,999",MA,96709,97818,93444,89930,89132,87266,89361,86521,86603,78474
18,"Household Income: $45,000 to $49,999",MA,93805,90954,86782,83682,82551,84058,79520,79403,77419,76630
19,"Household Income: $50,000 to $59,999",MA,182119,174021,168953,175435,170783,172202,158994,146772,156649,149805
20,"Household Income: $60,000 to $74,999",MA,247220,238563,242464,236749,228825,230919,221610,226525,227769,222834
21,"Household Income: $75,000 to $99,999",MA,323455,319552,315698,321240,315315,309808,321572,311027,310924,317741
22,"Household Income: Less than $10,000",MA,185397,177049,176729,165788,160875,154491,150324,146695,141341,136022
23,Household Income: Total:,MA,2520419,2532067,2522394,2536321,2549336,2559951,2579398,2604954,2624294,2650680
24,Median Household Income,MA,62072.0,62859.0,65339.0,66768.0,69160.0,70628.0,75297.0,77385.0,79835.0,85843.0
