State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
MT,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,0,0,0,0,92976,78455,131390,214591,268623,443289,197082,336534,88987,534837,704414,633556,711978,704897
MT,Residential Total Volume (Mcf),21001976,19171865,19676441,20116245,20147284,21710396,20436462,19907254,19834337,19448921,19721615,21584950,21765421,20874667,21709599,19069431,20813454,21378979,18911585,19100047,21481361,22618853,23932291
MT,Residential Sales Volume (Mcf),21001976,19171865,19676441,20116245,20147284,21710396,20436462,19907254,19834337,19434617,19693801,21555157,21731444,20842835,21675830,19040672,20782827,21341252,18862652,19019580,21355164,22508069,23832686
MT,Residential Transported Volume (Mcf),0,0,0,0,0,0,0,0,0,14304,27814,29793,33977,31832,33769,28759,30627,37727,48933,80467,126197,110784,99605
MT,Residential Sales Price (Dollars),4.61,4.88,5.26,5.27,5.81,5.27,5.87,7.04,8.59,9.07,8.56,9.5,8.82,8.79,9.27,8.01,9.49,10.37,9.26,8.52,8.42,8.26,8.67
MT,Residential Transported Price (Dollars),,,,,,,,,,,,4.6,4.36,4.31,4.24,4.23,4.38,4.65,4.68,4.84,4.68,4.58,4.58
MT,Residential Sales Revenue (Dollars),106047227,100598801,101586608,121228339,146342583,115131878,144631202,183019902,212295486,218920190,195203241,246901433,206485629,180097944,190707071,153317172,170243581,194431849,154882475,138360697,162787610,164731535,169008304
MT,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,137048,133000,123330,126377,105336,110194,157412,212390,372803,602374,511581,457903
MT,Residential Total Customers,209806,218851,222114,224784,226171,229015,232839,236511,240554,245883,247035,253122,255472,257322,259046,259957,262122,265849,269766,272483,275360,278298,281112
MT,Residential Sales Customers,209806,218851,222114,224784,226171,229015,232839,236511,240554,245402,246583,252638,255011,256841,258579,259484,261637,265323,269045,271217,273783,276979,279987
MT,Residential Transported Customers,0,0,0,0,0,0,0,0,0,481,452,484,461,481,467,473,485,526,721,1266,1577,1319,1125
MT,Commercial Total Volume (Mcf),13910624,12952285,12087852,13533418,13245215,14704205,15118614,13407143,13135963,13180754,13223430,14340213,23575111,20459229,22336430,19204571,20971162,21549435,19502035,21313716,23373546,26307546,27789660
MT,Commercial Sales Volume (Mcf),12729665,9995109,9651821,9951780,10079486,11046991,10404327,10195369,10161832,10135453,10380849,11408539,11603452,11178574,11910429,10149340,11186596,11528662,10230445,10148873,11609225,12389320,13196653
