State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
SD,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,0,0,0,0,0,0,0,0,150910,93907,165804,239224,240216,202926,206340,205802,238348,245034
SD,Residential Total Volume (Mcf),13203413,11645657,11766259,12607636,12334979,12896838,13174819,12280804,12212285,11513585,12401866,13566129,13594953,12815239,12961488,10742305,13919900,14212627,11750866,11662688,12145925,14279632,14808800
SD,Residential Sales Volume (Mcf),13202646,11645657,11766259,12607636,12334979,12896838,13174819,12280804,12212285,11513585,12401866,13566129,13594953,12815239,12961488,10742305,13919900,14212627,11750866,11662688,12145925,14279632,14808800
SD,Residential Transported Volume (Mcf),767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Residential Sales Price (Dollars),5.59,5.52,5.61,7.09,8.36,7.21,8.2,8.77,10.87,11.16,10.4,10.71,9.33,8.43,8.1,7.67,7.65,9.32,9.18,7.85,8.14,7.9,7.45
SD,Residential Transported Price (Dollars),,,,,,,,,,,,,,,,,,,,,,,
SD,Residential Sales Revenue (Dollars),75877199,65137148,68554006,92478092,105719774,89372023,111848029,116916709,142675073,127890895,130075351,153556111,124278688,112389866,111337063,90160487,114623247,131759134,97557158,88616780,99357064,109358572,107909129
SD,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Residential Total Customers,130307,133095,136789,142075,144310,147356,150725,148105,157457,160481,163458,165694,168096,169838,170877,173856,176204,179042,182568,184831,187789,190982,194067
SD,Residential Sales Customers,130306,133095,136789,142075,144310,147356,150725,148105,157457,160481,163458,165694,168096,169838,170877,173856,176204,179042,182568,184831,187789,190982,194067
SD,Residential Transported Customers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Commercial Total Volume (Mcf),10421553,9263611,9563923,10119023,9710966,10258339,10374628,9958110,9818761,9524955,10337033,11361551,11562945,11024770,11101458,9329768,12151148,12309570,10434363,10439080,10812660,12573274,13405110
SD,Commercial Sales Volume (Mcf),8679847,7797217,7761466,8407552,8175650,8519579,8543050,8199928,8201971,7822123,8394332,9430633,9503942,8924476,9071293,7608573,9916320,10041297,8405725,8407360,8749672,10213086,10680079
SD,Commercial Transported Volume (Mcf),1741706,1466394,1802457,1711471,1535316,1738760,1831578,1758182,1616790,1702832,1942701,1930918,2059003,2100294,2030165,1721195,2234828,2268273,2028638,2031720,2062988,2360188,2725031
SD,Commercial Sales Price (Dollars),4.8,4.64,4.63,5.99,7.52,6.26,7.37,7.87,9.95,10.14,8.75,9.56,8.26,7.31,6.96,6.3,6.4,8.08,7.03,6.22,5.99,6.67,6.52
SD,Commercial Transported Price (Dollars),,,,,,,,,,,,0.58,0.57,0.55,0.52,0.52,0.6,0.52,0.55,0.59,0.58,4.86,0.56
SD,Commercial Sales Revenue (Dollars),40851361,34535769,35109537,50856446,58534465,44780753,60864823,66300364,84781835,73986129,73916051,92030093,70491938,63653617,63288131,49080706,65314947,76844837,52265201,47408416,54778915,60363559,58739967
SD,Commercial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,1237629,1316053,1287943,1186460,988342,1390818,1338046,1280057,1379176,1411536,1661097,1909734
SD,Commercial Total Customers,17432,17972,18453,19100,19378,19794,20070,20457,20771,21149,21502,21819,22071,22267,22570,22955,23214,23591,24040,24541,24922,25339,25290
SD,Commercial Sales Customers,17278,17809,18296,18953,19231,19643,19926,20317,20626,20963,21282,21586,21841,22028,22332,22716,22947,23330,23784,24280,24645,25005,24843
SD,Commercial Transported Customers,154,163,157,147,147,151,144,140,145,186,220,233,230,239,238,239,267,261,256,261,277,334,447
SD,Industrial Total Volume (Mcf),6928189,5607110,5042559,4322669,4210919,10584331,11181279,10967351,10660675,10425713,20700988,32466268,36300524,40754570,40667553,40431805,44039430,44205394,44094095,44570000,45641389,46972087,46014271
SD,Industrial Sales Volume (Mcf),1670693,1997917,1864694,1812723,1772368,2058482,2849474,3087744,3219962,3505521,3691349,5488607,5217078,4124111,1891582,1742920,2272242,2047038,1947639,2012645,2006439,2200100,2385524
SD,Industrial Transported Volume (Mcf),5257496,3609193,3177865,2509946,2438551,8525849,8331805,7879607,7440713,6920192,17009639,26977661,31083446,36630459,38775971,38688885,41767188,42158356,42146456,42557355,43634950,44771987,43628747
SD,Industrial Sales Price (Dollars),4.27,3.66,3.79,4.93,6.48,5.22,6.7,6.8,8.72,9.07,8.23,8.94,6.54,5.76,6.44,5.48,6.12,7.15,5.65,5.07,5.6,5.28,4.99
SD,Industrial Transported Price (Dollars),,,,,,,,,,,,0.38,0.4,0.31,0.32,0.32,0.34,0.31,0.31,0.32,0.32,0.31,0.31
SD,Industrial Sales Revenue (Dollars),6713985,6557383,6237543,7941812,10772060,8801022,16481035,19329384,25849665,32683264,30698002,49386804,31675210,24423882,11825773,9359007,12891922,14089843,10399797,9617399,10260613,11034175,11410752
SD,Industrial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,6520912,7132017,8002387,8457260,9004549,11118205,10040653,10011448,9996245,9807972,9275321,7646062
SD,Industrial Total Customers,481,464,445,416,402,533,526,475,542,528,548,598,598,580,556,574,566,575,578,548,592,592,598
SD,Industrial Sales Customers,428,427,407,379,364,343,336,344,420,408,430,478,473,453,431,445,444,452,449,414,455,452,453
SD,Industrial Transported Customers,53,37,38,37,38,190,190,131,122,120,118,120,125,127,125,129,122,123,129,134,137,140,145
SD,Electric Total Volume (Mcf),0,239724,159575,2165457,2755383,954526,872837,250483,218175,735847,1312298,2626336,904161,1582660,1535704,3554309,5333630,3805626,6244625,7566562,6134683,9370374,9366820
SD,Electric Sales Volume (Mcf),0,239724,159575,88134,119529,0,0,0,0,40444,134456,87212,9627,23263,17928,52308,235224,36700,79172,243885,145613,575771,564615
SD,Electric Transported Volume (Mcf),0,0,0,2077323,2635854,954526,872837,250483,218175,695403,1177842,2539124,894534,1559397,1517776,3502001,5098406,3768926,6165453,7322677,5989070,8794603,8802205
SD,Electric Sales Price (Dollars),,2.57,2.78,4.42,4.26,,,,,6.47,7.55,8.49,4.02,5.0,4.85,3.62,3.81,4.38,3.2,2.33,2.89,2.97,2.55
SD,Electric Transported Price (Dollars),,,,,,,,,,,,0.33,,,,,,,,,,,
SD,Electric Sales Revenue (Dollars),0,615729,442847,389395,509432,0,0,0,0,261864,1015785,740678,38742,116234,86967,189544,895889,160595,253139,568148,420414,1708987,1438842
SD,Electric Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,437408,0,0,0,0,0,0,0,0,0,0,0
SD,Electric Total Customers,0,1,1,2,2,1,1,1,1,5,5,6,7,7,7,8,9,9,9,9,9,9,9
SD,Electric Sales Customers,0,1,1,1,1,0,0,0,0,3,3,3,3,3,3,3,4,4,4,4,4,4,4
SD,Electric Transported Customers,0,0,0,1,1,1,1,1,1,2,2,3,4,4,4,5,5,5,5,5,5,5,5
SD,Vehicle Fuel Total Volume (Mcf),4574,1089,2838,1208,0,2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Vehicle Fuel Sales Volume (Mcf),4574,1089,2838,1208,0,2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Vehicle Fuel Transported Volume (Mcf),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Vehicle Fuel Sales Price (Dollars),3.84,5.1,4.83,4.48,,4.14,,,,,,,,,,,,,,,,,
SD,Vehicle Fuel Transported Price (Dollars),,,,,,,,,,,,,,,,,,,,,,,
SD,Vehicle Fuel Sales Revenue (Dollars),15895,5386,13711,5417,0,9354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Vehicle Fuel Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Vehicle Fuel Total Customers,3,3,1,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Vehicle Fuel Sales Customers,3,3,1,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Vehicle Fuel Transported Customers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
