,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Total carbon dioxide emissions from all sectors, coal, Nevada (million metric tons CO2)",8.738482,10.52261,13.757739,13.178581,14.620813,11.866425,15.185481,14.561782,17.27082,16.019819,15.730189,17.172314,17.045405,16.362087,17.113118,15.447786,16.112124,15.840464,17.525534,17.294731,18.995833,17.970894,15.733587,17.453468,18.51986,18.917536,8.038279,7.91082,8.461095,8.002777,7.659752,5.987125,5.042284,6.186807,7.561748,3.493619,2.933145,2.602433,3.337038,,
"Total carbon dioxide emissions from all sectors, natural gas, Nevada (million metric tons CO2)",3.290628,4.177894,2.64705,2.371209,2.374233,2.208749,1.89858,2.212728,2.566298,3.479244,3.548854,3.617191,4.309475,4.644103,5.568244,5.968928,6.732573,7.189019,8.205479,8.488112,10.299678,9.616839,9.603787,10.136476,11.759957,12.521692,13.667079,13.929869,14.586074,15.068465,14.209,13.580968,14.931897,14.974979,13.895647,16.585673,16.800606,16.197776,16.492081,,
"Total carbon dioxide emissions from all sectors, petroleum, Nevada (million metric tons CO2)",10.297672,9.071758,8.827573,9.536868,9.322443,9.268425,9.860967,10.54678,11.408823,11.816483,11.51247,11.915756,12.368055,13.088372,13.691158,14.105851,15.335051,15.081587,15.075034,15.626835,16.224929,17.229831,16.265912,16.190603,17.685078,18.648939,19.848902,19.891962,17.888152,16.383601,15.752392,14.338825,14.590367,15.292113,15.829761,15.202353,16.965737,17.750469,18.075873,,
"Residential carbon dioxide emissions, all fuels, Nevada (million metric tons CO2)",0.900932,0.910464,1.069812,0.861691,0.899739,0.974713,0.91998,0.982304,1.052613,1.198609,1.193739,1.294267,1.229974,1.368696,1.386635,1.311129,1.442044,1.602665,1.910072,1.824439,1.836163,1.967932,1.991566,1.972199,2.164534,2.218812,2.278919,2.278895,2.322926,2.337515,2.36486,2.390578,2.167923,2.454801,2.059061,2.179611,2.300469,2.410419,2.431686,,
"Commercial carbon dioxide emissions, all fuels, Nevada (million metric tons CO2)",0.789652,0.707786,0.595279,0.919341,1.028075,0.927387,0.947268,1.077063,1.059731,1.098608,1.066496,1.154893,1.110691,1.404844,1.42957,1.430028,1.601446,1.373591,1.489762,1.470893,1.625305,1.439369,1.468984,1.477365,1.658656,1.760486,1.834256,1.75201,1.791774,1.783021,1.823209,1.870781,1.757374,1.929286,1.787088,2.207237,2.267428,2.35657,2.406934,,
"Industrial carbon dioxide emissions, all fuels, Nevada (million metric tons CO2)",1.159682,1.232994,1.211236,1.694497,1.668706,1.396086,1.29325,1.363262,1.799444,2.346573,2.191458,2.272676,2.551382,2.589339,2.748276,3.097475,2.743444,2.892205,2.781204,2.6684,2.553044,2.542561,2.223308,2.049605,2.543599,2.816844,2.91269,2.864762,2.775229,2.684869,2.75393,1.831985,2.164889,2.458663,3.2874,2.160169,3.185613,3.491897,3.779112,,
"Transportation carbon dioxide emissions, all fuels, Nevada (million metric tons CO2)",8.285623,8.184981,8.058153,8.237844,7.837192,7.921471,8.208655,8.971089,9.285939,9.413306,9.396636,9.782148,9.989824,10.355606,10.962723,11.381872,12.678007,12.651725,12.98836,13.80074,14.386446,14.39931,14.634581,15.006902,15.968665,16.666517,17.80636,17.987722,16.002587,14.442292,13.787187,13.208464,13.767662,14.183954,14.122538,14.269873,15.020599,15.407507,15.599358,,
"Electric power carbon dioxide emissions, natural gas, Nevada (million metric tons CO2)",1.565012,2.5238,0.888964,0.539268,0.528073,0.456553,0.368319,0.388587,0.580758,1.269646,1.331882,1.246354,1.891948,2.175589,3.022267,3.377322,3.899294,4.123034,4.62044,4.981543,6.575419,5.907223,5.930674,6.297455,7.485871,8.125416,9.11296,9.369701,9.984416,10.511958,9.618431,8.842795,10.30249,9.943668,9.150047,11.603652,11.5932,10.831094,10.999125,,
"Residential carbon dioxide emissions, natural gas, Nevada (million metric tons CO2)",0.735843,0.749638,0.908224,0.646814,0.66793,0.709527,0.68788,0.75298,0.807363,0.915652,0.938307,1.052061,0.996616,1.128621,1.159447,1.134033,1.247362,1.375176,1.669481,1.557691,1.636215,1.770448,1.752249,1.804404,2.000926,2.015145,2.088098,2.094306,2.119932,2.116165,2.1671,2.20599,2.03796,2.287538,1.926169,2.042735,2.158239,2.256712,2.300219,,
"Commercial carbon dioxide emissions, natural gas, Nevada (million metric tons CO2)",0.569776,0.474167,0.48011,0.665543,0.674722,0.688729,0.644267,0.732023,0.786406,0.825562,0.824501,0.932471,0.882492,0.95762,1.019325,1.025373,1.126764,1.196269,1.29644,1.229535,1.398149,1.243967,1.243807,1.323817,1.471208,1.470041,1.543684,1.551908,1.585652,1.613029,1.622101,1.671709,1.593769,1.713624,1.595626,1.64794,1.719142,1.776178,1.801804,,
"Industrial carbon dioxide emissions, natural gas, Nevada (million metric tons CO2)",0.410499,0.405724,0.351341,0.514172,0.498839,0.347574,0.19562,0.329959,0.381477,0.429228,0.410871,0.367099,0.509079,0.343117,0.326245,0.385775,0.410977,0.458728,0.559111,0.65594,0.619702,0.623363,0.604687,0.586488,0.6431,0.761682,0.747409,0.727937,0.706874,0.626069,0.590627,0.602246,0.6214,0.725391,0.901008,0.977994,1.012427,1.063043,1.108195,,
