,FIP,Total Units,Average Household Income,Annual Energy Expenditures,Energy Burden,Annual Electricity Expenditures,Annual Gas Expenditures,Annual Fuel Oil Expenditures
0,1001020100,765,78055,2230,0.028569598360130677,1797.3,421.3,11.4
1,1001020200,719,50974,650,0.012751598854317888,182.1,454.7,13.6
2,1001020300,1296,57606,2118,0.03676700343714196,1726.9,382.7,7.9
3,1001020400,1639,68488,2399,0.035028034108164935,1944.1,447.4,7.4
4,1001020500,4174,82190,2003,0.02437036135782942,1614.2,384.9,3.5
5,1001020600,1332,70503,2256,0.031998638355814644,1854.7,388.8,12.8
6,1001020700,1419,51570,2020,0.03917006011246849,1719.4,290.0,10.8
7,1001020801,1022,97640,2763,0.02829782875870545,2358.9,397.6,6.3
8,1001020802,4099,81738,2508,0.030683403068340307,1983.8,514.0,10.2
9,1001020900,2305,89202,2460,0.027577856998722002,2024.8,421.6,13.9
10,1001021000,1020,59316,3008,0.05071144379256862,2413.5,580.4,13.8
11,1001021100,1325,43636,3113,0.07134017783481529,2186.3,902.4,24.6
12,1003010100,1558,60625,2520,0.04156701030927835,2323.2,191.3,5.7
13,1003010200,1140,54706,1827,0.03339670237268307,1671.1,150.9,5.3
14,1003010300,2990,88551,2214,0.025002540908628926,1992.7,216.5,4.4
15,1003010400,1747,68369,2283,0.03339232693179658,2205.8,70.8,6.4
16,1003010500,1754,62641,1950,0.031129771236091376,1846.3,97.8,5.7
17,1003010600,1089,44975,2403,0.053429683157309615,2298.0,102.9,2.5
18,1003010701,3240,105093,2146,0.020420008944458716,1917.9,222.2,6.3
19,1003010703,6878,107522,1739,0.016173434273916036,1527.8,207.0,4.1
20,1003010704,1872,81486,1884,0.023120536043001252,1819.9,59.0,5.0
21,1003010705,4001,71690,1936,0.02700516111033617,1841.6,88.3,6.2
22,1003010800,2597,95012,2152,0.02264977055529828,1680.6,464.5,7.1
23,1003010903,1790,66978,1824,0.027232822717907373,1724.6,94.9,4.8
24,1003010904,2313,67835,1989,0.029321146900567554,1920.0,63.8,5.2
25,1003010905,3383,59958,1638,0.02731912338637046,1559.2,74.2,4.2
26,1003010906,1729,54270,1686,0.031066887783305693,1630.3,51.5,4.1
27,1003011000,1529,54403,1973,0.03626638236861938,1844.9,123.1,4.9
28,1003011101,3900,90562,1921,0.021211987367770146,1614.1,302.1,5.3
29,1003011102,1633,86381,1980,0.022921707319896737,1746.8,228.3,5.2
30,1003011201,1947,89225,2134,0.02391706360325021,1748.2,381.8,3.8
31,1003011202,2194,85553,2800,0.03272825032436034,2375.0,415.8,8.7
32,1003011300,1854,103790,2415,0.0232681375855092,2114.4,294.9,5.8
33,1003011401,4089,69986,2104,0.030063155488240505,2037.3,62.5,4.5
34,1003011403,5030,69905,1587,0.022702238752592804,1546.8,36.7,3.3
35,1003011405,1986,114751,4661,0.040618382410610804,4566.9,90.0,4.2
36,1003011406,1438,73822,4079,0.05525453116957005,4022.6,52.7,3.3
37,1003011407,2434,70061,4249,0.060647150340417635,4192.0,48.0,8.6
38,1003011408,258,117948,4901,0.041552209448231424,4777.4,118.0,5.3
39,1003011501,2568,49961,1689,0.03380636896779488,1458.4,225.6,5.4
40,1003011502,4988,53928,1875,0.034768580329327996,1678.8,193.1,3.5
41,1003011601,2289,68344,2049,0.02998068594170666,1961.3,82.4,5.4
42,1003011602,2404,58896,2081,0.0353334691659875,1998.9,75.5,6.9
43,1005950100,1102,56843,2797,0.04920570694720546,2363.3,403.6,30.5
44,1005950200,961,43141,2841,0.06585382814492015,2333.4,492.6,14.5
45,1005950300,611,40774,3083,0.07561190955020355,2535.3,531.3,16.1
46,1005950400,1082,40310,1800,0.04465393202679236,1377.5,403.8,18.4
47,1005950500,1399,57218,3284,0.057394526198049564,2850.3,414.0,19.2
48,1005950600,732,41708,2344,0.05620024935264218,2240.4,94.1,9.8
49,1005950700,614,48941,2292,0.046831899634253486,2107.8,170.9,12.9
50,1005950800,1067,53578,2041,0.03809399380342678,1930.7,101.1,9.4
51,1005950900,1618,40189,2277,0.05665729428450571,2180.3,84.4,12.2
52,1007010001,830,64068,3548,0.05537866017356559,3115.2,421.7,11.3
53,1007010002,1986,61218,3128,0.05109608285144892,2655.1,457.8,14.8
54,1007010003,1714,70162,3466,0.049399960092357684,2756.0,693.0,17.3
55,1007010004,2310,48866,3162,0.0647075676339377,2516.7,630.2,15.5
56,1009050101,2773,57915,2521,0.04352931019597686,2249.4,257.5,13.7
57,1009050102,2646,64497,2327,0.03607919748205343,2062.2,248.8,15.6
58,1009050200,1391,58288,2500,0.04289047488333791,2276.1,209.7,14.2
59,1009050300,1925,45506,2600,0.057135322814573904,2328.0,255.3,16.9
60,1009050400,1623,52945,2671,0.05044857871375956,2288.1,365.3,17.2
61,1009050500,2476,60408,2762,0.04572242087140776,2433.9,312.7,15.3
62,1009050601,1314,67873,2753,0.04056104783934702,2444.8,292.3,15.9
63,1009050602,3284,71865,2603,0.03622069157447993,2236.3,353.6,12.9
64,1009050700,3168,54043,2538,0.046962603852487836,2304.1,220.2,13.4
65,1011952100,646,30864,2994,0.09700622083981338,2400.5,575.5,17.6
66,1011952200,1930,42685,2585,0.06055991566123931,2189.5,380.2,15.5
67,1011952500,1033,58676,3191,0.05438339355102597,2504.1,667.6,19.3
68,1013952700,715,56173,3064,0.054545778220853436,2801.8,253.0,8.8
69,1013952800,507,62867,2552,0.040593634180094484,2446.4,97.5,8.5
70,1013952900,665,51587,2868,0.05559540194234982,2658.7,198.1,10.9
71,1013953000,545,59956,3354,0.055941023417172595,2937.0,404.4,12.6
72,1013953100,963,34848,2688,0.07713498622589532,2515.4,164.3,8.8
73,1013953200,1269,54545,3206,0.05877715647630397,2909.6,285.7,10.8
74,1013953300,628,57097,3305,0.05788395187137678,2810.5,482.6,12.0
75,1013953400,928,45695,3225,0.07057664952401795,3033.1,185.4,6.8
76,1013953500,488,45641,3060,0.06704498148594465,2666.3,382.8,10.9
77,1015000200,1242,39769,2514,0.06321506701199427,1973.7,531.9,8.4
78,1015000300,1218,31998,2371,0.0740983811488218,1982.4,384.3,4.7
79,1015000400,1001,36144,2892,0.0800132802124834,2315.7,564.3,11.6
80,1015000500,542,22538,2950,0.13089005235602094,2240.1,706.1,3.4
81,1015000600,697,27425,2229,0.08127620783956244,1617.1,608.2,3.8
82,1015000700,1103,48361,2544,0.05260437129091623,2119.1,411.9,13.2
83,1015000800,414,37263,2547,0.06835198454230738,2199.1,345.0,3.1
84,1015000900,1636,70131,2308,0.032909840156278965,1820.3,477.8,10.3
85,1015001000,2514,74145,2370,0.03196439409265628,1959.2,404.8,6.1
86,1015001100,2771,78128,2333,0.02986125332787221,1984.9,340.6,7.4
87,1015001201,1173,42596,2338,0.05488778289041225,1959.3,372.1,7.1
88,1015001202,1519,63258,2443,0.03861962123367795,2020.4,408.3,14.6
89,1015001300,763,42883,2618,0.061049833267262085,2151.0,459.7,7.5
90,1015001400,1214,52291,2871,0.054904285632326785,2331.7,529.9,9.1
91,1015001500,1863,57928,2636,0.04550476453528518,2224.6,395.6,15.7
92,1015001600,1384,49255,2521,0.05118262105370013,2020.2,484.4,16.0
93,1015001700,2665,56749,2434,0.042890623623323756,1963.2,461.2,9.8
94,1015001800,2481,64126,2486,0.0387674266288245,2264.5,213.1,8.5
95,1015002000,2786,76462,2656,0.034736208835761555,2385.9,257.6,12.2
96,1015002101,1003,31829,1730,0.05435294856891514,1607.1,117.3,5.9
97,1015002102,1327,79231,2277,0.028738751246355592,2091.0,178.2,8.2
98,1015002103,2714,55661,2038,0.036614505668241676,1918.3,109.5,10.1
99,1015002200,1418,55713,2801,0.05027551917864771,2322.2,467.5,11.4
100,1015002300,1565,42184,2516,0.05964346671723876,1970.9,529.0,16.5
101,1015002400,1842,61790,2557,0.04138210066353779,2144.3,397.8,14.7
102,1015002501,2743,77863,2624,0.03370021704789181,2268.8,343.1,12.4
103,1015002502,1695,73476,2894,0.03938701072459034,2418.1,457.8,17.8
104,1015002600,1740,68267,2940,0.043066195965840014,2533.8,389.4,16.7
105,1017953800,1414,46406,2706,0.058311425246735334,2065.2,622.1,18.9
106,1017953900,1268,50121,2308,0.0460485624788013,1909.1,388.2,10.6
107,1017954000,2508,50382,2504,0.0497002897860347,2020.4,469.8,13.3
108,1017954200,1246,54330,2389,0.043972022823486105,2009.1,365.5,14.1
109,1017954300,2192,59324,2205,0.037168768120828,1942.6,253.2,9.4
110,1017954400,461,37517,2860,0.07623210811098968,2224.1,614.0,21.5
111,1017954500,1517,47684,2783,0.058363392332857984,2466.9,308.6,7.2
112,1017954600,1242,59392,2821,0.04749797952586207,2387.3,425.8,7.6
113,1017954700,1668,50051,2863,0.057201654312601144,2488.3,362.5,12.4
114,1019955701,1475,53062,3747,0.07061550638875277,3319.8,409.8,17.6
115,1019955702,1514,43956,3312,0.07534807534807535,2642.7,648.0,21.3
116,1019955800,2156,60905,3613,0.059321894754125276,3099.1,500.3,13.6
117,1019955900,1633,60380,2824,0.04677045379264657,2272.5,540.0,11.9
118,1019956000,1785,54283,2906,0.05353425566015143,2698.7,196.1,11.5
119,1019956100,2043,53879,3976,0.07379498505911394,3303.0,637.0,36.0
120,1021060101,1864,54467,2411,0.044265334973470176,1918.4,482.0,10.5
121,1021060102,2497,69311,2369,0.03417927890233873,2003.7,353.6,11.2
122,1021060200,1050,62689,2691,0.0429261911978178,2339.2,329.4,22.4
123,1021060300,1446,60282,2821,0.04679672207292392,2418.1,388.6,14.4
124,1021060401,1969,67100,2546,0.03794336810730253,2185.1,347.7,13.5
125,1021060402,3399,52710,2303,0.04369189907038513,1996.4,296.4,10.4
126,1021060500,1230,61865,2566,0.041477410490584336,2052.0,502.8,10.9
127,1021060600,1244,58834,2759,0.04689465275181018,2154.8,584.6,19.9
128,1021060700,2052,52293,2457,0.04698525615283116,2055.4,388.3,13.3
129,1023956700,1416,50006,2887,0.05773307203135624,2192.2,683.6,10.9
130,1023956800,1702,49472,2319,0.046875,2064.1,247.5,7.8
131,1023956900,1296,66487,2732,0.04109073954306857,2228.0,491.6,12.7
132,1023957000,936,48347,726,0.015016443626284981,0.0,709.9,15.9
133,1025957500,574,46179,3233,0.07001017778643973,2782.9,437.9,11.9
134,1025957601,392,46079,3377,0.07328718071138697,2841.0,526.7,9.5
135,1025957602,2085,59956,2426,0.040463006204550005,2186.4,234.7,4.5
136,1025957700,517,43265,655,0.015139258060788165,0.4,645.3,9.6
137,1025957800,1952,53065,2999,0.05651559408272873,2508.1,481.3,9.3
138,1025957901,1333,45224,2431,0.053754643552096235,2182.2,241.2,8.0
139,1025957902,1461,53795,2582,0.04799702574588716,2402.6,173.6,6.4
140,1025958001,513,52974,2845,0.05370559142220712,2462.4,376.0,6.3
141,1025958002,531,42045,2847,0.06771316446664288,2237.1,601.5,8.5
142,1027958900,2043,62906,2566,0.04079102152417893,2103.0,451.3,11.7
143,1027959000,1240,41073,2446,0.059552504078104834,1710.2,717.8,18.1
144,1027959100,1038,59657,2700,0.04525872906783781,1999.9,681.7,18.0
145,1027959200,915,42592,2478,0.05817993989481593,1969.5,488.2,19.9
146,1029959500,1031,55050,2913,0.05291553133514986,2190.0,704.2,19.0
147,1029959600,1557,43371,2533,0.058403080399345185,2110.6,410.4,11.8
148,1029959700,1351,60770,2507,0.04125390817837749,1923.7,565.7,17.8
149,1029959800,1787,56283,2856,0.05074356377591813,2110.1,728.3,18.0
150,1031010100,810,57243,2728,0.047656482015268245,2547.3,173.2,7.6
151,1031010200,713,63476,2633,0.04148024450185897,2381.7,242.2,8.9
152,1031010300,1816,79952,2563,0.03205673404042426,2389.0,167.0,7.1
153,1031010400,761,52251,2628,0.05029568812080151,2404.2,214.5,9.1
154,1031010500,1591,56142,2593,0.04618645577286167,2433.1,153.4,6.5
155,1031010600,610,57382,1596,0.027813600083649925,1427.4,161.4,7.5
156,1031010700,881,66641,2548,0.03823472036734143,2403.5,136.8,7.5
157,1031010800,1115,85182,2514,0.029513277452983024,2385.6,122.2,6.2
158,1031010900,840,58447,2394,0.04096018615155611,2251.3,135.4,6.9
159,1031011000,1299,63069,2384,0.03779986998366868,2312.8,65.5,5.7
160,1031011100,889,49614,2028,0.040875559317934455,1961.6,55.3,11.1
161,1031011201,3513,96810,2167,0.022384051234376614,2103.5,58.9,4.4
162,1031011202,3451,63012,2123,0.03369199517552212,2083.0,36.6,3.6
163,1031011300,1500,45458,2135,0.0469664305512781,2052.4,78.3,4.4
164,1033020100,1526,46906,2166,0.046177461305589904,1842.1,312.9,10.7
165,1033020200,857,47870,2360,0.04930018800919156,1965.6,385.6,8.8
166,1033020300,934,31508,1962,0.06226989970801066,1667.8,279.4,14.4
167,1033020400,693,78236,2015,0.025755406718134873,1622.2,380.1,12.7
168,1033020500,1930,67420,2132,0.03162266389795313,1692.9,425.3,13.4
169,1033020600,1612,44987,1615,0.035899259786160445,1492.8,112.6,9.9
170,1033020701,2535,77642,1953,0.025153911542721723,1632.1,308.3,12.7
171,1033020703,2064,63597,2055,0.0323128449455163,1892.0,151.9,10.9
172,1033020704,1907,66593,2001,0.03004820326460739,1850.1,137.0,13.6
173,1033020801,1712,69573,2814,0.040446725022638096,2398.5,396.3,19.5
174,1033020802,1467,53803,2751,0.05113097782651525,2375.6,353.4,21.7
175,1033020901,1623,49552,2172,0.04383274136260898,1766.6,387.3,17.9
176,1033020902,1364,56351,2591,0.04597966318255222,2171.9,399.0,20.3
177,1033021000,1575,52622,2706,0.051423359051347345,2155.2,518.2,32.2
178,1035960200,644,54836,400,0.0072944780800933695,34.8,353.4,11.6
179,1035960300,586,46332,261,0.005633255633255633,0.5,249.1,11.0
180,1035960400,1253,40975,3096,0.07555826723611958,2450.8,637.4,7.8
181,1035960500,659,30808,2703,0.08773695144118411,2201.3,497.0,5.1
182,1035960600,1432,39383,3453,0.08767742426935479,2561.5,882.4,8.7
183,1037961000,1333,42505,2966,0.06978002587930832,2367.0,584.5,14.8
184,1037961100,1296,61488,3169,0.05153851157949518,2766.4,386.8,15.2
185,1037961200,1474,61111,3546,0.05802556004647281,3016.7,509.7,19.9
186,1039961600,1706,71469,4906,0.06864514684688466,4654.4,240.5,11.2
187,1039961700,1602,50849,493,0.009695372573698598,201.3,279.9,11.7
188,1039961800,1212,47833,1972,0.04122676813078837,1834.4,131.4,6.2
189,1039961900,840,76143,2381,0.03127011018741053,2245.1,125.4,10.2
190,1039962000,1640,49901,1981,0.03969860323440412,1826.4,145.7,8.5
191,1039962100,723,37886,2113,0.05577258090059652,1982.1,112.6,17.9
192,1039962300,1327,61644,1565,0.025387710077217573,1424.3,131.9,9.1
193,1039962400,1280,66217,2526,0.03814730356252926,2348.4,167.9,9.5
194,1039962500,591,49364,2509,0.050826513248521187,2382.0,112.9,14.0
195,1039962600,623,37035,2392,0.06458755231537734,2286.0,96.3,9.7
196,1039962700,741,35820,1990,0.05555555555555555,1893.9,90.5,5.5
197,1039962800,689,56448,1749,0.030984268707482995,1567.4,171.2,10.0
198,1039962900,794,74013,1772,0.023941739964600812,1512.0,247.9,12.0
199,1039963000,1240,45135,2658,0.058889996676636754,2474.6,169.2,14.4
200,1041963400,685,53490,3138,0.05866517106001122,2593.4,531.5,13.1
201,1041963500,649,60897,3358,0.05514228943954546,2863.5,483.6,11.2
202,1041963600,1126,45490,3873,0.08513959111892724,3502.2,355.0,15.9
203,1041963700,1351,57847,2523,0.043615053503206734,2366.9,148.5,7.4
204,1041963800,661,44447,4302,0.09678943460751006,3948.7,343.3,9.6
205,1041963900,553,55702,2815,0.05053678503464867,2614.2,191.1,9.6
206,1043964100,2307,44623,2663,0.059677744660825136,2151.8,489.0,22.4
207,1043964200,2661,52937,2115,0.03995315185975783,1636.6,455.7,23.0
208,1043964300,1908,61774,2077,0.033622559652928416,1595.9,461.7,19.6
209,1043964400,1599,63270,2152,0.0340129603287498,1585.3,547.2,19.3
210,1043964500,1689,53932,2290,0.042460876659497146,1688.2,578.6,23.4
