State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
IN,Electric Sales Revenue (Dollars),1611984,1406573,1400177,1315985,1307397,133740,821221,1381059,28964,22239,14197,22999,18504,17900,19562,391555,430152,271469,93086,398776,241120,297826,185846
IN,Electric Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,3703784,3761560,4118857,8707023,12058807,7392652,9762860,14039324,7324255,6388631,6979776,8593180
IN,Electric Total Customers,10,10,13,15,14,23,22,28,24,24,22,23,24,21,22,23,23,22,20,20,24,22,25
IN,Electric Sales Customers,4,4,4,4,4,7,7,7,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3
IN,Electric Transported Customers,6,6,9,11,10,16,15,21,23,22,20,21,22,19,21,20,20,19,17,17,21,19,22
IN,Vehicle Fuel Total Volume (Mcf),60385,67081,47984,49728,39818,49920,50256,6997,4178,4181,4669,6078,8822,10042,7233,10644,13259,313955,270272,266772,99284,8124,2275
IN,Vehicle Fuel Sales Volume (Mcf),45881,51127,32984,49728,39818,49920,50256,6997,4178,4181,4669,6078,8822,10042,7233,10644,13259,313955,269170,265943,99284,8124,2275
IN,Vehicle Fuel Transported Volume (Mcf),14504,15954,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,829,0,0,0
IN,Vehicle Fuel Sales Price (Dollars),4.66,4.31,4.67,6.03,7.16,5.94,9.84,10.23,10.02,10.22,9.04,11.41,7.72,7.2,12.28,11.78,13.0,18.82,15.22,13.34,14.12,13.36,13.28
IN,Vehicle Fuel Transported Price (Dollars),,,,,,,,,,,,,,,,,,,,,,,
IN,Vehicle Fuel Sales Revenue (Dollars),253865,272648,215470,420750,341059,426421,433117,62123,36772,29300,28425,48238,35956,52132,95729,130819,167882,7130332,4251215,3313385,1381880,108413,30214
IN,Vehicle Fuel Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,Vehicle Fuel Total Customers,42,35,31,35,60,68,28,27,21,20,19,26,25,27,40,3957,4541,6413,3093,2635,1987,1101,1265
IN,Vehicle Fuel Sales Customers,41,34,30,35,60,68,28,27,21,20,19,26,25,27,40,3957,4541,6413,3091,2634,1987,1101,1265
IN,Vehicle Fuel Transported Customers,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
