,Metric,State,County,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
26,Median Number of Rooms,FL,Alachua,5.1,5.1,5.1,5.1,5.0,5.0,5.0,5.0,5.1,5.1
27,Number of Rooms: 1,FL,Alachua,1190,1378,1551,1866,1893,1724,1629,1960,2247,2675
28,Number of Rooms: 2,FL,Alachua,3294,3278,3310,3448,3537,3758,3867,3779,3516,3343
29,Number of Rooms: 3,FL,Alachua,12829,12980,13156,13010,13443,12997,13491,13391,12517,12336
30,Number of Rooms: 4,FL,Alachua,23780,22960,22395,23250,23409,24032,24177,24150,23426,23281
31,Number of Rooms: 5,FL,Alachua,24994,25981,25928,26411,27719,27986,27437,28010,28554,28133
32,Number of Rooms: 6,FL,Alachua,19619,19263,19696,18817,18523,18967,19246,19619,20592,21004
33,Number of Rooms: 7,FL,Alachua,11593,11547,11264,11157,10646,10368,10759,10949,11459,11917
34,Number of Rooms: 8,FL,Alachua,6947,7400,7857,7597,7034,6529,6588,6316,6986,7212
35,Number of Rooms: 9+,FL,Alachua,6756,7248,7430,7265,7111,7298,7001,7108,6992,7514
26,Median Number of Rooms,FL,Baker,5.6,5.6,5.6,5.6,5.6,5.6,5.7,5.7,5.7,5.8
27,Number of Rooms: 1,FL,Baker,44,58,59,57,48,38,19,129,142,172
28,Number of Rooms: 2,FL,Baker,40,4,15,81,61,71,95,110,39,49
29,Number of Rooms: 3,FL,Baker,323,352,349,300,285,269,292,418,446,468
30,Number of Rooms: 4,FL,Baker,1496,1577,1556,1586,1646,1810,1701,1630,1415,1406
31,Number of Rooms: 5,FL,Baker,2621,2675,2627,2466,2559,2306,2158,2193,2325,2174
32,Number of Rooms: 6,FL,Baker,2245,2153,2238,2192,2350,2528,2585,2562,2611,2485
33,Number of Rooms: 7,FL,Baker,1287,1263,1283,1438,1262,1133,1314,1257,1241,1417
34,Number of Rooms: 8,FL,Baker,766,782,676,664,718,754,693,624,691,812
35,Number of Rooms: 9+,FL,Baker,620,723,830,817,711,725,758,915,993,1011
26,Median Number of Rooms,FL,Bay,4.9,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9
27,Number of Rooms: 1,FL,Bay,1131,1268,1463,1544,1312,1502,1402,1467,1617,1663
28,Number of Rooms: 2,FL,Bay,2138,1800,1989,2114,2026,1954,2015,2019,2491,3436
29,Number of Rooms: 3,FL,Bay,9451,10048,10688,10856,11594,11740,11888,11564,12307,13356
30,Number of Rooms: 4,FL,Bay,26227,25259,23787,24049,25084,24985,26208,26755,25907,24173
31,Number of Rooms: 5,FL,Bay,23295,23955,23736,24424,24542,25452,24661,25161,24438,22746
32,Number of Rooms: 6,FL,Bay,19015,19452,19303,18509,17649,16892,16673,16704,16697,17378
33,Number of Rooms: 7,FL,Bay,8715,8941,9422,9035,8846,8801,8679,8392,8638,9304
34,Number of Rooms: 8,FL,Bay,4862,4651,4936,4967,4863,4758,4704,4746,4866,5102
35,Number of Rooms: 9+,FL,Bay,3457,3838,4194,4077,3977,4025,4175,4629,5305,5901
26,Median Number of Rooms,FL,Bradford,5.4,5.4,5.4,5.4,5.3,5.2,5.2,5.2,5.2,5.2
27,Number of Rooms: 1,FL,Bradford,42,85,108,142,132,129,101,103,73,73
28,Number of Rooms: 2,FL,Bradford,134,46,8,13,70,90,88,132,116,78
29,Number of Rooms: 3,FL,Bradford,370,476,417,408,409,473,311,392,378,349
30,Number of Rooms: 4,FL,Bradford,2156,1999,2097,1935,2108,2234,2475,2311,2259,2076
31,Number of Rooms: 5,FL,Bradford,3105,3089,3119,3209,3429,3580,3674,3903,4021,3957
32,Number of Rooms: 6,FL,Bradford,2723,2790,2856,2859,2659,2334,2332,2204,2308,2494
33,Number of Rooms: 7,FL,Bradford,1238,1222,1080,1165,880,875,811,797,747,878
34,Number of Rooms: 8,FL,Bradford,678,790,742,673,638,643,462,538,536,655
35,Number of Rooms: 9+,FL,Bradford,379,451,543,525,618,568,647,641,582,491
26,Median Number of Rooms,FL,Brevard,5.4,5.4,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.5
27,Number of Rooms: 1,FL,Brevard,1696,1943,2063,2120,2225,2480,2632,2520,2542,2835
28,Number of Rooms: 2,FL,Brevard,5567,4702,4073,3702,3596,3640,3687,3813,3588,3734
29,Number of Rooms: 3,FL,Brevard,19533,18519,17540,17581,17989,18216,18014,17384,17683,17743
30,Number of Rooms: 4,FL,Brevard,47516,47835,48338,49563,51023,49485,49998,50449,49809,49025
31,Number of Rooms: 5,FL,Brevard,63834,65415,65428,66254,66143,67515,68433,69507,69802,69059
32,Number of Rooms: 6,FL,Brevard,54658,55360,56029,56664,55471,55684,54717,54107,54291,55875
33,Number of Rooms: 7,FL,Brevard,36836,36173,36293,35263,34662,35356,35196,35640,36226,36010
34,Number of Rooms: 8,FL,Brevard,21516,21796,22700,21686,22372,21881,22053,22123,22677,23113
35,Number of Rooms: 9+,FL,Brevard,15880,17108,17392,17248,17524,17397,17707,19059,19676,20779
26,Median Number of Rooms,FL,Broward,4.7,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.6
27,Number of Rooms: 1,FL,Broward,10694,11652,12565,12694,12935,13505,14559,15981,17482,20181
28,Number of Rooms: 2,FL,Broward,20168,19089,18704,18765,19605,19603,18887,18735,20184,21057
29,Number of Rooms: 3,FL,Broward,114692,115837,117548,121632,123391,123465,122764,121210,117585,116094
30,Number of Rooms: 4,FL,Broward,230074,228209,227376,226388,230338,231146,234180,232767,233207,230890
31,Number of Rooms: 5,FL,Broward,161613,163253,163325,162558,160768,160115,159493,158685,159898,159578
32,Number of Rooms: 6,FL,Broward,109730,112625,114271,112885,112877,115881,115436,117410,119767,121227
33,Number of Rooms: 7,FL,Broward,81157,80591,78488,76829,75120,73380,71384,72256,71156,70857
34,Number of Rooms: 8,FL,Broward,45483,43302,41845,42811,41506,41693,43459,43180,42798,44420
35,Number of Rooms: 9+,FL,Broward,33247,34668,36098,36089,36277,35666,36724,38158,39011,39195
26,Median Number of Rooms,FL,Calhoun,5.2,5.2,5.2,5.1,5.2,5.2,5.2,5.2,5.3,5.3
27,Number of Rooms: 1,FL,Calhoun,56,47,32,75,72,76,87,90,53,56
28,Number of Rooms: 2,FL,Calhoun,76,84,110,114,120,95,110,139,265,294
29,Number of Rooms: 3,FL,Calhoun,543,416,336,317,301,245,327,328,416,370
30,Number of Rooms: 4,FL,Calhoun,1179,1296,1372,1518,1353,1431,1317,1312,1164,1197
31,Number of Rooms: 5,FL,Calhoun,1613,1706,1516,1504,1549,1643,1560,1598,1358,1292
32,Number of Rooms: 6,FL,Calhoun,1172,1187,1267,1139,1145,1091,1007,936,1124,1172
33,Number of Rooms: 7,FL,Calhoun,529,514,661,602,708,743,784,888,874,876
34,Number of Rooms: 8,FL,Calhoun,323,375,463,442,388,313,390,359,395,448
35,Number of Rooms: 9+,FL,Calhoun,401,331,203,234,310,307,345,357,363,312
26,Median Number of Rooms,FL,Charlotte,5.2,5.1,5.1,5.1,5.1,5.0,5.0,4.9,4.9,4.9
