,State,Tenure,Year Built,Structure Type,Heating Fuel,Federal Poverty Line,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,NH,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,0-100%,1.478,0.0,0.0,0.0,0.0,
2,NH,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,100-150%,0.0,0.0,0.0,0.0,0.0,
3,NH,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,150-200%,0.001,0.0,0.0,0.0,0.0,
4,NH,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,200-400%,1.143,0.0,0.0,0.0,0.0,
5,NH,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,400%+,4.923,313394.7,1842.73,6084.83,0.0,2.53
6,NH,OWNER,1940-59,1 ATTACHED,ELECTRICITY,0-100%,0.116,0.0,0.0,0.0,0.0,
7,NH,OWNER,1940-59,1 ATTACHED,ELECTRICITY,100-150%,0.088,0.0,0.0,0.0,0.0,
8,NH,OWNER,1940-59,1 ATTACHED,ELECTRICITY,150-200%,0.0,0.0,0.0,0.0,0.0,
9,NH,OWNER,1940-59,1 ATTACHED,ELECTRICITY,200-400%,0.001,0.0,0.0,0.0,0.0,
10,NH,OWNER,1940-59,1 ATTACHED,ELECTRICITY,400%+,0.001,0.0,0.0,0.0,0.0,
11,NH,OWNER,1940-59,1 ATTACHED,OTHER,0-100%,0.0,0.0,0.0,0.0,0.0,
12,NH,OWNER,1940-59,1 ATTACHED,OTHER,100-150%,0.0,0.0,0.0,0.0,0.0,
13,NH,OWNER,1940-59,1 ATTACHED,OTHER,150-200%,0.0,0.0,0.0,0.0,0.0,
14,NH,OWNER,1940-59,1 ATTACHED,OTHER,200-400%,0.002,0.0,0.0,0.0,0.0,
15,NH,OWNER,1940-59,1 ATTACHED,OTHER,400%+,2.699,321018.0,2609.24,0.0,5984.37,2.68
16,NH,OWNER,1940-59,1 ATTACHED,SOLAR,0-100%,0.001,0.0,0.0,0.0,0.0,
17,NH,OWNER,1940-59,1 ATTACHED,SOLAR,100-150%,0.004,0.0,0.0,0.0,0.0,
18,NH,OWNER,1940-59,1 ATTACHED,SOLAR,150-200%,0.0,0.0,0.0,0.0,0.0,
19,NH,OWNER,1940-59,1 ATTACHED,SOLAR,200-400%,0.404,0.0,0.0,0.0,0.0,
20,NH,OWNER,1940-59,1 ATTACHED,SOLAR,400%+,0.819,0.0,0.0,0.0,0.0,
21,NH,OWNER,1940-59,1 ATTACHED,UTILITY GAS,0-100%,0.339,0.0,0.0,0.0,0.0,
