,FIP,Total Units,Average Household Income,Annual Energy Expenditures,Energy Burden,Annual Electricity Expenditures,Annual Gas Expenditures,Annual Fuel Oil Expenditures
0,33001965100,1329,82001,3933,0.04796282972158876,2143.1,599.1,1190.4
1,33001965200,1397,87510,4051,0.046291852359730316,2506.3,593.7,950.6
2,33001965300,1374,89275,4098,0.045903108373004764,2180.4,860.7,1056.9
3,33001965400,1152,101451,4237,0.041764004297641225,2136.7,981.4,1118.6
4,33001965598,1451,59444,2963,0.049845232487719535,1503.7,594.4,864.5
5,33001965600,1492,80047,4315,0.05390583032468425,2211.5,907.6,1196.3
6,33001965700,1574,84673,4331,0.05114971714714254,2278.0,953.1,1100.2
7,33001965800,2894,81328,3638,0.044732441471571904,1786.2,753.4,1098.2
8,33001965900,1792,50510,2496,0.049415957236190855,1270.9,395.7,829.0
9,33001966000,1992,73946,2877,0.03890676980499283,1536.6,338.9,1001.4
10,33001966100,1877,87868,3671,0.041778576956343606,1974.6,881.6,814.7
11,33001966200,1324,78892,4088,0.05181767479592354,2696.9,598.0,792.7
12,33001966401,658,95395,4968,0.052078201163583,2920.4,1040.7,1006.9
13,33001966402,2372,100004,3779,0.03778848846046158,1883.0,668.4,1227.9
14,33001966500,2061,94607,5101,0.053917786210322706,3038.5,826.3,1235.8
15,33003955100,2103,74473,4862,0.06528540544895466,2722.0,1302.2,837.7
16,33003955300,2650,62617,3550,0.05669386907708769,2138.3,560.6,851.5
17,33003955400,1961,76819,3783,0.04924562933649227,1829.7,1097.9,855.6
18,33003955500,1193,80614,4770,0.05917086362170343,2677.6,1120.6,971.5
19,33003955600,2285,73600,3709,0.050394021739130435,2077.2,552.9,1079.0
20,33003955800,1178,77524,4884,0.06299984520922552,3028.2,742.0,1113.5
21,33003955900,1925,57344,3776,0.06584821428571429,2108.9,711.9,955.0
22,33003956000,2254,79531,5074,0.06379902176509789,2784.7,1002.2,1286.9
23,33003956100,2863,85023,3027,0.035602131188031474,1337.4,572.2,1117.2
24,33003956300,1704,97596,5388,0.05520718062215665,3168.7,1241.0,978.1
25,33003956400,954,76630,5106,0.06663186741485058,3204.5,715.9,1185.8
26,33005970100,1721,74468,3350,0.04498576569801794,1719.8,318.6,1311.4
27,33005970200,1606,102200,3310,0.032387475538160466,1583.6,266.3,1459.9
28,33005970400,2133,94092,4217,0.04481783786081707,2241.1,611.1,1364.8
29,33005970500,2094,67444,2884,0.04276140205207283,1600.6,130.1,1152.9
