,FIP,Total Units,Average Household Income,Annual Energy Expenditures,Energy Burden,Annual Electricity Expenditures,Annual Gas Expenditures,Annual Fuel Oil Expenditures
0,53001950100,1062,60375,1885,0.03122153209109731,1438.3,321.4,125.2
1,53001950200,649,57053,2359,0.04134751897358596,1868.7,232.0,258.6
2,53001950300,1768,64969,2091,0.0321845803383152,1838.1,187.8,64.9
3,53001950400,941,57006,1508,0.02645335578711013,1432.7,41.5,33.9
4,53001950500,1461,58367,1509,0.025853650179039525,1482.1,0.0,27.2
5,53003960100,1691,89009,2188,0.024581783864553022,1525.9,582.4,79.7
6,53003960200,2028,74823,1715,0.022920759659463,1250.6,411.8,52.6
7,53003960300,1532,42993,1679,0.03905286907170935,1264.8,347.9,66.9
8,53003960400,986,53858,1608,0.02985628875933009,1190.7,365.0,51.9
9,53003960500,1438,52311,1638,0.03131272581292654,1155.6,420.8,61.5
10,53003960600,1496,67991,1693,0.024900354458678355,1227.4,402.6,63.1
11,53005010100,1868,130132,1741,0.01337872314265515,1714.1,0.0,27.0
12,53005010201,1977,107348,1530,0.014252710809703022,1499.0,0.0,30.6
13,53005010202,2789,60114,1482,0.024653158997903983,1451.8,0.0,29.9
14,53005010300,2411,70782,1570,0.022180780424401685,1472.6,81.2,16.3
15,53005010400,1424,61833,1718,0.027784516358578752,1693.4,9.9,14.4
16,53005010500,1007,69917,1763,0.02521561279803195,1747.4,0.0,16.0
17,53005010600,1807,67502,1454,0.021540102515481024,1439.7,0.0,14.2
18,53005010701,875,77238,1632,0.021129495844014603,1580.9,20.7,30.4
19,53005010703,1122,74127,1602,0.021611558541422153,1484.3,91.6,26.2
20,53005010705,1733,121588,1767,0.014532684146461822,1737.9,0.0,28.7
21,53005010707,1041,117273,1627,0.013873611146640744,1545.7,41.0,40.0
22,53005010708,1222,96788,1542,0.015931727073604164,1515.1,0.0,27.2
23,53005010803,3280,116304,1439,0.012372747282982528,1427.7,0.0,10.8
24,53005010805,2797,100502,1498,0.014905176016397684,1468.0,13.3,17.1
25,53005010807,472,99184,1794,0.018087594773350542,1663.2,104.4,26.9
26,53005010809,2549,78009,1379,0.01767744747400941,1372.1,0.0,7.2
27,53005010810,2203,113587,1426,0.012554253567749831,1394.4,19.3,12.3
28,53005010811,1485,164202,1661,0.01011558933508727,1622.1,22.3,16.7
29,53005010813,4874,95920,1710,0.017827356130108423,1402.4,295.5,12.2
30,53005010814,1289,141495,2131,0.01506060284815718,1935.5,149.4,45.7
31,53005010901,2366,48362,1352,0.0279558330920971,1337.6,1.9,12.1
32,53005010902,1693,57446,1565,0.027242976012254987,1483.2,67.6,14.0
33,53005011001,2060,54318,1418,0.02610552671306013,1353.5,52.3,12.1
34,53005011002,1846,47154,1296,0.027484412775162233,1232.7,52.8,10.4
35,53005011100,2654,67450,1539,0.022816901408450704,1426.9,92.2,19.8
36,53005011200,2663,39306,1242,0.03159822927797283,1178.3,58.7,5.2
37,53005011300,1528,51425,1482,0.02881866796305299,1363.6,100.6,17.4
38,53005011401,1306,44843,1554,0.03465423811966193,1433.1,95.5,25.0
39,53005011402,1846,87799,1645,0.018735976491759586,1490.5,126.1,28.0
40,53005011501,2351,71021,1812,0.025513580490277524,1692.7,95.0,24.7
41,53005011503,3549,97376,1895,0.0194606473874466,1573.6,301.6,19.5
42,53005011504,1024,86266,1650,0.019126886606542555,1523.8,105.0,21.4
43,53005011600,327,75837,1743,0.02298350409430753,1689.4,7.4,46.5
44,53005011700,3070,64749,1652,0.025513907550695762,1477.3,149.5,25.4
45,53005011800,2266,76638,1936,0.025261619562097132,1733.7,118.3,84.1
46,53005011900,2209,65566,1623,0.02475368331147241,1555.7,8.9,58.8
