,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Natural Gas Citygate Price in South Dakota, Annual (Dollars per Thousand Cubic Feet)",4.81,6.21,4.21,6.07,6.59,8.48,8.01,7.35,8.06,5.21,5.54,5.21,4.67,4.83,6.14,4.16,3.65,4.39,3.87,3.51
"South Dakota Price of Natural Gas Delivered to Residential Consumers, Annual (Dollars per Thousand Cubic Feet)",7.34,8.57,6.93,8.49,9.52,11.68,11.11,10.49,11.32,9.14,8.77,8.59,8.39,8.23,9.27,8.3,7.6,8.18,7.66,7.29
"South Dakota Price of Natural Gas Sold to Commercial Consumers, Annual (Dollars per Thousand Cubic Feet)",6.05,7.16,5.26,7.12,8.09,10.34,9.46,8.81,9.76,7.42,7.13,6.98,6.45,6.59,7.65,6.22,5.64,6.26,5.91,5.5
"Electricity price in the residential sector, South Dakota (Dollars per million Btu)",21.74,21.74,21.69,21.9,22.42,22.77,22.96,23.66,24.25,24.87,26.3,27.42,29.51,30.06,30.68,32.47,33.6,34.49,33.98,33.86
"Electricity price in the commercial sector, South Dakota (Dollars per million Btu)",18.42,18.04,17.16,17.69,18.12,18.18,18.95,19.37,20.42,20.93,22.13,22.73,23.73,24.95,26.05,26.83,28.09,28.53,28.2,28.11
Natural Gas Citygate Price $/Tcf (Inflation Adjusted to 2019 USD),3.239717585946576,4.300480807970178,2.9619839000520236,4.368734182661655,4.869505618944428,6.476998744391813,6.315120808283102,5.9611207378751665,6.786336323062902,4.372660011812887,4.725706484962038,4.583747618842729,4.1938354723003455,4.401114635854068,5.685167394867261,3.8565098786245424,3.4265909259817016,4.209405092058375,3.80110829913985,3.51
Natural Gas Residential Price $/Tcf (Inflation Adjusted to 2019 USD),4.943768623876895,5.934802016796205,4.875664709586823,6.110470051202216,7.03455136454491,8.921149213973628,8.75917505368605,8.507776400042246,9.531182031894796,7.67103886909209,7.480946908504887,7.557464884042042,7.534535248950728,7.4992077542606586,8.583306474009692,7.6944788443710825,7.134819462318063,7.843492859461849,7.523640716126938,7.29
Natural Gas Commercial Price $/Tcf (Inflation Adjusted to 2019 USD),4.07490465592033,4.958364345421333,3.700720977262148,5.124446026449915,5.977890812937849,7.897661204836243,7.45830747145545,7.14523451709935,8.217697582269716,6.2274735676874515,6.082001306458364,6.140990092038819,5.792342354676066,6.004833426558656,7.083311167872077,5.76622390505881,5.294787074667616,6.002477420566158,5.804793294035274,5.5
Electricity Residential Price $/MMBtu (Inflation Adjusted to 2019 USD),14.642715242926936,15.055145372829577,15.260197337797718,15.761989884726562,16.56666403288833,17.39165818511811,18.101769507887646,19.189131518112443,20.417947373979572,20.872947119728696,22.434310569404623,24.12406136442757,26.501088819610963,27.390787982147675,28.407318513766707,30.101172057437232,31.54341235972197,33.07115754557936,33.37510594438555,33.86
Electricity Commercial Price $/MMBtu (Inflation Adjusted to 2019 USD),12.406569216868178,12.492862121704029,12.073074518976894,12.731945253918399,13.389293143440524,13.885829855311693,14.940267080769637,15.70978349559755,17.19317465470775,17.566175440929698,18.877235471518034,19.997808709461655,21.310431639761713,22.734536265954244,24.120294891904262,24.872634625840494,26.37066824954137,27.356338787340654,27.697998458848517,28.11
Inflation Adjustment Factor (2019),0.6735379596562528,0.692508986790689,0.7035591211524996,0.7197255655126285,0.7389234626622805,0.7637970217443175,0.7884045952912737,0.8110368350850568,0.8419772112981267,0.8392821519794409,0.853015611003978,0.8797980074554181,0.8980375743683823,0.9112038583548795,0.9259230284800101,0.9270456439001303,0.9387920345155347,0.9588622077581722,0.9821985269095219,1.0
