,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
7,"Household Income: $10,000 to $14,999",KS,63936,59592,60078,56162,56970,51869,51932,50454,49887,49134
8,"Household Income: $100,000 to $124,999",KS,78870,83673,86155,88401,86484,99185,96217,100362,102620,109663
9,"Household Income: $125,000 to $149,999",KS,40604,41177,46255,45399,50875,54823,54318,58837,55233,65709
10,"Household Income: $15,000 to $19,999",KS,64267,62773,61159,53992,56667,52934,49696,53198,52039,47555
11,"Household Income: $150,000 to $199,999",KS,34592,36337,37271,45379,45797,46183,50333,54354,64408,66556
12,"Household Income: $20,000 to $24,999",KS,65189,65124,65915,66093,59945,59321,59233,53601,56065,46910
13,"Household Income: $200,000 or more",KS,29288,32413,37514,39110,44377,46348,48961,52468,58372,67173
14,"Household Income: $25,000 to $29,999",KS,62736,65745,61077,62381,59287,53868,57524,56194,55828,45121
15,"Household Income: $30,000 to $34,999",KS,63887,62160,63958,62898,63164,57346,59547,57111,58414,56401
16,"Household Income: $35,000 to $39,999",KS,57330,58238,60566,55714,55264,54231,55667,57234,50222,52296
17,"Household Income: $40,000 to $44,999",KS,58804,61114,56240,58957,53322,56650,57728,55267,55902,54980
18,"Household Income: $45,000 to $49,999",KS,54510,51095,52996,50916,48229,51229,48542,51568,48537,44142
19,"Household Income: $50,000 to $59,999",KS,99156,93852,99941,94349,95098,97614,91758,96740,89838,91195
20,"Household Income: $60,000 to $74,999",KS,119905,118001,119237,117723,121909,117581,120538,121200,122077,128644
21,"Household Income: $75,000 to $99,999",KS,131904,135901,133602,138005,141286,139827,139810,145930,149661,154883
22,"Household Income: Less than $10,000",KS,76680,74506,71947,78250,70606,72573,68603,64465,64305,57967
23,Household Income: Total:,KS,1101658,1101701,1113911,1113729,1109280,1111582,1110407,1128983,1133408,1138329
24,Median Household Income,KS,48257.0,48964.0,50241.0,50972.0,52504.0,53906.0,54935.0,56422.0,58218.0,62087.0
