,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Natural Gas Citygate Price in Illinois, Annual (Dollars per Thousand Cubic Feet)",5.01,5.54,3.68,5.97,6.38,8.38,8.26,7.87,8.48,5.71,5.52,5.09,4.11,4.43,6.28,3.82,3.38,3.76,3.69,3.18
"Illinois Price of Natural Gas Delivered to Residential Consumers, Annual (Dollars per Thousand Cubic Feet)",7.33,9.04,6.41,8.65,9.41,11.62,11.18,10.76,12.07,8.97,9.39,8.78,8.26,8.2,9.59,7.97,7.88,8.83,8.15,8.04
"Illinois Price of Natural Gas Sold to Commercial Consumers, Annual (Dollars per Thousand Cubic Feet)",6.9,8.55,7.47,8.27,9.1,11.2,10.91,10.4,11.7,8.66,8.76,8.27,7.78,7.57,8.86,7.29,7.14,7.78,7.24,7.02
"Electricity price in the residential sector, Illinois (Dollars per million Btu)",25.89,25.54,24.59,24.55,24.55,24.46,24.69,29.67,32.44,33.04,33.78,34.54,33.34,31.14,34.92,36.64,36.74,37.96,37.41,38.18
"Electricity price in the commercial sector, Illinois (Dollars per million Btu)",20.57,21.14,21.19,21.39,22.09,22.72,23.3,25.13,27.1,26.51,26.01,25.33,23.41,23.87,27.14,26.45,26.43,26.63,26.74,26.62
Natural Gas Citygate Price $/Tcf (Inflation Adjusted to 2019 USD),3.3744251778778267,3.8364997868204167,2.5890975658411985,4.296761626110392,4.7143316917853495,6.400619042217381,6.512221957105921,6.382859892119397,7.139966751808116,4.792301087802607,4.708646172741958,4.4781718579480785,3.6909344306540515,4.036633092512116,5.814796618854463,3.541314359698498,3.1731170766625074,3.6053219011707274,3.624312564296136,3.18
Natural Gas Residential Price $/Tcf (Inflation Adjusted to 2019 USD),4.937033244280333,6.260281240587828,4.509813966587522,6.225626141684236,6.953269783652059,8.875321392668969,8.81436337535644,8.726756345515211,10.16266494036839,7.528360903255585,8.009816587327354,7.724626505458571,7.417790364282838,7.471871638510011,8.879601843123297,7.388553781884038,7.397681231982413,8.466753294504661,8.004917994312605,8.04
Natural Gas Commercial Price $/Tcf (Inflation Adjusted to 2019 USD),4.647411921628145,5.920951837060391,5.2555866350091724,5.952130426789437,6.724203510226753,8.554526643536356,8.601494134627796,8.434783084884591,9.851133372188082,7.268183436141959,7.472416752394848,7.275929521656308,6.986732328586014,6.897813207746438,8.203678032332888,6.75816274403195,6.702975126440918,7.45994797635858,7.111117334824939,7.02
Electricity Residential Price $/MMBtu (Inflation Adjusted to 2019 USD),17.437897775500385,17.686679522634194,17.300518789139964,17.66926263333503,18.140571008358986,18.682475151866008,19.46570945774155,24.063462896973636,27.31374073451123,27.729882301400725,28.81486733971438,30.38822317751014,29.940572729441868,28.374888149170946,32.33323215452195,33.96695239250078,34.49121934810075,36.39840940650022,36.74404689168521,38.18
Electricity Commercial Price $/MMBtu (Inflation Adjusted to 2019 USD),13.854675830129121,14.639639980755165,14.908417777221468,15.394929846315122,16.322819290209775,17.353468334030893,18.36982707028668,20.381355665687476,22.817582426179236,22.24936984897498,22.18693604221347,22.28528352884574,21.023059615963827,21.750436098930976,25.129550992947475,24.520357281158446,24.812273472245582,25.534500592600125,26.263988609560613,26.62
Inflation Adjustment Factor (2019),0.6735379596562528,0.692508986790689,0.7035591211524996,0.7197255655126285,0.7389234626622805,0.7637970217443175,0.7884045952912737,0.8110368350850568,0.8419772112981267,0.8392821519794409,0.853015611003978,0.8797980074554181,0.8980375743683823,0.9112038583548795,0.9259230284800101,0.9270456439001303,0.9387920345155347,0.9588622077581722,0.9821985269095219,1.0
