,Metric,State,County,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
40,Units in Structure: 1 ATTACHED,DC,District of C,75950,76376,75976,76428,76489,77175,76963,77305,76711,76019
41,Units in Structure: 1 DETACHED,DC,District of C,36265,35976,35992,35892,35925,36367,36352,36781,37443,37572
42,Units in Structure: 10-19,DC,District of C,31744,32050,31865,32406,33410,34019,34134,32236,31899,31615
43,Units in Structure: 2,DC,District of C,8737,8517,8518,8816,9051,9714,9742,9726,9616,10114
44,Units in Structure: 20-49,DC,District of C,25261,25678,25615,25705,25158,24723,24719,24403,24762,24156
45,Units in Structure: 3-4,DC,District of C,22194,22021,22667,22514,22135,22103,22761,22081,21796,22190
46,Units in Structure: 5-9,DC,District of C,18801,18662,18821,19132,19822,19912,20446,20881,21619,22096
47,Units in Structure: 50+,DC,District of C,74174,75828,76877,77144,78590,79088,81451,84574,87378,90986
48,"Units in Structure: Boat,RV,Van,Etc.",DC,District of C,254,293,222,173,95,126,58,48,91,104
49,Units in Structure: Mobile Home,DC,District of C,112,109,118,117,123,85,85,126,230,324
