,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
7,"Household Income: $10,000 to $14,999",VT,15868,15254,15269,16774,14034,13462,15503,13032,12536,11629
8,"Household Income: $100,000 to $124,999",VT,17638,20098,20687,20262,22629,23963,22953,22266,26920,26640
9,"Household Income: $125,000 to $149,999",VT,9666,10100,11529,9772,11425,11881,13880,14896,14957,16312
10,"Household Income: $15,000 to $19,999",VT,13932,12576,14479,13319,13356,13876,11702,12873,10652,9371
11,"Household Income: $150,000 to $199,999",VT,8898,10415,8966,11459,10566,11978,12789,11231,14117,15969
12,"Household Income: $20,000 to $24,999",VT,16117,15028,12742,13049,13033,14177,12704,13569,11410,11185
13,"Household Income: $200,000 or more",VT,7102,7770,8814,9679,8772,10799,12216,13300,12535,15719
14,"Household Income: $25,000 to $29,999",VT,13183,12853,12458,12567,12526,11282,12410,11818,10330,12120
15,"Household Income: $30,000 to $34,999",VT,14714,13873,13743,13989,14191,12076,13077,14024,12942,11976
16,"Household Income: $35,000 to $39,999",VT,12721,13314,12479,11397,10718,10634,11202,10222,12530,12096
17,"Household Income: $40,000 to $44,999",VT,13707,13468,13624,11367,13281,11377,10816,11773,11122,10844
18,"Household Income: $45,000 to $49,999",VT,11083,11426,11717,10717,11992,11443,9377,10051,9003,9407
19,"Household Income: $50,000 to $59,999",VT,21328,21404,23170,22421,21062,22296,21228,21659,23187,21543
20,"Household Income: $60,000 to $74,999",VT,29677,29675,28826,26125,28897,26926,26117,28153,25316,28430
21,"Household Income: $75,000 to $99,999",VT,32931,35862,35307,34531,34971,36269,34858,34502,38452,35909
22,"Household Income: Less than $10,000",VT,18357,14242,14710,15806,15776,12426,14019,13260,15364,13617
23,Household Income: Total:,VT,256922,257358,258520,253234,257229,254865,254851,256629,261373,262767
24,Median Household Income,VT,49406.0,52776.0,52977.0,52578.0,54166.0,56990.0,57677.0,57513.0,60782.0,63001.0
