,State,Tenure,Year Built,Structure Type,Heating Fuel,Federal Poverty Line,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,DC,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,0-100%,36.279,6135.06,714.31,2024.57,0.0,44.64
2,DC,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,100-150%,11.236,16944.52,249.05,1115.98,0.0,8.06
3,DC,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,150-200%,15.244,25073.97,0.0,0.0,0.0,0.0
4,DC,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,200-400%,81.646,67195.5,953.73,920.12,0.0,2.79
5,DC,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,400%+,72.78,119989.9,1100.78,934.55,530.5,2.1399999999999997
6,DC,OWNER,1940-59,1 ATTACHED,ELECTRICITY,0-100%,94.281,5101.0,2086.98,1819.91,0.0,76.59
7,DC,OWNER,1940-59,1 ATTACHED,ELECTRICITY,100-150%,78.498,21382.35,1467.43,579.12,0.0,9.569999999999999
8,DC,OWNER,1940-59,1 ATTACHED,ELECTRICITY,150-200%,80.617,37085.86,1633.33,1069.6,0.0,7.290000000000001
9,DC,OWNER,1940-59,1 ATTACHED,ELECTRICITY,200-400%,303.783,58355.45,1619.04,925.71,33.81,4.42
10,DC,OWNER,1940-59,1 ATTACHED,ELECTRICITY,400%+,900.299,139038.2,1515.74,307.56,40.62,1.34
11,DC,OWNER,1940-59,1 ATTACHED,OTHER,0-100%,0.061,0.0,0.0,0.0,0.0,
12,DC,OWNER,1940-59,1 ATTACHED,OTHER,100-150%,0.173,0.0,0.0,0.0,0.0,
13,DC,OWNER,1940-59,1 ATTACHED,OTHER,150-200%,0.007,0.0,0.0,0.0,0.0,
14,DC,OWNER,1940-59,1 ATTACHED,OTHER,200-400%,0.147,0.0,0.0,0.0,0.0,
15,DC,OWNER,1940-59,1 ATTACHED,OTHER,400%+,9.379,125951.18,1868.54,2227.43,0.0,3.25
16,DC,OWNER,1940-59,1 ATTACHED,SOLAR,0-100%,0.039,0.0,0.0,0.0,0.0,
17,DC,OWNER,1940-59,1 ATTACHED,SOLAR,100-150%,0.001,0.0,0.0,0.0,0.0,
18,DC,OWNER,1940-59,1 ATTACHED,SOLAR,150-200%,0.001,0.0,0.0,0.0,0.0,
19,DC,OWNER,1940-59,1 ATTACHED,SOLAR,200-400%,0.079,0.0,0.0,0.0,0.0,
20,DC,OWNER,1940-59,1 ATTACHED,SOLAR,400%+,11.546,190037.37,0.0,0.0,0.0,0.0
21,DC,OWNER,1940-59,1 ATTACHED,UTILITY GAS,0-100%,776.163,8007.12,1326.12,1150.37,47.73,31.52
