,FIP,Total Units,Average Household Income,Annual Energy Expenditures,Energy Burden,Annual Electricity Expenditures,Annual Gas Expenditures,Annual Fuel Oil Expenditures
0,8001007801,1280,39496,879,0.022255418270204576,611.8,260.5,7.0
1,8001007802,1445,40261,824,0.02046645637217158,600.3,216.9,6.8
2,8001007900,1904,48262,1026,0.021258961501802662,696.7,322.8,6.4
3,8001008000,1774,57934,1266,0.021852452791107122,783.1,475.5,7.5
4,8001008100,711,58281,583,0.010003260067603508,457.8,125.2,0.2
5,8001008200,1528,74567,1415,0.018976222725870694,884.9,518.9,11.2
6,8001008308,1835,44605,1003,0.022486268355565518,655.6,320.5,27.0
7,8001008309,1083,53616,1179,0.021989704565801252,742.0,424.8,12.4
8,8001008353,2578,80955,1325,0.01636711753443271,854.6,457.7,12.2
9,8001008401,1647,93234,1492,0.016002745779436688,233.8,1200.8,57.2
10,8001008402,1600,93156,1418,0.015221778522049036,346.8,1030.6,41.1
11,8001008505,2375,75672,1377,0.018196955280685063,871.5,499.2,5.9
12,8001008506,2717,51248,817,0.015942085544801747,623.5,191.2,2.5
13,8001008507,2006,85448,1439,0.01684065162437974,987.1,439.9,12.1
14,8001008508,1947,87848,1257,0.014308806119661233,780.8,462.7,13.1
15,8001008523,2860,105068,934,0.00888948109795561,268.9,643.3,21.3
16,8001008524,2563,117574,1544,0.013132155068297412,973.1,564.2,7.0
17,8001008526,2536,107155,1258,0.011740002799682703,769.5,481.3,7.5
18,8001008529,3254,66413,1113,0.01675876710884917,743.2,359.5,10.3
19,8001008533,2957,87838,1196,0.013615974862815638,816.8,375.4,3.7
20,8001008534,1353,105900,1546,0.014598677998111426,1060.9,473.5,11.3
21,8001008535,1144,84009,1694,0.02016450618386125,1194.7,491.9,7.2
22,8001008536,984,130967,2196,0.016767582673497903,1628.3,560.4,7.1
23,8001008537,1881,104015,2093,0.020122097774359467,1505.3,578.8,8.8
24,8001008538,2255,118405,1581,0.013352476669059584,990.9,581.7,8.2
