,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
49,Year Built: 1940-1949,IN,169083,175566,172087,174878,171766,166292,166571,170189,160531,163880
50,Year Built: 1950-1959,IN,324060,326261,332303,312373,311701,311492,312771,310588,322016,325594
51,Year Built: 1960-1969,IN,327995,317694,328270,318488,319595,315436,314844,313115,322237,313662
52,Year Built: 1970-1979,IN,395504,398926,392132,396986,400929,399426,398193,400940,402319,392048
53,Year Built: 1980-1989,IN,280008,278750,279858,279144,288518,285266,289436,282798,282794,292555
54,Year Built: 1990-1999,IN,399708,402646,406787,417011,423590,426000,414314,416840,424104,423063
55,Year Built: 2000-2009,IN,228484,232473,361639,369702,364022,360593,354527,359679,350098,333485
56,Year Built: 2010-2013,IN,138240,156635,25941,42271,56686,63090,75679,72922,68738,67608
57,Year Built: 2014 or later,IN,,,,,,12747.0,32442.0,57709.0,89343.0,116388.0
58,Year Built: before 1940,IN,534090,511848,509413,498787,492823,501108,495818,500562,481396,492832
