,urban_area,source,all_exp,POC_exp,white_exp,latino_exp,black_exp,asian_exp,white_diff,white_pctDiff,POC_diff,POC_pctDiff,latino_diff,latino_pctDiff,black_diff,black_pctDiff,asian_diff,asian_pctDiff,State
0,"Alexandria, LA",All,5.8999389198985,6.16499334355042,5.5613518127177,5.80836949269997,6.20837866014328,5.85381849934406,-0.338587107180809,-0.0573882394000501,0.265054423651916,0.0449249436732264,-0.0915694271985385,-0.0155204025739497,0.308439740244769,0.0522784632912904,-0.0461204205544474,-0.00781710135996473,LA
1,"Baton Rouge, LA",All,8.93416701563189,9.49316327434942,8.41578281889585,8.47801869690976,9.6670902779221,9.24105889659856,-0.518384196736049,-0.058022666895419,0.558996258717524,0.0625683690196816,-0.45614831872213,-0.05105661422313,0.732923262290203,0.082035992947952,0.306891880966665,0.0343503630981718,LA
2,"Hammond, LA",All,5.31235619927886,5.43199552471867,5.2386858393571,5.37252222982622,5.44515761787369,5.55063142716942,-0.0736703599217634,-0.0138677372446832,0.119639325439805,0.0225209532177164,0.060166030547359,0.0113256770236014,0.132801418594831,0.0249985907595688,0.238275227890563,0.0448530217011631,LA
3,"Houma, LA",All,6.3470441633365,6.42888657806718,6.30681211860808,6.41030023404541,6.47367009721336,6.40440901731543,-0.0402320447284188,-0.0063387056546444,0.0818424147306835,0.0128945714925766,0.0632560707089125,0.00996622507754226,0.12662593387686,0.0199503785728026,0.05736485397893,0.00903804235525825,LA
4,"Lafayette, LA",All,8.43184720950853,8.42860739091788,8.43366563153818,8.55300504570497,8.40706247334522,8.55059329103538,0.00181842202965221,0.00021566116942935,-0.00323981859065547,-0.000384235922468087,0.121157836196435,0.0143690739627974,-0.0247847361633173,-0.00293941950648344,0.118746081526849,0.0140830447440912,LA
5,"Lake Charles, LA",All,6.85866779501277,6.8144189033561,6.89585778609177,6.95285814168736,6.78606308308855,7.10447772543887,0.0371899910790026,0.00542233451021567,-0.044248891656669,-0.00645152863196615,0.0941903466745879,0.0137330381773378,-0.0726047119242246,-0.0105858330063775,0.245809930426103,0.0358393113316906,LA
6,"Mandeville--Covington, LA",All,5.24004975110324,5.25805601507574,5.23731879020968,5.23962540121224,5.252606687873,5.34377088756978,-0.00273096089355995,-0.000521170794797316,0.0180062639724943,0.00343627729273052,-0.000424349890999487,-8.09820347431137e-05,0.0125569367697622,0.00239633922695457,0.103721136466534,0.0197939220795941,LA
7,"Monroe, LA",All,6.01931644364821,6.13715981597306,5.80460405101122,5.99299901073199,6.14421378697713,5.91416826385204,-0.21471239263699,-0.0356705607101886,0.117843372324845,0.0195775339987645,-0.0263174329162253,-0.00437216304585487,0.124897343328916,0.0207494230446569,-0.105148179796166,-0.0174684585501602,LA
8,"New Orleans, LA",All,7.8314454255888,7.76307011993243,7.91103635847346,7.83657942908672,7.7533354773748,7.51781859413968,0.0795909328846678,0.0101629940016704,-0.0683753056563612,-0.00873086664601516,0.00513400349792636,0.000655562698700715,-0.0781099482139975,-0.00997388655212712,-0.313626831449112,-0.0400471195808062,LA
9,"Shreveport, LA",All,8.64722060579749,8.89741890897752,8.30304732191647,8.31851561443452,8.98351023594936,8.20893177489248,-0.344173283881023,-0.0398016078889295,0.250198303180021,0.0289339563064086,-0.32870499136298,-0.0380127912016724,0.336289630151866,0.0388899098892425,-0.438288830905014,-0.05068551513664,LA
10,"Slidell, LA",All,6.28561324507334,6.24070574578615,6.30387205469727,6.27751265156044,6.24485633642472,6.27118328257973,0.0182588096239256,0.00290485731654534,-0.0449074992871887,-0.00714448973175166,-0.00810059351289816,-0.0012887515023689,-0.0407569086486239,-0.00648415787919646,-0.0144299624936153,-0.00229571275403008,LA
11,"Alexandria, LA",Agriculture,0.952748835895884,0.964643214382939,0.937554661249946,0.956156396303581,0.9658955253623,0.96830281503287,-0.015194174645938,-0.0159477231285732,0.0118943784870555,0.0124842750144859,0.00340756040769741,0.00357655688394857,0.0131466894664167,0.0137986938121574,0.0155539791369866,0.0163253719668532,LA
12,"Baton Rouge, LA",Agriculture,0.541394906912547,0.561589045439239,0.522667908089778,0.513889048275397,0.57195659980606,0.525239473935462,-0.0187269988227695,-0.034590275201452,0.020194138526692,0.0373002004061225,-0.0275058586371499,-0.0508055363764126,0.0305616928935132,0.0564499083816647,-0.0161554329770856,-0.0298403859563739,LA
13,"Hammond, LA",Agriculture,0.606885916378727,0.61555268441908,0.60154917681969,0.612042023567113,0.616723011058195,0.617849874113916,-0.00533673955903768,-0.00879364542001876,0.00866676804035249,0.0142807203239562,0.00515610718838577,0.00849600732070392,0.00983709467946747,0.0162091332390199,0.0109639577351886,0.0180659287673212,LA
14,"Houma, LA",Agriculture,0.583031099960437,0.578329979141646,0.585342074088922,0.577532996301645,0.57810812456325,0.582677712364857,0.00231097412848469,0.00396372359663405,-0.00470112081879104,-0.00806324194217091,-0.00549810365879255,-0.00943020648326588,-0.00492297539718767,-0.00844376122906947,-0.000353387595580679,-0.000606121346879538,LA
15,"Lafayette, LA",Agriculture,1.05693146578804,1.04217194054718,1.06521558574542,1.05178420650071,1.0389779977661,1.03797992813113,0.00828411995737821,0.007837896992878,-0.0147595252408537,-0.0139645054751484,-0.0051472592873294,-0.00487000288471083,-0.0179534680219364,-0.016986406974411,-0.0189515376569145,-0.0179307157278967,LA
