,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Total carbon dioxide emissions from all sectors, coal, Kansas (million metric tons CO2)",17.958942,19.970568,19.959042,21.721418,25.827928,24.397725,23.653352,25.141894,25.34381,25.215595,25.859795,25.583422,24.14407,28.72306,28.57104,27.543633,32.165278,29.552298,29.433118,31.365368,34.578258,33.804656,37.408623,37.250269,36.8798,36.330455,34.770718,37.847784,35.511099,34.010367,34.37596,33.097367,29.378652,31.215559,30.236274,26.114287,24.176037,20.701479,21.744377,,
"Total carbon dioxide emissions from all sectors, natural gas, Kansas (million metric tons CO2)",25.57273,22.419943,21.250309,18.350073,19.140776,18.822118,16.340923,18.20666,18.462765,17.962812,18.710221,19.798095,17.973158,20.506985,22.047804,19.511536,19.149212,17.963343,17.245645,16.024281,16.705953,14.530205,16.311317,15.1064,13.800888,13.725494,14.286728,15.47647,15.520295,15.515149,14.877726,15.138075,14.22375,15.294911,15.465116,14.878257,14.665128,14.80785,17.051192,,
"Total carbon dioxide emissions from all sectors, petroleum, Kansas (million metric tons CO2)",23.544555,21.470661,21.679332,22.39144,25.951014,25.025456,24.720959,25.078728,26.862114,25.921715,24.792987,22.566747,23.52666,21.897811,20.844326,21.84891,23.160738,23.928654,23.805776,26.670727,24.584725,23.317899,23.040331,26.226023,24.931027,22.069138,23.200147,26.630632,23.601638,23.322189,23.346955,22.552037,22.357523,23.220645,24.271916,23.241276,23.379562,23.094087,23.639204,,
"Residential carbon dioxide emissions, all fuels, Kansas (million metric tons CO2)",5.089094,4.357132,4.858109,4.810566,4.472115,4.564545,4.013806,4.217496,4.378434,4.390322,4.093912,4.351391,4.033904,4.748302,4.218353,4.427003,5.04617,4.308542,4.350045,4.585061,4.44311,4.233986,4.374775,4.403174,4.065,4.036127,3.480235,3.915339,4.524053,4.468304,4.186034,4.057179,3.155037,4.156892,4.400595,3.712715,3.365535,3.366566,4.220114,,
"Commercial carbon dioxide emissions, all fuels, Kansas (million metric tons CO2)",3.439562,3.020439,3.198498,3.335624,3.614006,3.424223,3.179375,3.228706,3.480614,3.369015,3.224354,3.385615,3.125827,3.321626,3.088336,3.221192,3.518607,2.530038,2.546891,2.399511,2.534934,2.438808,2.439393,2.416025,2.325642,1.800706,1.694942,1.854214,2.10241,2.011881,1.965177,1.949737,1.622254,2.012951,2.235125,2.52769,2.390515,2.405656,2.643982,,
"Industrial carbon dioxide emissions, all fuels, Kansas (million metric tons CO2)",16.791596,14.859704,14.915925,13.689744,18.536023,17.288598,14.952616,16.387364,16.721493,15.983683,15.901837,15.162005,16.288016,15.591051,17.535374,13.73564,14.218202,15.386754,13.75402,14.131343,13.878213,12.379028,13.655757,13.809356,12.576399,11.102574,12.7928,16.075812,12.63712,11.393278,11.592771,11.65022,11.839586,11.768238,11.790412,12.256971,12.768032,13.150107,13.3588,,
"Transportation carbon dioxide emissions, all fuels, Kansas (million metric tons CO2)",18.921445,18.038017,17.37026,16.852467,17.319497,18.123005,18.58752,19.054521,20.048435,19.40752,19.137897,17.870793,17.645552,17.894728,16.941792,18.846406,18.716091,18.524271,18.562426,19.631374,18.588171,17.347529,17.699267,19.473368,18.886393,17.66406,18.795088,19.165142,18.612201,19.282188,19.069271,18.548161,18.360464,19.465688,20.54252,19.027807,18.58655,18.081377,19.156973,,
"Electric power carbon dioxide emissions, natural gas, Kansas (million metric tons CO2)",5.145489,4.038196,3.097289,2.387868,1.667465,1.087821,0.772664,0.842593,0.995237,1.019961,1.439693,1.873272,0.729635,1.130001,1.432371,1.466486,1.205925,1.350664,1.96766,1.924524,1.79825,1.24715,1.135466,0.771285,0.558315,0.75489,1.21017,1.383081,1.436456,1.723387,1.505218,1.646826,1.760102,1.258133,0.998367,0.809645,1.122042,1.128834,1.549838,,
"Residential carbon dioxide emissions, natural gas, Kansas (million metric tons CO2)",4.498463,3.934311,4.369482,4.299871,4.182775,4.156565,3.691683,3.876585,3.996228,3.998987,3.780977,4.010447,3.745907,4.446414,3.928899,4.036445,4.515494,3.691205,3.702029,3.598091,3.774292,3.740389,3.79196,3.780128,3.497389,3.493941,3.087102,3.407034,3.86555,3.844751,3.629607,3.545246,2.738414,3.674386,3.864648,3.20457,2.965125,2.987037,3.698686,,
"Commercial carbon dioxide emissions, natural gas, Kansas (million metric tons CO2)",3.105354,2.740642,2.962843,2.804788,3.032242,2.998551,2.91488,2.983642,3.196134,3.079621,2.970908,3.139257,2.826806,2.934193,2.768444,2.827124,3.02683,2.205831,2.203178,2.056689,2.15426,2.001828,2.076373,2.029524,1.977422,1.593769,1.487603,1.649532,1.842817,1.758882,1.719673,1.738614,1.380481,1.792891,1.964741,2.03345,1.906379,1.898951,2.217185,,
"Industrial carbon dioxide emissions, natural gas, Kansas (million metric tons CO2)",10.063895,9.198116,8.562975,7.146892,8.34783,8.557404,7.264466,8.787776,8.054957,7.586997,8.366453,9.011356,9.141558,10.249115,12.236406,9.338345,8.37717,8.635715,7.637879,6.768174,7.410902,6.175743,7.373975,6.733899,6.229171,6.33486,7.146415,7.69831,7.078449,6.755122,6.708326,6.949787,7.26818,7.349038,7.320069,7.67019,7.655281,7.712795,7.958341,,
