,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
7,"Household Income: $10,000 to $14,999",TX,518071,511139,494482,473539,488304,438819,441878,403244,416618,372516
8,"Household Income: $100,000 to $124,999",TX,645043,685807,703999,733229,759639,792113,826591,856153,883315,930664
9,"Household Income: $125,000 to $149,999",TX,358397,368674,399181,424070,446853,481088,497891,541828,562096,614409
10,"Household Income: $15,000 to $19,999",TX,503932,495697,492561,496007,488677,467876,442937,424262,413164,389613
11,"Household Income: $150,000 to $199,999",TX,352139,379364,413623,446825,474321,510402,536320,585220,632119,707336
12,"Household Income: $20,000 to $24,999",TX,524229,542631,513558,511049,506746,503866,493657,484266,468286,455747
13,"Household Income: $200,000 or more",TX,332563,374695,402214,460264,507951,562740,607227,634663,706433,788884
14,"Household Income: $25,000 to $29,999",TX,477164,483430,475842,470326,461009,456219,468636,436832,429986,411562
15,"Household Income: $30,000 to $34,999",TX,499617,478657,483907,483751,479337,493549,482096,467654,463483,441822
16,"Household Income: $35,000 to $39,999",TX,446830,429353,447749,441585,448790,433421,431145,424377,423227,427610
17,"Household Income: $40,000 to $44,999",TX,431938,438592,430086,445860,426953,441776,445472,434375,422627,417596
18,"Household Income: $45,000 to $49,999",TX,379682,379307,377316,388841,379851,396895,386993,384691,393871,384153
19,"Household Income: $50,000 to $59,999",TX,711006,697898,712729,723879,730171,736484,765605,756169,764659,775885
20,"Household Income: $60,000 to $74,999",TX,878395,876151,881651,898001,914937,957115,952667,969716,965677,1010395
21,"Household Income: $75,000 to $99,999",TX,999301,1001080,1041774,1034972,1089158,1127402,1135586,1179445,1197757,1264129
22,"Household Income: Less than $10,000",TX,680357,707895,700287,678655,674500,621647,620911,640979,632765,592805
23,Household Income: Total:,TX,8738664,8850370,8970959,9110853,9277197,9421412,9535612,9623874,9776083,9985126
24,Median Household Income,TX,48615.0,49392.0,50740.0,51704.0,53035.0,55653.0,56565.0,59206.0,60629.0,64034.0
