State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
IA,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,16025,516,958,92,2774,1443,236,63,964488,1512479,1216684,1778902,2869955,1870512,1828188,1638179,2034491,2019720
IA,Residential Total Volume (Mcf),81696263,68901433,71430008,73857082,71073996,71545313,74024406,68320976,67271229,61843854,67754401,75449467,70111285,68376276,67096738,55855268,72519162,76574437,62735144,61246939,60362278,70950032,71385018
IA,Residential Sales Volume (Mcf),81696263,68901433,71430008,73857082,71073996,71545313,74024406,68320976,67271229,61843854,67754401,75449467,70111285,68376276,67096738,55855268,72519162,76574437,62735144,61246939,60362278,70950032,71385018
IA,Residential Transported Volume (Mcf),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,Residential Sales Price (Dollars),5.75,5.66,5.75,6.86,9.47,7.71,8.41,9.34,11.04,12.25,11.61,11.87,10.28,9.73,9.43,9.52,8.89,10.22,9.25,8.64,8.99,8.86,8.63
IA,Residential Transported Price (Dollars),,,,,,,,,,,,,,,,,,,,,,,
IA,Residential Sales Revenue (Dollars),504465053,410614313,435422927,576641485,632319570,506789146,676927609,692973151,827135236,768304854,796873270,898396784,688920242,654192717,640111491,528411414,651936156,767059395,533712760,497969222,561293160,634586389,584830503
IA,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,Residential Total Customers,780746,790162,799015,812323,818313,824218,832230,839415,850095,858915,865553,872980,875781,879713,883733,892123,895414,900420,908071,915431,923454,929996,935342
IA,Residential Sales Customers,780746,790162,799015,812323,818313,824218,832230,839415,850095,858915,865553,872980,875781,879713,883733,892123,895414,900420,908071,915431,923454,929996,935342
IA,Residential Transported Customers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,Commercial Total Volume (Mcf),50191113,43011369,44895047,45609292,45892266,46422542,48081113,46067743,45152252,43423585,46366503,56098957,56697559,51673596,51874687,43766511,56592122,57439426,49165477,49414275,49709671,56854000,57984763
IA,Commercial Sales Volume (Mcf),44257592,36882767,37434847,36980689,37624597,37780382,37484635,36083334,35337129,33583513,36008305,42495865,41123713,37165346,37399831,31619533,41036269,42725508,34735929,34326105,34051189,37492581,38872677
