State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
IL,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,5749969,11558910,6941176,8381645,5586213,11140287,11661653,10071831,8102031,9370156,11228946,13436137,16992819,14927552,11417531,10761579,12208257,12952022
IL,Residential Total Volume (Mcf),497230206,409811510,445217091,467052218,427145589,459398983,473451436,443410451,437572125,398230834,433047877,465927434,440065472,416569611,418142805,360890823,452602436,479465364,400876109,386590245,377510764,438217606,438020612
IL,Residential Sales Volume (Mcf),462576752,377743734,408528266,427381883,390280822,415178255,424125984,397762565,390153781,354913407,383951460,409170338,384597089,366379075,367769313,317352813,396772233,418715329,345893388,334958656,327766670,380656987,383388526
IL,Residential Transported Volume (Mcf),34653454,32067776,36688825,39670335,36864767,44220728,49325452,45647886,47418344,43317427,49096417,56757096,55468383,50190536,50373492,43538010,55830203,60750035,54982721,51631589,49744094,57560619,54632086
IL,Residential Sales Price (Dollars),5.89,5.77,5.71,6.89,8.99,7.51,8.63,9.56,11.86,13.33,11.73,12.59,10.83,10.21,9.59,9.18,8.92,9.63,9.0,8.59,9.35,8.84,8.71
IL,Residential Transported Price (Dollars),,,,,,,,,,,,2.36,2.78,3.17,3.0,3.43,3.18,3.33,3.86,4.16,4.37,4.03,4.0
IL,Residential Sales Revenue (Dollars),2754334410,2068136991,2245740178,3134489184,3529983475,2661859976,3668176436,3741848234,4535322466,3966942080,4132197419,4939899013,3451198941,3439749572,3229294490,2622914205,3255391619,4014412781,2757840182,2638368129,2893058457,3100519366,3081271488
IL,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,119830691,131734351,132343864,126879789,127472400,150796366,167822619,183985314,193917200,191120169,209999181,202479678
IL,Residential Total Customers,3521707,3556736,3594071,3631762,3670693,3688281,3702308,3754132,3975961,3812121,3845441,3869308,3839438,3842206,3855942,3878806,3838120,3870670,3876362,3896736,3903569,3923751,3939045
IL,Residential Sales Customers,3509907,3538850,3563039,3571023,3593397,3566995,3548262,3592616,3794373,3619628,3623082,3600477,3554409,3568120,3594047,3605796,3550217,3570339,3545188,3565723,3570308,3600050,3633246
IL,Residential Transported Customers,11800,17886,31032,60739,77296,121286,154046,161516,181588,192493,222359,268831,285029,274086,261895,273010,287903,300331,331174,331013,333261,323701,305799
IL,Commercial Total Volume (Mcf),202821983,174686762,188519722,201768274,189160076,204569786,211710435,204038954,201882479,196361203,203368341,222381880,222768495,198035800,215605004,188099082,230820305,246273431,215217624,212481758,215914769,241973958,247280441
IL,Commercial Sales Volume (Mcf),110091667,82814376,80690095,84539963,77739379,83638802,91255443,84007469,83714510,77978537,85797010,96203483,91906446,83605373,82044347,69153499,88592091,94887444,77127468,73156418,73519185,84595931,87133447
IL,Commercial Transported Volume (Mcf),92730316,91872386,107829627,117228311,111420697,120930984,120454992,120031485,118167969,118382666,117571331,126178397,130862049,114430427,133560657,118945583,142228214,151385987,138090156,139325340,142395584,157378027,160146994
IL,Commercial Sales Price (Dollars),5.7,5.51,5.41,6.68,8.63,7.16,8.28,9.09,11.35,12.21,11.39,12.22,10.0,9.72,9.07,8.27,8.17,8.9,8.07,7.57,8.28,7.84,7.75
IL,Commercial Transported Price (Dollars),,,,,,,,,,,,1.04,1.15,1.46,1.14,1.25,1.29,1.4,1.58,1.53,1.54,1.54,1.49
IL,Commercial Sales Revenue (Dollars),597834264,419693211,419316591,583611219,664910609,624384749,754831308,764737001,937979046,850862152,892588984,1126003299,796285244,732614190,678340238,537763778,670645205,840929789,562193696,522083421,572115972,612180377,611742562
IL,Commercial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,127525838,152255227,150670080,163773467,166000556,203495875,221124410,236827670,239726474,246026161,269733839,277057639
IL,Commercial Total Customers,268724,271585,274919,279179,278506,279838,281877,273967,276763,300606,296465,298418,294226,291395,293213,297523,282743,294391,295880,297337,296633,298765,299559
IL,Commercial Sales Customers,248922,239750,225926,219665,213741,218490,223223,216827,219323,242091,238673,242467,239522,240197,241582,244480,225913,235097,231780,232749,232681,233458,234119
IL,Commercial Transported Customers,19802,31835,48993,59514,64765,61348,58654,57140,57440,58515,57792,55951,54704,51198,51631,53043,56830,59294,64100,64588,63952,65307,65440
IL,Industrial Total Volume (Mcf),317573541,302944264,305137884,301037999,277291594,290479479,270270181,263482305,260535972,245488058,254872482,264008605,235042093,281405644,278498432,272058918,288874669,294220365,265900150,254682426,258867428,262261140,267360099
IL,Industrial Sales Volume (Mcf),36592208,28252310,27863051,27075282,27418840,26922615,26726643,23803180,24715638,21390203,24141131,24698507,18016647,19156992,17604486,16345254,19668405,18844866,16251950,15439159,15482751,16560148,17251309
IL,Industrial Transported Volume (Mcf),280981333,274691954,277274833,273962717,249872754,263556864,243543538,239679125,235820334,224097855,230731351,239310098,217025446,262248652,260893946,255713664,269206264,275375499,249648200,239243267,243384677,245700992,250108790
IL,Industrial Sales Price (Dollars),5.05,4.86,4.81,6.22,8.4,6.71,7.79,8.41,10.68,10.93,10.63,11.43,9.28,8.84,8.0,7.02,7.16,7.92,6.89,6.45,6.98,6.86,6.69
IL,Industrial Transported Price (Dollars),,,,,,,,,,,,0.59,0.72,0.8,0.74,0.85,0.73,0.87,0.88,1.02,1.02,1.06,1.11
IL,Industrial Sales Revenue (Dollars),145326462,111942381,113063224,158312966,188548503,133788395,193284464,192104140,247339863,201882497,217238268,261354955,131698139,136637108,120401129,92041833,118032943,146002806,88908914,77615235,89194651,91984834,90600729
IL,Industrial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,80973453,88805111,99470907,92268938,93737104,103588600,110184562,104997842,113888163,127784911,119883984,119112823
IL,Industrial Total Customers,28470,28063,27605,27348,27421,27477,26698,29187,29887,26109,24000,23737,23857,25043,23722,23390,23804,23829,23049,23050,22975,22933,22911
IL,Industrial Sales Customers,23616,20435,16878,14990,14614,15113,15597,18579,19315,16319,14449,14525,15060,15314,15554,15132,14932,14703,14541,14696,14725,14741,14805
IL,Industrial Transported Customers,4854,7628,10727,12358,12807,12364,11101,10608,10572,9790,9551,9212,8797,9729,8168,8258,8872,9126,8508,8354,8250,8192,8106
IL,Electric Total Volume (Mcf),49754013,60580805,48306635,43679598,30818347,44845339,23350601,21302203,40797852,41584278,61373063,44215152,58116805,70366118,53017243,99196333,57316285,47581475,99951244,150366294,127476590,147819414,186633443
IL,Electric Sales Volume (Mcf),5565551,6165583,5806475,5353529,10868774,5427166,4280585,1220927,454563,542188,857957,689620,551935,441425,412413,500755,296828,179290,1425644,1471004,630211,620259,435042
IL,Electric Transported Volume (Mcf),44188462,54415222,42500160,38326069,19949573,39418173,19070016,20081276,40343289,41042090,60515106,43525532,57564870,69924693,52604830,98695578,57019457,47402185,98525600,148895290,126846379,147199155,186198401
IL,Electric Sales Price (Dollars),4.08,4.22,4.39,6.78,6.69,5.63,71.23,6.53,9.29,5.9,5.97,7.93,5.59,5.72,6.58,5.68,6.57,8.72,5.31,4.8,4.56,6.48,8.44
IL,Electric Transported Price (Dollars),,,,,,,,,,,,1.4,3.59,1.03,1.19,1.34,1.14,0.9,4.3,4.2,1.54,1.22,1.21
IL,Electric Sales Revenue (Dollars),16517618,16002260,16271345,25235433,26633772,22417360,10708996,8513738,4379022,4070810,6336138,6449223,2647278,2503718,2674729,2558069,1788455,1465935,6012236,5108280,2644214,3300144,2008813
IL,Electric Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,9522616,9503792,9803324,10767737,11333036,10268007,10657217,16578730,12325360,11144723,10806601,10577183
IL,Electric Total Customers,55,56,57,58,54,52,61,89,49,56,55,56,59,61,65,64,63,62,64,92,96,95,96
IL,Electric Sales Customers,36,34,23,18,28,20,18,46,14,12,11,12,14,13,17,18,19,20,21,41,45,44,45
IL,Electric Transported Customers,19,22,34,40,26,32,43,43,35,44,44,44,45,48,48,46,44,42,43,51,51,51,51
IL,Vehicle Fuel Total Volume (Mcf),20547,59865,47209,66707,48796,49093,45804,11505,20212,14579,13212,12478,9451,9247,25456,225164,251118,256419,265006,217088,183369,131199,98401
IL,Vehicle Fuel Sales Volume (Mcf),19849,59865,47209,66529,48796,49093,45804,11505,20212,14579,13212,12478,9451,5065,22384,221976,244833,180874,151269,127257,95247,48041,25699
IL,Vehicle Fuel Transported Volume (Mcf),698,0,0,178,0,0,0,0,0,0,0,0,0,4182,3072,3188,6285,75545,113737,89831,88122,83158,72702
IL,Vehicle Fuel Sales Price (Dollars),2.66,2.75,3.13,3.7,4.93,4.11,5.14,8.19,9.88,9.75,9.59,12.75,7.27,7.22,11.44,10.55,12.18,13.66,11.45,11.42,15.26,11.92,11.04
IL,Vehicle Fuel Transported Price (Dollars),,,,,,,,,,,,,,1.53,,,,,,,3.2,3.01,3.23
IL,Vehicle Fuel Sales Revenue (Dollars),59745,165316,138756,292323,261757,200807,234080,94281,199704,142145,126754,159057,68732,36571,259867,2528307,2992513,2610656,2305557,1879552,1333439,636234,338316
IL,Vehicle Fuel Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,6395,0,0,0,0,0,0,282309,250131,235146
IL,Vehicle Fuel Total Customers,10,8,9,10,3,2,2,4,4,4,4,4,3,3,8,40,160,122,99,78,102,75,74
IL,Vehicle Fuel Sales Customers,9,8,9,9,3,2,2,4,4,4,4,4,3,1,6,38,158,119,92,71,95,71,71
IL,Vehicle Fuel Transported Customers,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,3,7,7,7,4,3
