,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0,Avg household size of owner-occupied unit,OR,2.57,2.53,2.55,2.56,2.56,2.6,2.63,2.63,2.59,2.63
1,Avg household size of renter-occupied unit,OR,2.36,2.44,2.46,2.46,2.48,2.44,2.42,2.36,2.36,2.29
2,House Heating Fuel: Electric,OR,735319,743350,741186,761368,764501,774393,800942,806011,845916,865085
3,House Heating Fuel: Fuel Oil,OR,50177,45312,41366,37636,34492,31373,31671,28959,28320,26802
4,House Heating Fuel: Gas,OR,575902,579429,588282,572046,580411,595662,591804,621832,617243,608187
5,House Heating Fuel: Propane,OR,23995,24758,23647,26827,25335,26882,27363,27026,26707,29180
6,House Heating Fuel: Wood,OR,105601,108177,108087,106592,107706,106585,102144,99590,100126,98494
25,Median Number of Rooms,OR,5.4,5.4,5.3,5.3,5.3,5.4,5.4,5.4,5.3,5.3
26,Number of Rooms: 1,OR,36830,37151,35869,39371,39665,47869,50175,51621,53562,62068
27,Number of Rooms: 2,OR,54200,60066,59491,58392,58214,62568,70321,65497,72073,71487
28,Number of Rooms: 3,OR,144867,140231,138620,151634,153292,151186,151076,151096,164582,180180
29,Number of Rooms: 4,OR,293281,299361,304536,301388,297499,306426,295956,317494,310634,302991
30,Number of Rooms: 5,OR,334907,355459,359407,349372,356201,340887,338755,346536,351843,348459
31,Number of Rooms: 6,OR,307175,306984,291761,285876,298951,301656,300749,305150,299784,302461
32,Number of Rooms: 7,OR,211966,202288,198364,200685,193014,196935,201890,201482,205688,208820
33,Number of Rooms: 8,OR,129823,126026,130672,127788,133141,138245,139620,140433,143973,144026
34,Number of Rooms: 9+,OR,163427,156678,163811,169601,170634,172737,184345,189273,186604,187990
35,Owner-Occupied,OR,2420406,2336361,2378014,2375456,2385735,2470007,2549431,2643691,2650426,2726797
36,Renter-Occupied,OR,1331909,1448853,1434919,1466922,1497587,1472008,1455256,1409532,1451934,1401729
37,Total Housing Units,OR,1676476,1684244,1682531,1684107,1700611,1718509,1732887,1768582,1788743,1808482
38,Total Population,OR,3838957,3871859,3899353,3930065,3970239,4028977,4093465,4142776,4190713,4217737
39,Units in Structure: 1 ATTACHED,OR,75152,72707,77858,72326,74709,73062,81994,78937,77192,84806
40,Units in Structure: 1 DETACHED,OR,1066422,1080568,1071380,1070790,1078242,1089675,1098386,1132814,1128451,1141051
41,Units in Structure: 10-19,OR,62151,62391,58873,61325,64502,61822,64700,66943,73911,64963
42,Units in Structure: 2,OR,48107,46675,48708,49360,51509,53796,47600,46578,44404,47449
43,Units in Structure: 20-49,OR,52060,53102,50193,52215,51676,57375,53357,56672,63832,56313
44,Units in Structure: 3-4,OR,73263,69113,75017,78137,76530,71917,76929,77305,73750,80842
45,Units in Structure: 5-9,OR,75766,74534,71066,71173,80425,80653,76456,75894,81106,84062
46,Units in Structure: 50+,OR,79121,85280,85109,81960,80502,86071,88196,93231,97895,108857
47,"Units in Structure: Boat,RV,Van,Etc.",OR,4971,4913,3967,5364,3660,4268,4402,4943,7264,5425
48,Units in Structure: Mobile Home,OR,139463,134961,140360,141457,138856,139870,140867,135265,140938,134714
49,Year Built: 1940-1949,OR,96232,101273,94364,92870,92460,87740,91020,96292,94195,90460
50,Year Built: 1950-1959,OR,143455,141395,136891,142775,142164,143721,141829,138211,141152,142122
51,Year Built: 1960-1969,OR,165450,160652,163825,168676,162877,162186,159165,160141,165437,165018
52,Year Built: 1970-1979,OR,334557,327003,339942,332934,332689,346315,337514,337538,333781,332410
53,Year Built: 1980-1989,OR,185730,183208,186562,181894,190379,184722,189444,198028,200509,199608
54,Year Built: 1990-1999,OR,290837,297207,285211,292137,288836,296406,293493,292093,306176,304630
55,Year Built: 2000-2009,OR,153936,148003,267623,251794,257488,249615,250408,248489,242024,250094
56,Year Built: 2010-2013,OR,110608,123172,12871,23436,28594,37434,44814,48189,39256,41752
57,Year Built: 2014 or later,OR,,,,,,8999.0,26517.0,49404.0,69549.0,81194.0
58,Year Built: before 1940,OR,195671,202331,195242,197591,205124,201371,198683,200197,196664,201194
