State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
CT,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,760642,856482,827318,838996,747850,800072,808660,793794,1595276,1501188,820579,1187944,989524,887894,846595,755624,1182066,1496032
CT,Residential Total Volume (Mcf),40561915,35329195,38364174,41534190,41022397,40276442,45626717,44178922,44522200,39069185,43347521,42935435,43995113,42728777,44719352,41049747,46802306,51193095,50974615,46045127,48431112,53100078,52227876
CT,Residential Sales Volume (Mcf),40561915,35329195,38364174,41534190,40599003,39854469,45047795,43569032,43967199,38472760,42567555,41968157,42914621,41572596,43281339,39686234,44603469,49097498,49083725,44305016,46573513,51112429,50281322
CT,Residential Transported Volume (Mcf),0,0,0,0,423394,421973,578922,609890,555001,596425,779966,967278,1080492,1156181,1438013,1363513,2198837,2095597,1890890,1740111,1857599,1987649,1946554
CT,Residential Sales Price (Dollars),10.49,10.57,10.63,11.42,13.03,11.46,13.12,14.24,16.6,18.87,16.88,18.5,16.51,16.18,15.0,15.36,14.45,14.94,13.77,14.3,15.12,15.26,16.1
CT,Residential Transported Price (Dollars),,,,,,,,,,,,3.84,3.08,3.12,3.3,3.95,3.47,3.42,3.53,3.64,3.92,4.01,3.98
CT,Residential Sales Revenue (Dollars),419032417,374543338,404416826,474560018,495493142,444309246,575455562,612391206,713880705,681167942,697661227,749103506,635561453,620781130,598678351,562391498,594319767,693679816,613430988,572123830,649469269,711354533,734661521
CT,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,3724544,3299043,3595754,4673347,5384086,7618246,7231386,6787793,6409135,7335135,8031097,7793708
CT,Residential Total Customers,436119,438716,442457,458388,458404,462574,466913,469332,475221,478849,482902,487320,489349,490185,494970,504138,513492,522658,531380,541545,549632,556724,567082
CT,Residential Sales Customers,436119,438716,442457,458388,458105,462248,466526,468918,474807,478357,482311,486702,488614,489380,494065,503241,512110,521460,530309,540434,548385,555432,565802
CT,Residential Transported Customers,0,0,0,0,299,326,387,414,414,492,591,618,735,805,905,897,1382,1198,1071,1111,1247,1292,1280
