,Metric,State,County,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
26,Median Number of Rooms,GA,Appling,5.4,5.4,5.3,5.4,5.3,5.4,5.5,5.6,5.7,5.8
27,Number of Rooms: 1,GA,Appling,22,16,14,24,13,130,131,155,127,145
28,Number of Rooms: 2,GA,Appling,0,31,34,31,46,48,41,63,73,66
29,Number of Rooms: 3,GA,Appling,261,266,156,180,294,386,408,531,514,330
30,Number of Rooms: 4,GA,Appling,1708,1784,1787,1602,1698,1364,1261,1225,1113,1032
31,Number of Rooms: 5,GA,Appling,2463,2466,2709,2776,2712,2467,2281,2180,2060,1937
32,Number of Rooms: 6,GA,Appling,1901,1834,1671,1779,1683,1921,2023,2058,2054,2227
33,Number of Rooms: 7,GA,Appling,839,739,900,888,898,1048,1188,1108,1286,1413
34,Number of Rooms: 8,GA,Appling,788,743,617,593,549,466,465,562,624,751
35,Number of Rooms: 9+,GA,Appling,456,596,597,568,564,604,610,654,692,666
26,Median Number of Rooms,GA,Atkinson,5.1,5.3,5.4,5.3,5.4,5.4,5.3,5.5,5.5,5.5
27,Number of Rooms: 1,GA,Atkinson,28,32,37,26,44,38,26,28,30,12
28,Number of Rooms: 2,GA,Atkinson,69,16,9,8,3,3,4,5,5,4
29,Number of Rooms: 3,GA,Atkinson,304,263,282,287,203,195,196,166,132,156
30,Number of Rooms: 4,GA,Atkinson,873,904,801,785,802,818,800,718,700,548
31,Number of Rooms: 5,GA,Atkinson,725,689,683,761,796,799,821,854,931,1052
32,Number of Rooms: 6,GA,Atkinson,621,660,738,731,727,742,717,750,798,786
33,Number of Rooms: 7,GA,Atkinson,461,498,406,372,408,413,387,560,537,556
34,Number of Rooms: 8,GA,Atkinson,253,302,390,325,342,308,249,204,202,192
35,Number of Rooms: 9+,GA,Atkinson,147,143,166,193,164,160,246,217,173,206
26,Median Number of Rooms,GA,Bacon,5.4,5.4,5.5,5.5,5.4,5.4,5.5,5.6,5.5,5.4
27,Number of Rooms: 1,GA,Bacon,0,0,0,9,34,39,40,43,55,27
28,Number of Rooms: 2,GA,Bacon,0,0,10,9,9,8,9,0,0,6
29,Number of Rooms: 3,GA,Bacon,226,113,130,143,215,202,237,261,336,274
30,Number of Rooms: 4,GA,Bacon,938,852,909,796,790,894,846,808,858,937
31,Number of Rooms: 5,GA,Bacon,1426,1526,1394,1444,1426,1441,1285,1166,1135,1260
32,Number of Rooms: 6,GA,Bacon,1018,1146,1228,1125,972,842,857,958,927,858
33,Number of Rooms: 7,GA,Bacon,627,581,514,615,669,685,700,656,606,609
34,Number of Rooms: 8,GA,Bacon,268,216,251,263,244,289,374,465,449,447
35,Number of Rooms: 9+,GA,Bacon,256,362,353,360,408,358,395,449,425,379
26,Median Number of Rooms,GA,Baker,5.2,5.3,5.2,5.4,5.7,5.8,6.0,5.8,5.8,5.6
27,Number of Rooms: 1,GA,Baker,17,24,31,21,17,25,29,35,43,54
28,Number of Rooms: 2,GA,Baker,0,0,0,0,0,0,0,0,0,0
29,Number of Rooms: 3,GA,Baker,125,84,150,81,114,133,149,133,186,183
30,Number of Rooms: 4,GA,Baker,298,292,365,304,227,218,202,150,140,109
31,Number of Rooms: 5,GA,Baker,500,471,453,437,386,335,292,443,482,585
32,Number of Rooms: 6,GA,Baker,303,347,366,359,394,420,405,358,324,332
33,Number of Rooms: 7,GA,Baker,119,121,137,98,142,207,326,313,336,307
34,Number of Rooms: 8,GA,Baker,46,52,129,196,217,173,168,159,165,134
35,Number of Rooms: 9+,GA,Baker,160,129,121,115,128,149,186,179,213,220
26,Median Number of Rooms,GA,Baldwin,5.3,5.4,5.4,5.4,5.4,5.3,5.3,5.3,5.2,5.3
27,Number of Rooms: 1,GA,Baldwin,244,197,197,138,83,25,122,178,180,167
28,Number of Rooms: 2,GA,Baldwin,259,249,240,203,186,180,236,197,162,154
