,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
25,Median Number of Rooms,WI,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.6,5.6,5.6
26,Number of Rooms: 1,WI,43878,42950,44996,40059,41543,48347,52228,56428,55776,49113
27,Number of Rooms: 2,WI,57639,61960,64757,65387,60706,62060,65793,65121,63303,68871
28,Number of Rooms: 3,WI,222256,224087,224666,219251,219151,228386,230137,224848,222469,237475
29,Number of Rooms: 4,WI,444656,432865,428892,437684,439344,429225,436572,436205,436226,438811
30,Number of Rooms: 5,WI,545897,551791,545350,546742,549902,537225,538042,528692,539819,533441
31,Number of Rooms: 6,WI,461139,467248,471497,467054,469885,472321,462292,482778,479644,473121
32,Number of Rooms: 7,WI,329087,337389,333370,325285,337866,332450,325557,333654,339261,344521
33,Number of Rooms: 8,WI,234305,234713,238354,229950,226233,233177,236185,236737,246613,242542
34,Number of Rooms: 9+,WI,286620,281803,280743,302008,303712,313478,321637,330840,327607,337258
