,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0,Avg household size of owner-occupied unit,WA,2.63,2.61,2.65,2.65,2.66,2.66,2.67,2.67,2.66,2.66
1,Avg household size of renter-occupied unit,WA,2.37,2.42,2.42,2.48,2.46,2.44,2.43,2.37,2.37,2.35
2,House Heating Fuel: Electric,WA,1384990,1408123,1433146,1436251,1472236,1502485,1540628,1599616,1617610,1652260
3,House Heating Fuel: Fuel Oil,WA,73380,70733,65724,59803,57606,54294,49076,46277,46311,47771
4,House Heating Fuel: Gas,WA,924131,933332,916691,923298,922363,947344,948151,974414,1002191,1001906
5,House Heating Fuel: Propane,WA,84272,81173,81776,80336,79785,83835,83921,83993,90813,86647
6,House Heating Fuel: Wood,WA,115190,115346,114568,113511,117694,109150,117058,107887,108328,108817
25,Median Number of Rooms,WA,5.5,5.5,5.5,5.5,5.5,5.6,5.5,5.5,5.5,5.5
26,Number of Rooms: 1,WA,67231,69459,64342,68902,73793,85583,93041,101698,105636,112083
27,Number of Rooms: 2,WA,112295,113393,107803,110081,107399,116009,111411,128063,128738,148470
28,Number of Rooms: 3,WA,274945,270616,272101,277025,283037,277686,291825,290856,303803,310075
29,Number of Rooms: 4,WA,473982,481481,477404,471861,476587,474809,486008,511106,505876,493765
30,Number of Rooms: 5,WA,519252,515486,528208,529488,534355,513203,513193,514159,524848,544759
31,Number of Rooms: 6,WA,471513,476725,486767,479612,484817,491644,485532,507600,502229,515390
32,Number of Rooms: 7,WA,353771,366490,365095,362891,365550,364181,370302,374975,377316,373009
33,Number of Rooms: 8,WA,264258,260873,267655,260945,260351,277770,283798,277188,285692,291478
34,Number of Rooms: 9+,WA,351347,353082,345400,367495,377404,390699,390692,397618,413946,406069
35,Owner-Occupied,WA,4329618,4319056,4353054,4337867,4401396,4525688,4625490,4755185,4842726,4927642
36,Renter-Occupied,WA,2275503,2365864,2402547,2492276,2519167,2503669,2519920,2507568,2549680,2539431
37,Total Housing Units,WA,2888594,2907605,2914775,2928300,2963293,2991584,3025802,3103263,3148084,3195098
38,Total Population,WA,6744496,6830038,6897012,6971406,7061530,7170351,7288000,7405743,7535591,7614893
39,Units in Structure: 1 ATTACHED,WA,103031,103517,105931,111034,104961,114080,115387,123045,125282,129382
40,Units in Structure: 1 DETACHED,WA,1836125,1841873,1843062,1842634,1880649,1900166,1924093,1961610,1981330,1984984
41,Units in Structure: 10-19,WA,149996,145161,147156,152322,151638,153411,153765,158679,157813,160802
42,Units in Structure: 2,WA,73162,80955,79080,75567,81520,73437,71759,70732,73874,71700
43,Units in Structure: 20-49,WA,119520,125928,129284,124444,121280,134521,132868,145738,137027,149509
44,Units in Structure: 3-4,WA,108724,110712,106557,112384,111433,104768,107796,113819,110271,112448
45,Units in Structure: 5-9,WA,142348,139431,142726,133409,142376,138234,140051,137439,139855,152584
46,Units in Structure: 50+,WA,146299,152365,149749,158098,164848,169676,185141,196342,218002,230637
47,"Units in Structure: Boat,RV,Van,Etc.",WA,5244,5726,5793,6352,4417,6336,6412,7189,7511,6582
48,Units in Structure: Mobile Home,WA,204145,201937,205437,212056,200171,196955,188530,188670,197119,196470
49,Year Built: 1940-1949,WA,149009,149853,150772,140383,148614,142575,151699,151304,148864,149389
50,Year Built: 1950-1959,WA,226859,229504,227726,233245,233352,235112,233837,233772,230652,226613
51,Year Built: 1960-1969,WA,283241,289510,295208,274037,293289,281864,288798,295857,287271,302236
52,Year Built: 1970-1979,WA,515684,488521,499952,494059,503425,478798,481600,487832,489982,507054
53,Year Built: 1980-1989,WA,406066,401508,410910,387708,399094,406241,404379,402702,407612,410050
54,Year Built: 1990-1999,WA,501981,491696,490587,521388,510852,515171,512682,519528,527698,524849
55,Year Built: 2000-2009,WA,269953,278953,498190,497748,475290,491549,460508,474117,475095,462965
56,Year Built: 2010-2013,WA,218449,257692,33531,54236,86357,98968,110614,107774,119229,105221
57,Year Built: 2014 or later,WA,,,,,,22322.0,64027.0,106069.0,149096.0,197626.0
58,Year Built: before 1940,WA,317352,320368,307899,325496,313020,318984,317658,324308,312585,309095
