,State,Year,Total Housing Units,House Heating Fuel: Gas,House Heating Fuel: Propane,House Heating Fuel: Electric,House Heating Fuel: Fuel Oil,House Heating Fuel: Wood,Year Built: 2010-2013,Year Built: 2000-2009,Year Built: 1990-1999,Year Built: 1980-1989,Year Built: 1970-1979,Year Built: 1960-1969,Year Built: 1950-1959,Year Built: 1940-1949,Year Built: before 1940,Units in Structure: 1 DETACHED,Units in Structure: 1 ATTACHED,Units in Structure: 2,Units in Structure: 3-4,Units in Structure: 5-9,Units in Structure: 10-19,Units in Structure: 20-49,Units in Structure: 50+,Units in Structure: Mobile Home,"Units in Structure: Boat,RV,Van,Etc.",Number of Rooms: 1,Number of Rooms: 2,Number of Rooms: 3,Number of Rooms: 4,Number of Rooms: 5,Number of Rooms: 6,Number of Rooms: 7,Number of Rooms: 8,Number of Rooms: 9+,Median Number of Rooms,Owner-Occupied,Renter-Occupied,Avg household size of owner-occupied unit,Avg household size of renter-occupied unit,Household Income: Total:,"Household Income: Less than $10,000","Household Income: $10,000 to $14,999","Household Income: $15,000 to $19,999","Household Income: $20,000 to $24,999","Household Income: $25,000 to $29,999","Household Income: $30,000 to $34,999","Household Income: $35,000 to $39,999","Household Income: $40,000 to $44,999","Household Income: $45,000 to $49,999","Household Income: $50,000 to $59,999","Household Income: $60,000 to $74,999","Household Income: $75,000 to $99,999","Household Income: $100,000 to $124,999","Household Income: $125,000 to $149,999","Household Income: $150,000 to $199,999","Household Income: $200,000 or more",Median Household Income,Total Population,Year Built: 2014 or later
19,Texas,2018,10769900,3441092,288258,5721557,9643,32892,549114,2155115,1654382,1760363,1681799,985405,862939,369347,390718,7019127,280670,203929,345940,515395,679352,388909,541370,777687,17521,214511,338570,1117227,1773287,2267016,1949979,1231305,831519,1046486,5.4,17683785,9601665,2.99,2.64,9553046,609111,415778,431000,454863,460236,456584,419784,431876,372502,753148,942058,1168213,839610,552446,588275,657562,59570.0,27885195,360718.0
21,Utah,2018,1066131,795041,20575,121405,1144,11682,49009,220519,188894,133827,175673,75780,74929,37818,76136,730355,66287,31105,46264,36892,46230,35396,35971,36942,689,17900,23053,68735,144790,157895,139450,127493,121475,265340,6.4,2174629,824044,3.25,2.85,957619,40085,29541,30491,34642,38599,38728,40549,42498,38587,80778,112915,145363,104396,64513,61120,54814,68374.0,3045350,33546.0
20,Vermont,2018,333013,46095,42112,12957,110704,41660,6488,37253,36594,52271,51572,29034,20519,10867,85251,221521,13428,19162,20777,15575,6333,7927,5306,22870,114,12786,12199,28325,49978,60039,58138,41080,30843,39625,5.6,442088,157514,2.41,2.07,259589,12826,13380,12180,12483,11650,12759,11179,11121,10707,21360,27568,36469,24831,14831,13362,12883,60076.0,624977,3164.0
22,Virginia,2018,3491091,1040445,137923,1701691,148684,75241,108297,538583,559372,572327,551106,372495,312156,157168,261767,2152581,384635,57496,97136,162443,198479,69036,187874,180297,1114,52067,65219,237598,494532,607784,579910,450180,376106,627695,6.0,5522835,2646746,2.67,2.5,3128415,165334,114411,113351,118126,120742,120540,116458,124993,111844,223854,299458,404293,307236,217713,255538,314524,71564.0,8413774,57820.0
23,Washington,2018,3064381,966000,85913,1554638,51172,112652,105254,482692,521731,405909,490200,289560,234272,148019,318322,1941657,117550,74499,109737,138938,155476,136073,188005,195923,6523,92915,118915,290148,492458,523273,496482,373264,279750,397176,5.5,4652472,2499304,2.65,2.39,2800423,144695,95789,99129,104429,107027,112120,110303,115143,105170,210273,286122,381845,281885,196331,215941,234221,70116.0,7294336,68422.0
24,West Virginia,2018,890715,299822,35456,324349,20793,44275,17913,106492,120741,109665,144730,82128,94268,67051,140911,629123,20041,17663,24893,25930,15360,9988,12851,134340,526,17637,12567,48652,132893,198695,181324,124153,80953,93841,5.7,1325528,455507,2.47,2.29,734676,65896,45760,48995,48193,43670,41840,37184,36317,32269,59234,72500,80561,50327,28448,23866,19616,44921.0,1829054,6816.0
25,Wisconsin,2018,2681232,1531588,263840,369965,50539,90150,49773,341400,372967,266845,394062,261113,293236,149246,523371,1785339,113291,172688,99630,132237,91675,102024,90624,93043,681,50768,63663,224895,434151,537428,475176,335027,237554,322570,5.6,3953652,1678088,2.52,2.17,2343129,115992,106603,108024,113641,112435,115627,108363,112278,99091,193488,253997,326010,219125,133762,121032,103661,59209.0,5778394,29219.0
26,Wyoming,2018,274985,138783,22874,51481,715,12662,10685,43974,31913,40152,54286,21346,24589,12760,30927,181492,12225,6051,12334,9093,7147,6356,2436,37425,426,4605,6870,21219,44342,52291,44787,32629,26757,41485,5.7,406435,161204,2.54,2.29,230630,11430,9144,10648,10752,10248,11108,10279,10395,9521,18047,24249,33077,24261,15233,12723,9515,62268.0,581836,4353.0
52,US,2018,137947451,57597267,5701542,46177329,5895870,2283532,3493485,19633526,19260963,18684622,21251889,14840030,14307499,6890026,17440740,85125472,8151209,4992018,6021669,6537341,6127425,4963815,7391090,8517631,119781,3112963,3649609,12461458,22724219,27636987,24568337,16583843,11780476,15429559,288.3,208667909,109492208,137.88999999999996,125.24000000000001,120935203,7917450,5650451,5610954,5755344,5637788,5626573,5248618,5323160,4694365,9201772,11828929,14983827,10623297,6943175,7523407,8366093,58848.0,326289971,2144671.0
0,Alabama,2019,2255026,508701,110006,1219270,2694,17884,84275,356209,407653,330305,367519,253386,191863,90591,116692,1546209,35703,45348,65857,96578,73474,41713,48574,298781,2789,30558,27155,126829,324792,511314,467735,312530,203474,250639,5.7,3344996,1413477,2.6,2.42,1867893,157643,110545,111444,103556,96082,98775,87290,85886,74277,149177,177008,219020,147137,87049,86926,76078,50536.0,4876250,56533.0
1,Alaska,2019,316901,122179,4568,32455,74656,14055,9138,51541,44281,80817,74251,26563,15193,4628,5021,199139,23428,17530,22798,14828,8828,9967,4742,15080,561,19408,23396,39694,61987,57190,42399,27857,20468,24502,4.7,474291,235683,2.91,2.61,253346,10346,7294,8277,8110,8163,9315,8579,9041,8697,17779,26871,35417,29359,19909,24280,21909,77640.0,737068,5468.0
2,Arizona,2019,3003286,841729,71436,1559585,2241,50068,88108,720492,602175,531516,502087,221593,162996,43348,44615,1920964,144490,38384,101631,122068,137533,76597,136221,314042,11356,80289,113320,299801,512253,643382,550979,353282,227198,222782,5.3,4467384,2424791,2.7,2.65,2571268,164533,101661,114050,121789,119219,125548,119439,119201,109130,211504,265656,331692,224260,143662,148192,151732,58945.0,7050299,86356.0
3,Arkansas,2019,1370281,442718,79643,587036,1072,40991,54727,225325,244113,204959,247863,141666,95087,50049,65358,955714,21735,41895,45551,49000,51599,18992,18697,165147,1951,29342,25740,93056,224213,341658,279353,166769,99251,110899,5.4,1948910,966109,2.57,2.42,1158071,90121,69997,70570,71413,67029,67177,59407,57376,51198,96374,112903,129299,82758,47954,43266,41229,47597.0,2999370,41134.0
4,California,2019,14175976,8364730,422508,3470566,31508,198102,245999,1581294,1547774,2132529,2490898,1893121,1903089,842579,1295410,8185405,998444,342007,779145,857546,736195,702174,1038764,521135,15161,558227,584548,1676903,2736521,2780044,2411995,1490914,984809,952015,5.1,21507205,16955030,3.01,2.88,13044266,628526,534197,472128,503776,478612,500633,463380,467261,432570,864047,1158771,1620466,1264447,904574,1164827,1586051,75235.0,39283497,243283.0
5,Colorado,2019,2386475,1485834,101848,491442,2088,37721,74441,417612,398352,342285,436907,204285,178386,62375,183722,1494688,167440,38121,77637,109662,137215,128403,135285,96234,1790,53829,93212,239416,366923,366761,351262,269654,232859,412559,5.7,3707722,1782966,2.65,2.39,2148994,102212,69727,70960,79368,77171,85230,85331,84969,79183,160762,213806,297180,224174,153853,176634,188434,72331.0,5610349,88110.0
8,Connecticut,2019,1516629,487610,58705,227068,556309,25021,21126,103075,116028,188655,203700,204879,224393,103008,334845,893531,81832,124082,130863,82695,57281,52638,81455,11826,426,31945,43591,136820,231873,278915,268321,193700,144168,187296,5.6,2399903,1061987,2.65,2.28,1370746,68150,48364,46483,51159,47475,47511,47948,47775,46603,89870,117606,171667,135477,101796,129559,173303,78444.0,3575074,16920.0
6,Delaware,2019,433195,154829,36772,122146,41550,3525,17824,79481,66860,57734,50861,44266,44309,19659,35886,255555,67696,6660,9199,16216,22661,8073,12592,34266,277,4766,4183,23923,51517,68804,84690,71266,55253,68793,6.2,671895,260385,2.6,2.49,363322,19136,12812,12444,14882,14598,16498,14747,14089,14353,27378,37071,52342,35907,24133,27359,25573,68287.0,957248,16315.0
7,District of Columbia,2019,315176,148954,2929,122592,3747,16,10958,25638,10291,13798,22302,35971,39794,36745,107563,37572,76019,10114,22190,22096,31615,24156,90986,324,104,24131,30617,67006,57464,35624,30745,23318,17752,28519,4.1,290425,363139,2.45,2.19,284386,24456,12304,9470,7695,9001,7840,7232,7182,7492,14435,20259,30240,26622,20085,28096,51977,86420.0,692683,12116.0
9,Florida,2019,9448159,356263,67838,7133334,10558,11652,250801,1822074,1609758,1909980,1663474,846886,661948,190916,199169,5131695,585767,197714,371122,471884,543690,545591,747689,840074,12933,184852,228913,948777,2017169,2145314,1693009,1001222,629485,599418,5.1,13309901,7160120,2.63,2.67,7736311,501668,336220,373897,395566,389849,403533,374840,369767,333959,636409,780637,956629,630460,383876,406699,462302,55660.0,20901636,293153.0
10,Georgia,2019,4283477,1470107,173467,2061220,6195,28360,121213,915638,889061,720413,589999,370748,258328,114543,177848,2839085,166878,93871,124718,199287,200320,113906,156910,384876,3626,60886,64950,262632,606729,853183,808751,576428,423707,626211,5.9,6536753,3606492,2.75,2.61,3758798,256027,167485,174868,180334,178396,181342,165233,165385,154356,289741,375873,473216,325385,208013,219647,243497,58700.0,10403847,125686.0
12,Hawaii,2019,542674,10197,6085,138016,231,1220,15208,70995,74756,82129,124724,79782,46960,19242,18564,289338,48511,11557,21784,35468,28095,28866,77587,1218,250,31899,41634,74697,109528,108167,76035,41830,27448,31436,4.6,844790,533706,3.12,2.82,459424,23833,12787,13409,13649,13672,15930,14488,16759,13915,30521,43068,64715,51859,37678,45592,47549,81275.0,1422094,10314.0
11,Idaho,2019,723594,325033,31469,212770,8975,43657,25741,150036,131612,77231,128788,45507,45147,28092,60406,529798,22202,16186,32253,19894,15307,12915,14443,59125,1471,13544,17150,46187,106721,142362,123529,89936,71366,112799,5.8,1206774,480820,2.74,2.54,630008,35930,27455,30236,31435,30350,34295,31412,30467,28208,56425,71145,81513,55916,30920,28976,25325,55785.0,1717750,31034.0
13,Illinois,2019,5360315,3755974,197716,806394,6967,21120,75804,588988,591704,480266,779913,621810,677437,334908,1148219,3151088,308624,302638,343908,342476,203042,195335,380314,131275,1615,143213,127160,437540,842008,1050319,946607,646856,483862,682750,5.6,8614411,3858983,2.69,2.35,4846134,302966,185043,202275,214860,199555,205949,193652,196109,173996,350877,458466,622330,464761,313318,360394,401583,65886.0,12770631,61266.0
14,Indiana,2019,2886548,1536446,182734,758925,16780,51003,69221,352006,424129,288714,401035,313711,316839,165969,494645,2102128,108079,72127,100890,137036,101671,61015,65279,137562,761,39269,46257,188703,404828,600261,558522,390968,278338,379402,5.8,4636305,1840259,2.61,2.32,2570419,156214,110585,124421,128386,127126,136263,123768,124246,110151,217387,272913,343893,225581,134083,126397,109005,56303.0,6665703,60279.0
15,Iowa,2019,1397087,773895,163738,288422,6167,16550,41232,156213,148830,103734,200790,142094,139126,71086,358273,1020961,56782,32429,47504,51046,55449,50862,30381,51173,500,20890,31145,104840,206989,244511,237374,183997,146498,220843,5.9,2248650,792297,2.5,2.16,1265473,66420,52441,57678,57736,56912,62253,55532,59799,53574,105150,137854,181100,122120,71996,66951,57957,60523.0,3139508,35709.0
16,Kansas,2019,1273297,737965,86139,278171,1685,17516,31544,142669,165642,146246,189533,129305,161271,71329,209487,923671,58177,32197,46062,49126,47010,32220,28107,55937,790,26007,26567,90014,174566,226576,219314,171104,133052,206097,5.9,1963700,866728,2.62,2.27,1129227,62968,46693,50380,51267,53203,56487,53697,53159,48298,91858,120111,150834,104341,62508,64078,59345,59597.0,2910652,26271.0
17,Kentucky,2019,1983949,643177,106962,908085,14112,46361,56969,292243,337891,249028,325584,214879,181255,87493,194127,1335881,49961,59117,85730,89234,67136,29937,31338,234488,1127,27920,32554,138286,324949,442654,367348,247660,168676,233902,5.6,2977641,1339523,2.55,2.36,1734618,144526,100269,97230,95205,89829,92381,84457,81588,72837,137816,169846,209367,135761,81095,74722,67689,50589.0,4449052,44480.0
18,Louisiana,2019,2059918,581402,35017,1105093,755,8908,80968,301688,263250,301197,376822,258986,194961,87231,137443,1345661,54966,85751,84100,64725,58694,39765,53782,269613,2861,28873,40557,157822,350499,519431,403532,244958,155394,158852,5.4,3054421,1480878,2.68,2.48,1739497,166483,103200,106363,103171,93703,87332,76659,73122,66797,128090,152180,194770,133916,85313,87590,80808,49469.0,4664362,57372.0
19,Maine,2019,742788,42107,60299,38999,344425,59761,16631,96460,90372,106448,102858,51972,53510,34488,179114,522734,16776,36025,41077,27830,11077,14445,11254,61283,287,20526,27187,67987,124781,150575,132016,88837,58485,72394,5.4,984985,314028,2.43,2.02,559921,31711,28699,28483,27249,26382,27308,26099,24487,23373,44303,59609,77015,51186,29769,28469,25779,57918.0,1335492,10935.0
20,Maryland,2019,2448422,967736,76318,919105,186662,26907,63691,279681,350846,375804,344848,282699,279310,128476,287694,1258766,522088,35893,54509,120457,198427,54958,167948,34608,768,40754,50716,180126,317339,342708,407526,332071,279001,498181,6.2,4054204,1824052,2.75,2.5,2205204,102029,60227,64542,64054,67888,73743,70047,72149,69046,143814,194629,291868,240990,178046,232469,279663,84805.0,6018848,55373.0
21,Massachusetts,2019,2897259,1355613,88827,421586,678224,34390,48713,205435,221821,312792,337482,295760,328360,158630,942349,1509059,154822,285563,309832,167945,124931,126181,194516,23553,857,74602,95001,292378,458988,518927,500734,352068,265348,339213,5.5,4389628,2212290,2.69,2.25,2617497,136512,110420,96506,91136,85186,89940,83254,81871,77635,154823,216290,315954,264127,202015,266881,344947,81215.0,6850553,45917.0
22,Michigan,2019,4596198,3006749,326681,385768,42597,116756,57274,451118,604882,455280,708543,545317,685448,349293,679604,3317356,210458,107000,119521,194917,163101,96686,143672,242393,1094,68518,89629,334712,637974,925662,903564,603671,435312,597156,5.8,7181792,2555155,2.56,2.26,3935041,260286,172478,185162,194498,186969,200004,183705,182263,165181,318032,400856,501245,341670,215251,220864,206577,57144.0,9965265,59439.0
23,Minnesota,2019,2438203,1441609,231739,385813,37587,46077,59000,343009,329537,311946,362388,231534,240807,107980,394882,1634258,178093,52211,50464,54324,82379,125530,179889,80243,812,50234,72363,217029,336677,352083,358271,309151,267378,475017,6.0,4073435,1358001,2.6,2.19,2185603,92223,79830,77384,84403,81125,87824,86393,88229,83583,161934,221706,310757,231051,157848,171252,170061,71306.0,5563378,57120.0
24,Mississippi,2019,1322808,330912,125577,626633,2570,13601,44733,224324,230425,194772,244013,151902,97457,43638,60247,913400,15475,31946,40081,58207,32184,15392,14651,199746,1726,20140,19526,77304,203225,335060,272443,174257,106310,114543,5.5,1979136,910309,2.63,2.59,1104394,108432,73890,73587,66787,62696,59888,53527,52619,47553,84313,101588,127242,75430,43818,40279,32745,45081.0,2984418,31297.0
25,Missouri,2019,2790397,1219002,211908,878514,5013,83147,70041,371980,401881,337877,432246,317129,282073,133533,388864,1957242,94545,92848,130001,109182,96435,60236,74610,172734,2564,48104,59031,206177,428164,594233,519510,343493,251158,340527,5.6,4121022,1808976,2.56,2.25,2414521,150701,112047,120062,124807,119356,126801,117193,115912,105656,196616,249816,307416,204926,124348,122841,116023,55461.0,6104910,54773.0
26,Montana,2019,510180,226671,53721,104960,3979,32255,17627,76175,69162,57462,90432,43587,47344,23658,70090,352866,19447,14888,22183,14305,11783,10194,9387,54273,854,15972,17083,45293,85819,94925,78134,57355,44781,70818,5.5,724948,296824,2.49,2.18,427871,25711,21685,20441,23007,21875,22999,20764,20493,18553,35979,45283,54903,36341,21169,20636,18032,54970.0,1050649,14643.0
27,Nebraska,2019,837476,449173,55995,233701,2885,8956,24368,96315,97642,78492,134117,92694,80014,39671,172435,606769,32834,16288,22570,33961,38435,32061,26464,27768,326,13598,22800,67628,115054,133064,132323,109743,89651,153615,6.0,1298244,564598,2.59,2.19,759176,39144,30047,32220,34738,33673,36935,35807,34505,32680,61558,82149,107505,73478,44145,43022,37570,61439.0,1914571,21728.0
28,Nevada,2019,1250893,646148,28200,388813,6500,14900,41187,342976,338791,190544,160607,73117,35276,13771,13928,747638,57111,16521,79278,99239,68174,37526,77518,66116,1772,40596,46339,132633,222457,262555,223073,137120,91418,94702,5.2,1684143,1250469,2.72,2.61,1098602,65910,40762,45600,50742,49458,53846,52379,51123,47287,88952,116859,150094,102076,61233,63444,58837,60365.0,2972382,40696.0
29,New Hampshire,2019,634726,110044,86353,49776,233035,37945,12341,76190,65986,125359,94095,54442,44916,23015,128355,404402,33986,33966,35042,30429,19419,28877,13300,35051,254,12143,17724,55480,104162,116034,111302,81592,60456,75833,5.6,979539,326635,2.59,2.12,532037,20057,15842,18218,19238,18967,21094,18255,19242,18579,37813,52853,74918,59506,39880,48523,49052,76768.0,1348124,10027.0
30,New Jersey,2019,3616614,2426524,65023,421548,271250,12570,62059,327071,345630,424716,458052,483534,534259,262063,661992,1933637,347652,329746,227397,171366,176064,144486,251277,34238,751,87847,82325,366317,555737,598530,573409,448964,375570,527915,5.7,5772165,2922768,2.8,2.5,3231874,159611,102172,112502,116888,107536,114092,105199,102014,95643,197809,274061,392216,327452,243646,327756,453277,82545.0,8878503,57238.0
31,New Mexico,2019,937920,501180,56369,154557,1139,52392,24110,143253,165460,160467,164321,93740,89627,38282,41511,601870,31942,17638,35514,27479,21964,16864,22429,160303,1917,25605,24181,73510,165190,226873,181200,112202,64989,64170,5.3,1414796,634717,2.68,2.52,780249,67214,43808,45991,46498,42069,42060,36087,34941,33085,61907,74123,89860,60219,35207,35515,31665,49754.0,2092454,17149.0
32,New York,2019,8322722,4345992,295680,868765,1521756,126612,129774,521540,514763,628022,825965,1039518,1221584,678200,2670180,3485263,420388,852305,583635,433678,346185,682196,1324838,191403,2831,354072,324425,1250090,1542053,1352903,1232584,841257,623810,801528,5.0,10836434,8163594,2.74,2.41,7343234,482798,353153,316815,304302,286302,293444,265785,269209,241128,485128,631347,879510,672336,478047,595454,788476,68486.0,19572319,93176.0
33,North Carolina,2019,4627089,966355,273316,2515111,118907,66235,181036,898711,918946,712487,631869,410259,320285,160992,238758,3012702,191312,93445,126772,196157,194275,120765,94003,594578,3080,73025,78327,327797,778160,1050946,850549,560818,382271,525196,5.5,6636212,3351744,2.57,2.43,3965482,254358,199334,202696,204104,201828,206903,193189,190041,168064,321648,391986,492974,323296,196893,203651,214517,54602.0,10264876,153746.0
34,North Dakota,2019,373063,130082,42787,128602,7822,1467,28500,44149,38594,41987,64728,33338,32441,16259,48054,213311,20851,7909,13727,14483,20458,37591,18103,26478,152,9144,12379,38150,62861,58751,50328,40278,35443,65729,5.6,492443,239060,2.48,1.99,318322,18029,12816,13010,12726,13238,14194,12857,13088,12703,25049,31893,45640,32611,21804,20038,18626,64894.0,756717,25013.0
35,Ohio,2019,5202304,3063710,248200,1119554,99341,83025,82036,496019,616264,468478,741862,627554,732150,318690,1045218,3571263,236841,218611,231556,247220,203617,111473,185887,194322,1514,72673,89128,357951,702155,988886,1023171,736415,532937,698988,5.9,7806249,3534023,2.53,2.23,4676358,317484,213701,227218,234612,221993,238564,213763,215097,197049,375725,478901,606166,405614,252538,248669,229264,56602.0,11655397,74033.0
36,Oklahoma,2019,1731632,762526,97988,578291,2955,24185,68282,235088,204107,252824,323096,198020,177326,89530,132933,1260788,34181,31954,46650,67391,58760,30607,36289,162102,2910,32946,34497,124424,270610,436045,357457,211863,125921,137869,5.4,2553792,1269013,2.63,2.49,1480061,101679,76040,78425,79631,78012,78656,73603,72019,63757,120930,153401,184335,119057,68948,67706,63862,52919.0,3932870,50426.0
