,State,Year,Total Housing Units,House Heating Fuel: Gas,House Heating Fuel: Propane,House Heating Fuel: Electric,House Heating Fuel: Fuel Oil,House Heating Fuel: Wood,Year Built: 2010-2013,Year Built: 2000-2009,Year Built: 1990-1999,Year Built: 1980-1989,Year Built: 1970-1979,Year Built: 1960-1969,Year Built: 1950-1959,Year Built: 1940-1949,Year Built: before 1940,Units in Structure: 1 DETACHED,Units in Structure: 1 ATTACHED,Units in Structure: 2,Units in Structure: 3-4,Units in Structure: 5-9,Units in Structure: 10-19,Units in Structure: 20-49,Units in Structure: 50+,Units in Structure: Mobile Home,"Units in Structure: Boat,RV,Van,Etc.",Number of Rooms: 1,Number of Rooms: 2,Number of Rooms: 3,Number of Rooms: 4,Number of Rooms: 5,Number of Rooms: 6,Number of Rooms: 7,Number of Rooms: 8,Number of Rooms: 9+,Median Number of Rooms,Owner-Occupied,Renter-Occupied,Avg household size of owner-occupied unit,Avg household size of renter-occupied unit,Household Income: Total:,"Household Income: Less than $10,000","Household Income: $10,000 to $14,999","Household Income: $15,000 to $19,999","Household Income: $20,000 to $24,999","Household Income: $25,000 to $29,999","Household Income: $30,000 to $34,999","Household Income: $35,000 to $39,999","Household Income: $40,000 to $44,999","Household Income: $45,000 to $49,999","Household Income: $50,000 to $59,999","Household Income: $60,000 to $74,999","Household Income: $75,000 to $99,999","Household Income: $100,000 to $124,999","Household Income: $125,000 to $149,999","Household Income: $150,000 to $199,999","Household Income: $200,000 or more",Median Household Income,Total Population,Year Built: 2014 or later
45,Tennessee,2018,2992412,825532,88075,1627963,10401,38979,101791,471556,522758,426206,447871,307343,262034,126933,180923,2038944,99893,78505,100159,136971,110442,65275,83998,275046,3179,47267,54309,215191,472871,639363,562807,379547,263202,357855,5.6,4491983,2121435,2.61,2.41,2603140,186723,135643,143510,134076,132513,139633,132401,123990,105926,212194,265872,322410,212572,120758,115243,119676,52375.0,6770010,144997.0
46,Texas,2018,11101498,3472727,276111,5927999,8778,27474,547254,2070959,1674541,1761537,1691568,964745,872316,360057,382158,7203628,281543,208548,346725,550430,694291,412416,607593,777298,19026,232717,379817,1135407,1822492,2289725,2008650,1262609,864100,1105981,5.4,18231298,9870296,3.02,2.64,9776083,632765,416618,413164,468286,429986,463483,423227,422627,393871,764659,965677,1197757,883315,562096,632119,706433,60629.0,28701845,776363.0
48,Utah,2018,1108739,820514,20935,134529,1034,12921,51668,221032,190776,131468,177786,73201,77168,35107,75112,753337,72434,28981,45538,39772,47479,42650,42590,35294,664,21449,27558,75776,149028,162220,135961,129909,122722,284116,6.4,2289530,823466,3.25,2.79,998891,39247,27620,27765,34046,37955,38845,37980,42904,43265,78883,115948,153401,117578,71425,68509,63520,71414.0,3161105,75421.0
47,Vermont,2018,337133,47328,44423,14122,108961,40731,7114,35138,34720,51439,53737,27418,22208,11777,86035,225886,14799,18553,21053,14817,6388,8760,5414,21446,17,12695,11470,30306,47660,60184,59106,43474,29564,42674,5.6,451455,149135,2.39,2.05,261373,15364,12536,10652,11410,10330,12942,12530,11122,9003,23187,25316,38452,26920,14957,14117,12535,60782.0,626299,7547.0
49,Virginia,2018,3538985,1054657,131055,1757556,139770,66813,112030,510565,561857,579703,554875,376196,299135,156507,262790,2161105,386634,58522,97495,166304,197466,80379,205641,184169,1270,53258,73232,252211,502918,614876,579110,458349,370022,635009,6.0,5593738,2679390,2.67,2.48,3175524,166161,115412,114457,121666,117078,119690,115397,124891,117099,215019,302261,406431,308544,222485,267953,340980,72577.0,8517685,125327.0
50,Washington,2018,3148084,1002191,90813,1617610,46311,108328,119229,475095,527698,407612,489982,287271,230652,148864,312585,1981330,125282,73874,110271,139855,157813,137027,218002,197119,7511,105636,128738,303803,505876,524848,502229,377316,285692,413946,5.5,4842726,2549680,2.66,2.37,2895575,134537,87576,94801,104171,98670,106507,111311,115731,104777,207383,298579,390219,306373,205508,247929,281503,74073.0,7535591,149096.0
51,West Virginia,2018,893742,295605,34254,332682,22321,39801,17562,100188,124381,114807,146537,79724,96550,66084,133844,633400,18855,17514,25458,25919,15698,9605,13255,133459,579,11538,11097,47099,130591,205294,184949,123797,87999,91378,5.7,1302855,455061,2.45,2.25,734703,66891,46072,49729,48260,43092,44204,40921,34440,32177,56557,72132,72450,55793,27394,23453,21138,44097.0,1805832,14065.0
24,Wisconsin,2018,2710718,1565341,276217,369997,44391,79848,56445,329317,380039,264690,394740,260431,286913,143560,529171,1804076,111506,171108,96568,136704,93149,103325,100185,93296,801,55776,63303,222469,436226,539819,479644,339261,246613,327607,5.6,3998852,1669980,2.51,2.14,2371960,118890,104567,93784,115125,108320,116722,110209,108686,100963,190119,267222,328085,229061,140465,127171,112571,60773.0,5813568,65412.0
25,Wyoming,2018,278615,141898,22466,51421,534,10778,13117,41734,31556,42721,50739,20403,24386,13681,31281,183007,12357,7304,12632,8817,7769,7161,3271,35891,406,4419,6651,21099,48972,48300,42977,35671,27481,43045,5.7,411209,152321,2.54,2.23,230252,12176,7762,11095,10441,10415,12385,10571,8790,10640,16797,25209,31893,23509,13801,13524,11244,61584.0,577737,8997.0
52,US,2018,140092967,58108876,5795395,47793160,5599462,2074204,3730698,18918155,19381863,18772615,21345746,14852572,14249875,6730304,17321325,86084864,8288043,4968407,6036905,6621130,6224773,5172987,8054449,8509230,132179,3315990,3946373,12763790,22907422,27554670,24823835,16749951,12023417,16007519,288.40000000000003,212794327,109441198,138.16,123.45000000000002,122699817,7915688,5411519,5363719,5796244,5298637,5627707,5208566,5224103,4742356,9118857,12092752,15299240,11152373,7114460,8041485,9292111,59760.5,330362592,4789814.0
16,Alabama,2019,2284922,502880,106166,1260266,2384,16377,81097,335657,400393,351944,371378,248353,185539,87497,115745,1557624,39749,40094,70458,97787,76626,42263,56129,300680,3512,30360,28690,127809,331202,512068,465237,315028,209788,264740,5.7,3392203,1394357,2.6,2.35,1897576,154558,103653,108500,98706,90916,105146,85014,87118,82323,148795,188341,212632,161984,92752,95243,81895,51734.0,4903185,107319.0
17,Alaska,2019,319867,122448,4879,30611,77795,12171,8365,47512,43463,80180,75265,25813,16218,5068,5489,200974,23055,17751,22945,15015,9482,12294,4379,13323,649,23793,22519,37131,59530,60746,42166,27487,20115,26380,4.8,474085,230787,2.9,2.6,252199,10352,8180,8764,7831,7347,10176,8810,9605,8667,18375,27342,33863,25987,19917,23597,23386,75463.0,731545,12494.0
18,Arizona,2019,3076048,877561,75036,1614900,2905,50942,89419,698129,607991,535830,509584,224767,163102,40504,43218,1947693,146661,41549,105392,122556,135998,81520,165325,317116,12238,83731,117603,300991,518057,653040,576090,351270,238240,237026,5.3,4718504,2398320,2.71,2.59,2670441,157050,93592,101729,118356,108343,120412,123273,124713,116654,217906,283766,354816,249165,159770,165735,175161,62055.0,7278717,163504.0
19,Arkansas,2019,1389159,450216,78170,588621,638,39897,53746,212641,246852,206402,241731,141416,95895,51294,65488,968020,20674,43794,48582,48544,53218,19858,20876,163623,1970,29080,28161,94540,225823,339378,277268,177359,105279,112271,5.4,1971692,962101,2.59,2.39,1163647,83090,69710,69094,71367,66188,67952,55634,58995,49735,90584,122462,133504,86684,48314,45587,44747,48952.0,3017804,73694.0
20,California,2019,14367012,8469893,426530,3497610,30373,181624,241416,1536326,1550276,2129811,2506006,1912547,1905907,831501,1298358,8206562,982710,342815,789366,876097,749775,733897,1130664,537931,17195,576699,610732,1781431,2794166,2778442,2407796,1473852,989529,954365,5.0,21766552,16919150,3.02,2.85,13157873,601685,490306,408350,462991,433367,464508,441513,451639,413466,832613,1183466,1645318,1344893,939786,1241231,1802741,80440.0,39512223,454864.0
21,Colorado,2019,2464109,1529865,107982,526565,1837,35043,76050,404227,406261,342819,440868,204102,185329,57104,181415,1537618,176843,35327,79049,114135,137535,133933,150185,97976,1508,51194,106327,257122,370581,378477,355575,275638,231507,437688,5.7,3868591,1771004,2.63,2.32,2235103,102245,65394,59304,80145,68908,81515,80154,77589,78031,158282,232780,308250,241879,168327,203081,229219,77127.0,5758736,165934.0
14,Connecticut,2019,1524959,500471,66974,237614,535420,22304,22093,99013,116093,190350,210328,197072,228841,98241,328694,889358,83539,120980,134603,82042,59136,52969,91102,10931,299,30639,49331,146225,231825,278858,262749,192434,141935,190963,5.6,2374957,1079463,2.65,2.24,1377166,73356,48946,44499,55066,46692,46754,45915,47778,42806,85657,122867,168812,134437,99870,131551,182160,78833.0,3565287,34234.0
22,Delaware,2019,443764,159659,38075,132078,38189,3032,17128,70457,67040,56985,48917,46464,48728,17620,39751,262349,67308,7036,10098,19347,20483,9106,14741,33258,38,4975,3894,29615,56040,66028,86988,67677,56825,71722,6.2,680691,268178,2.57,2.4,376239,20337,13603,12283,14267,13046,14091,14243,14762,15879,27317,41589,51204,35948,28073,31851,27746,70176.0,973764,30674.0
23,District of Columbia,2019,322814,148736,3304,128752,2931,0,12767,28399,13219,14972,18312,33632,38768,36517,105898,37010,77927,10687,21833,24129,32320,22747,95757,404,0,25752,35446,70913,57180,35162,27851,22478,19236,28796,4.0,307248,359643,2.54,2.11,291570,23471,9733,8681,5639,6895,6421,10168,5903,8744,15567,19767,32011,25923,21397,30966,60284,92266.0,705749,20330.0
15,Florida,2019,9674053,368160,65262,7284195,9295,11985,247860,1764689,1620372,1937197,1654016,851332,657118,191654,195632,5241393,596992,181427,368452,484184,553526,567254,810394,854599,15832,188732,263784,1004555,2018454,2155757,1742201,1035898,642610,622062,5.1,13961559,7086203,2.67,2.66,7905832,474053,319988,336106,379345,370142,387179,361111,376371,335811,651993,825173,1013871,679999,424429,440216,530045,59227.0,21477737,554183.0
1,Georgia,2019,4378350,1487548,173271,2141572,5442,23072,123490,871654,899407,714264,589562,373742,259666,115087,178881,2888722,182565,97166,118958,202566,204059,105073,182570,391950,4721,62930,76668,274848,616835,855735,810236,590175,447428,643495,5.9,6846395,3504188,2.77,2.54,3852714,237054,163741,166221,173428,169736,174416,160146,168658,148721,286625,417847,490823,345431,224841,243294,281732,61980.0,10617423,252597.0
3,Hawaii,2019,550328,9823,7151,157002,254,1227,15462,67001,73056,76798,134549,80752,44716,21095,17612,292193,45681,13224,21080,35710,26660,30718,83330,1658,74,32515,37862,79594,110072,103828,83119,42470,29159,31709,4.6,866928,506026,3.1,2.73,465299,23344,12238,12277,15179,12991,16607,12211,14811,13260,31700,46591,62750,54269,38537,47879,50655,83102.0,1415872,19287.0
2,Idaho,2019,751113,333883,33933,225718,9851,43627,26234,144715,133154,77169,126608,48990,43223,26088,64935,547391,24711,16451,32346,21536,15223,16428,12244,63048,1735,13148,17620,49273,113303,141976,122922,92635,76773,123463,5.8,1293968,462766,2.76,2.48,655859,27773,24498,30937,28519,29674,33553,29333,28390,28771,59944,75990,93083,62355,36160,34280,32599,60999.0,1787065,59997.0
0,Illinois,2019,5388210,3750774,205926,828297,7096,19263,74917,569942,598869,489496,802435,616680,652796,327574,1137000,3149162,313725,305868,341228,338789,199540,196466,410464,131171,1797,130968,131543,460043,843774,1046119,949775,645924,482273,697791,5.6,8657866,3717148,2.7,2.25,4866006,289515,178230,183540,206595,189948,197382,186475,197027,170536,338947,465073,622878,485409,335706,379693,439052,69187.0,12671821,118501.0
4,Indiana,2019,2921115,1552483,184697,772790,16238,44677,67608,333485,423063,292555,392048,313662,325594,163880,492832,2136742,111048,69639,97942,148108,103823,55846,65640,131535,792,39333,46350,194416,396412,599961,565616,402228,288935,387864,5.8,4743732,1798408,2.63,2.26,2597765,153355,104333,114209,130573,119781,134479,119809,126321,112198,225269,278719,335223,239586,142304,139536,122070,57603.0,6732219,116388.0
5,Iowa,2019,1418600,780476,165743,304965,4706,15032,40607,149280,152872,104516,199603,135956,140366,67643,361437,1024256,61775,31364,45405,52720,62432,53875,36833,49099,841,23599,32902,111509,205848,247479,244036,186522,144739,221966,5.9,2251547,806914,2.48,2.13,1287221,65503,52788,51996,55813,53262,64428,55396,64728,53469,106115,145070,181075,129838,73169,70712,63859,61691.0,3155070,66320.0
6,Kansas,2019,1288430,731882,91295,289950,2138,15390,32558,135764,164839,143696,195731,126445,157068,69233,211249,927854,62357,33773,46478,48484,45877,36499,28778,57763,567,24084,28820,89255,178065,215699,228998,174176,133913,215420,6.0,1987334,845434,2.63,2.21,1138329,57967,49134,47555,46910,45121,56401,52296,54980,44142,91195,128644,154883,109663,65709,66556,67173,62087.0,2913314,51847.0
7,Kentucky,2019,2006335,644977,108053,921242,12525,48551,56441,270350,333236,249863,320150,221059,185867,86873,199436,1347772,51886,59374,83300,93307,72310,33035,35584,228536,1231,31280,36225,151845,319336,441031,358829,252729,172967,242093,5.6,2998254,1336752,2.56,2.32,1748732,137394,96775,91258,97164,87632,87383,79311,82031,72412,138478,184006,217584,144784,79088,81644,71788,52295.0,4467673,83060.0
8,Louisiana,2019,2089824,579773,31301,1114041,316,7044,79414,300590,272221,296102,385076,248104,185727,87016,130884,1368361,52709,83877,83878,64778,59826,40457,57797,275521,2620,30380,43869,159917,356273,514930,402206,253438,159041,169770,5.4,3090064,1429873,2.67,2.45,1741076,175845,98971,97475,99805,88474,83914,70704,72587,63870,128702,155489,201402,140783,85631,90875,86549,51073.0,4648794,104690.0
9,Maine,2019,750964,44750,69241,48008,344869,53927,15917,87255,91374,112227,103261,48559,56811,35473,179613,528983,15369,36937,40410,28386,10380,17592,10765,61719,423,19966,27894,64137,127181,149873,136179,89016,58842,77876,5.4,984971,322035,2.38,2.02,573618,29156,26772,25944,28416,28655,26975,26704,26591,25016,46421,59465,78301,54158,29796,31446,29802,58924.0,1344212,20474.0
10,Maryland,2019,2470307,976786,78176,939646,176841,24667,57669,269754,350028,377237,331998,289250,284617,129318,276917,1265441,517506,36577,52225,120814,201758,55788,184029,35770,399,45133,55396,192337,321819,341505,398405,324853,278086,512773,6.2,4084603,1820578,2.74,2.46,2226767,107286,58002,57579,66120,68305,72323,64806,70000,65778,138120,201418,292625,250738,179658,230504,303505,86738.0,6045680,103519.0
11,Massachusetts,2019,2928818,1385815,98388,448883,646103,32105,47797,203499,216552,318347,354549,295244,326259,154436,924413,1517155,158499,273079,316292,169171,132109,127657,210310,23506,1040,68818,106345,310853,461025,514017,498977,356435,273394,338954,5.5,4418801,2227507,2.68,2.22,2650680,136022,103250,83554,89008,75702,85547,77658,78474,76630,149805,222834,317741,266628,213046,286667,388114,85843.0,6892503,87722.0
12,Michigan,2019,4629605,3031018,335186,403782,39166,105400,56123,447095,603050,447907,710427,553159,680118,334358,680726,3322812,214550,111862,122591,199926,162923,100243,146026,247267,1405,71760,88648,338070,650659,923471,902895,601081,439968,613053,5.8,7274469,2488889,2.56,2.21,3969880,244230,161953,164837,190565,190137,196909,182827,182058,163305,318380,418953,520933,349044,225347,233324,227078,59584.0,9986857,116642.0
13,Minnesota,2019,2477515,1471186,249094,385188,34406,44412,57849,316236,336658,313530,368617,229900,239172,108685,399850,1652155,180267,54232,50424,52167,82897,130970,194536,78941,926,52301,76480,228127,336344,350959,366768,314607,270474,481455,6.0,4187109,1321956,2.62,2.12,2222568,91789,75931,70351,75222,75431,83608,79199,87296,85383,161638,230171,322135,245492,165229,184474,189219,74593.0,5639632,107018.0
24,Mississippi,2019,1339047,317472,125039,638273,1503,13671,41008,214095,232591,197071,240990,154780,98051,39697,63742,920763,14605,33719,41298,65085,31199,17991,16054,196251,2082,23302,16357,77686,201444,324499,277958,180096,115127,122578,5.6,1977353,905414,2.67,2.52,1100229,102072,72195,74167,63780,64942,58033,55748,51897,43423,86214,105304,122825,72151,47726,44171,35581,45792.0,2976149,57022.0
25,Missouri,2019,2819334,1225703,222354,912838,5673,74529,67963,351713,400101,340534,432410,318573,276360,133774,396122,1980150,98119,94351,120940,107855,92882,65634,84300,170630,4473,55171,66761,206446,430806,584794,529372,348984,250989,346011,5.6,4200157,1762793,2.55,2.18,2458337,155827,111813,115140,122095,111981,121608,113730,116231,104380,198458,260646,318344,216220,135532,129949,126383,57409.0,6137428,101784.0
26,Montana,2019,519938,225502,59192,114538,3748,29920,18173,75610,67481,61035,92932,43517,44020,21602,69205,357191,19803,13546,27152,13032,13510,12408,10990,51580,726,14722,18660,45959,84977,97455,77872,58601,45217,76475,5.5,751163,288672,2.49,2.12,437651,23489,21550,21335,23022,18577,21148,20959,21917,20023,36769,44994,58858,39064,23818,23210,18918,57153.0,1068778,26363.0
27,Nebraska,2019,851167,456589,57234,235857,3126,8869,24058,92116,97168,78563,136911,91101,86572,38575,166162,618058,28316,17388,21648,36446,38649,32923,30608,26791,340,12498,22698,67968,118458,127737,136064,112647,92825,160272,6.1,1329705,553691,2.6,2.13,771444,37219,30395,26514,35113,30390,36654,32908,37925,31514,64039,86318,111438,75244,47119,47279,41375,63229.0,1934408,39941.0
28,Nevada,2019,1285681,664388,29867,413115,5404,14014,43718,326736,347597,184117,166799,75269,35677,15268,14008,762812,54563,18554,88436,95335,71777,38538,84215,69366,2085,40086,53027,141279,235127,267595,222131,139565,92041,94830,5.1,1779866,1262627,2.75,2.55,1143557,68825,45099,39946,50808,44720,48167,46762,51108,51006,90046,123473,159361,116598,64746,69365,73527,63276.0,3080156,76492.0
29,New Hampshire,2019,642298,115248,94024,53861,227725,34512,13897,73048,66484,125236,90720,49959,45325,22729,137025,400650,31288,34554,34732,34088,22681,33253,14628,36269,155,16616,18518,58603,106380,116367,112633,76353,59197,77631,5.5,997222,321416,2.6,2.04,541396,21229,16539,16216,19054,18377,18368,15983,22257,21203,39230,52252,76433,61021,40422,49858,52954,77933.0,1359711,17875.0
30,New Jersey,2019,3641854,2474295,71419,448114,241742,10368,61943,323354,347551,434094,460618,472383,527033,251000,658423,1933898,354386,313537,222902,173592,171485,152316,283446,35245,1047,100749,91818,370225,555508,593525,570030,454214,372912,532873,5.7,5771159,2930544,2.77,2.43,3286264,154374,95123,91608,113018,96889,112428,98003,104770,93426,202459,290552,401067,343771,250060,338989,499727,85751.0,8882190,105455.0
31,New Mexico,2019,948470,490135,49317,179609,1529,56217,25710,133869,165615,162221,166801,90571,93036,37104,45242,613704,33042,18284,34208,26208,21622,16268,24122,159462,1550,25410,28181,72494,166162,232033,171054,113924,69737,69475,5.3,1426098,627824,2.64,2.48,793420,65613,42519,41543,48909,41728,39967,32647,37765,28960,63845,79144,96945,60173,38540,39437,35685,51945.0,2096829,28301.0
32,New York,2019,8404205,4519999,319576,911445,1393560,114011,129945,501208,520816,624395,840302,1070864,1250256,667197,2613905,3478118,428146,848063,589060,432697,349173,709228,1377347,190184,2189,353543,365068,1268809,1570867,1321561,1241765,830632,625698,826262,5.0,10782814,8102134,2.71,2.34,7446812,497771,329325,288805,286239,261940,277219,246739,268533,242835,472300,658024,883154,709376,488838,634178,901536,72108.0,19453561,185317.0
33,North Carolina,2019,4748148,988773,265965,2600265,106305,57333,186894,863528,921849,705314,642764,411472,321276,158960,238858,3093122,197708,92360,128647,201868,199505,136126,115709,579642,3461,75783,87608,356447,800152,1043591,851875,568680,406291,557721,5.5,6839329,3367864,2.59,2.4,4046348,251158,187653,187757,200849,196035,194732,187488,195142,176142,317444,412432,513941,350665,207679,224461,242770,57341.0,10488084,297233.0
34,North Dakota,2019,379974,129531,44922,133513,6600,1116,29113,41167,37847,42162,65745,31296,33013,16747,48793,213007,20466,8409,13830,15456,20890,37342,23091,27036,447,8544,12480,41549,65893,55505,49114,42102,36097,68690,5.6,494996,242731,2.49,1.94,323519,17538,14453,11616,13643,13292,15401,12756,13584,12172,27485,32565,42595,35067,21819,18358,21175,64577.0,762062,34091.0
35,Ohio,2019,5232943,3075761,253741,1167397,96389,75416,81724,478360,621908,473490,741174,611358,726589,310238,1042050,3588535,240815,214296,229861,245830,197497,116360,206241,192006,1502,81287,93244,361153,714252,980672,996343,737510,544469,724013,5.9,7880021,3491793,2.52,2.17,4730340,299030,202612,212685,235628,217636,240209,207009,216696,188733,386396,503071,613563,423111,259854,269173,254934,58642.0,11689100,146052.0
