State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
NM,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,34105,23319,167092,683275,380900,444589,547860,795215,589221,449666,457227,293721,189392,368830,227373,346028,462216,264188
NM,Residential Total Volume (Mcf),36623156,35876737,35547865,35920873,34749985,33498925,31618926,34339026,33242436,30435140,33470714,33995759,32405336,35253141,34299189,32515327,36023811,32374493,33129886,32576723,29992896,34437785,42384498
NM,Residential Sales Volume (Mcf),36623014,35867067,35546247,35919957,34749756,33498925,31618912,34338941,33242217,30427770,33469749,33994691,32403061,35249711,34293212,32507405,36013557,32363835,33119370,32566629,29981985,34426135,42372555
NM,Residential Transported Volume (Mcf),142,9670,1618,916,229,0,14,85,219,7370,965,1068,2275,3430,5977,7922,10254,10658,10516,10094,10911,11650,11943
NM,Residential Sales Price (Dollars),5.47,5.25,5.5,6.04,7.98,7.05,8.64,9.56,11.06,13.03,11.53,11.91,10.21,9.61,9.12,8.18,8.78,9.98,9.51,8.96,9.82,9.15,8.98
NM,Residential Transported Price (Dollars),,,,,,,,,,,,3.17,2.73,2.73,2.7,3.23,3.25,3.46,3.43,3.44,3.61,3.62,3.6
NM,Residential Sales Revenue (Dollars),214875797,187329634,178779319,219164390,268261698,205440414,265938752,328658000,370460050,384571380,401409058,415876002,308752027,339602726,313282899,282457409,321309380,327969378,285682117,262278449,276516991,271462391,271307275
NM,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,3382,6549,9378,16015,22839,31135,33679,33213,32006,35951,39729,42356
NM,Residential Total Customers,443167,454065,473375,479894,485969,496576,498852,509119,530277,533971,547512,556905,560479,559852,570637,561713,572224,574578,578769,582888,586688,592775,594859
NM,Residential Sales Customers,443165,453916,473369,479891,485968,496576,498850,509117,530276,533959,547505,556893,560462,559825,570592,561652,572146,574496,578691,582807,586599,592666,594753
NM,Residential Transported Customers,2,149,6,3,1,0,2,2,1,12,7,12,17,27,45,61,78,82,78,81,89,109,106
NM,Commercial Total Volume (Mcf),27403416,27205906,27102924,27008848,27132913,25475850,23744961,25458170,24185637,23403973,24875881,25183111,24701126,25155449,25035475,24898243,26790182,25692845,25037680,24954080,23623645,25947695,29660919
NM,Commercial Sales Volume (Mcf),19444545,18225178,17069550,16797193,18254536,18482485,16689840,17555183,16684455,15209057,15974613,15757894,14372635,15280569,14973694,14200040,15278864,13988759,13818442,13559031,12745899,14565191,17639322
NM,Commercial Transported Volume (Mcf),7958871,8980728,10033374,10211655,8878377,6993365,7055121,7902987,7501182,8194916,8901268,9425217,10328491,9874880,10061781,10698203,11511318,11704086,11219238,11395049,10877746,11382504,12021597
NM,Commercial Sales Price (Dollars),5.36,4.74,4.68,5.74,6.69,6.39,8.02,8.66,10.37,12.2,10.42,11.14,8.82,8.65,7.66,7.19,8.07,8.97,7.72,7.62,8.34,7.59,7.28
NM,Commercial Transported Price (Dollars),,,,,,,,,,,,1.13,0.96,1.02,1.06,1.09,1.18,1.15,1.12,1.1,1.18,1.27,2.7
NM,Commercial Sales Revenue (Dollars),85791380,73641965,64507451,82389100,109258309,87743917,115016263,140187143,155280007,161949331,160407999,163767242,108049469,114180170,104492248,89607877,103489723,110076565,87289401,77033555,84052766,81178489,80484473
NM,Commercial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,10625596,10996319,11526368,11354067,13410227,14544943,14596218,14391558,14569484,14089661,14688716,15274938
NM,Commercial Total Customers,38918,42067,43834,44164,44306,45469,45491,45961,47745,47233,48047,49235,48846,48757,49406,48914,50163,50216,50584,50737,51029,51222,51179
