State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
CO,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,432935,141640,4410,7804,105110,186671,625695,3405790,830603,1017744,1261814,1436723,1339529,744843,804014,918701,971210,836863
CO,Residential Total Volume (Mcf),115583053,110839141,111748319,116363200,123513918,128828142,124213658,120574097,124255410,119269854,130970608,133947281,128993024,131224328,130115761,115695283,134936208,132106215,122363543,121963196,118584554,128149955,142692423
CO,Residential Sales Volume (Mcf),115583053,110839141,111748319,116356235,123510254,128823102,124197971,120558058,124241862,119256901,130970608,133947281,128989323,131203579,130098144,115679595,134917564,132088214,122352006,121958493,118581845,128147214,142689594
CO,Residential Transported Volume (Mcf),0,0,0,6965,3664,5040,15687,16039,13548,12953,0,0,3701,20749,17617,15688,18644,18001,11537,4703,2709,2741,2829
CO,Residential Sales Price (Dollars),5.04,5.24,5.39,6.2,7.9,6.89,7.12,9.06,10.86,11.36,9.46,10.1,10.19,9.2,8.76,8.67,9.33,9.23,9.5,8.47,8.76,8.74,8.53
CO,Residential Transported Price (Dollars),,,,,,,,,,,,,3.16,2.65,2.94,3.02,2.91,2.96,3.19,3.19,3.55,3.54,3.36
CO,Residential Sales Revenue (Dollars),555604120,578512323,601688106,713863220,1033581461,723826617,820713380,1021553250,1278106902,1246104042,1157235695,1308892656,1134952242,1067311432,1072988704,957592417,1058475790,1174748507,1011520862,896252643,958383470,991713739,1108424519
CO,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,11704,54992,51858,47409,54309,53305,36763,15007,9616,9701,9513
CO,Residential Total Customers,1183978,1223433,1265032,1315619,1365413,1412923,1453974,1496876,1524813,1558911,1583945,1606602,1622434,1634587,1645716,1659808,1672312,1690581,1712153,1735970,1759427,1784751,1813004
CO,Residential Sales Customers,1183978,1223433,1265032,1315616,1365410,1412920,1453971,1496873,1524810,1558908,1583945,1606602,1622429,1634582,1645711,1659803,1672307,1690576,1712150,1735969,1759426,1784750,1813003
CO,Residential Transported Customers,0,0,0,3,3,3,3,3,3,3,0,0,5,5,5,5,5,5,3,1,1,1,1
CO,Commercial Total Volume (Mcf),69074365,63132268,59346048,60873678,65010617,66938995,62615936,61956183,62099126,59851251,63231384,65805756,62440924,57657714,55843004,51794860,58786597,58007528,53967575,54264512,52734807,55887382,61754908
CO,Commercial Sales Volume (Mcf),64076126,59559637,57837864,59289426,62121787,63800456,59697762,58656875,59089386,57079402,60510782,62673574,59200958,54539652,52386439,47733879,55644216,54808250,51030659,51160338,49566210,52586298,58139261
CO,Commercial Transported Volume (Mcf),4998239,3572631,1508184,1584252,2888830,3138539,2918174,3299308,3009740,2771849,2720602,3132182,3239966,3118062,3456565,4060981,3142381,3199278,2936916,3104174,3168597,3301084,3615647
CO,Commercial Sales Price (Dollars),4.58,4.62,4.76,5.55,8.18,6.76,6.62,8.04,10.21,10.52,8.82,9.77,9.19,8.08,7.82,7.82,8.09,8.34,8.35,7.27,8.0,7.62,7.62
CO,Commercial Transported Price (Dollars),,,,,,,,,,,,1.53,1.52,1.55,1.45,2.03,2.06,2.3,1.92,1.99,2.27,2.09,2.09
CO,Commercial Sales Revenue (Dollars),260221670,258702518,263140418,318206333,478979516,307514762,353790956,438711768,554527525,548752335,490352315,564626220,447728922,413601969,410489279,361806086,404028460,446886792,381153122,328605819,355546389,359696996,402087673
CO,Commercial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,3529307,3290337,3814142,4248751,6259134,5895894,5867297,5585794,6024313,6063357,6291272,6540449
CO,Commercial Total Customers,123580,125178,129041,131613,134393,136489,138621,138543,137513,139746,141420,144719,145624,145460,145837,145960,150145,150235,150540,151401,153312,153446,152348
CO,Commercial Sales Customers,123308,124947,128811,131345,134240,136333,138452,138370,137337,139566,141201,144543,145455,145236,145557,145563,149826,149921,150230,151073,152985,153113,152005
CO,Commercial Transported Customers,272,231,230,268,153,156,169,173,176,180,219,176,169,224,280,397,319,314,310,328,327,333,343
CO,Industrial Total Volume (Mcf),60740245,78075813,75744973,80823778,137708877,130336198,112338697,112174100,126359915,111259388,117229589,119705703,113581803,114294505,74406984,73027564,78279722,78323127,78178010,80431719,84914474,88654010,91693462
CO,Industrial Sales Volume (Mcf),4402383,1423915,5400846,1467620,1004549,1627558,1047758,858499,742224,694584,530708,673235,587186,5977622,5593577,4985320,5620856,5993211,6008261,6040980,6076202,6533543,7556695
CO,Industrial Transported Volume (Mcf),56337862,76651898,70344127,79356158,136704328,128708640,111290939,111315601,125617691,110564804,116698881,119032468,112994617,108316883,68813407,68042244,72658866,72329916,72169749,74390739,78838272,82120467,84136767
CO,Industrial Sales Price (Dollars),4.0,4.58,4.18,5.11,7.37,5.51,6.27,6.15,8.02,11.84,7.66,8.8,6.79,6.17,5.49,6.52,6.46,7.38,6.98,5.96,6.92,6.41,6.03
CO,Industrial Transported Price (Dollars),,,,,,,,,,,,1.15,1.09,1.05,1.06,1.07,1.63,1.77,1.44,1.63,1.45,1.35,1.31
CO,Industrial Sales Revenue (Dollars),13292409,5639460,16638745,6868266,6622141,7788667,4671429,5611644,6440235,8009596,3826091,5897192,3859525,34882031,35898831,28855829,33168522,40984631,34461457,29568979,33925996,34498902,40476484
CO,Industrial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,56032879,56304352,56039543,42464335,47866533,55463673,61758211,62772379,66237977,87405091,86280733,81941118
CO,Industrial Total Customers,2921,3348,4727,4994,4729,4337,4054,4175,4318,4472,4592,4816,5084,6232,6529,6906,7293,7823,8094,8484,9074,9366,9656
CO,Industrial Sales Customers,587,564,563,520,554,591,489,393,364,334,298,341,297,882,1011,960,946,986,1018,1001,1066,1085,1164
CO,Industrial Transported Customers,2334,2784,4164,4474,4175,3746,3565,3782,3954,4138,4294,4475,4787,5350,5518,5946,6347,6837,7076,7483,8008,8281,8492
CO,Electric Total Volume (Mcf),17962066,13140549,25050550,35014864,30207349,27256117,25182212,17427723,17895818,18716844,26576494,22827605,22021981,61070822,105723393,97173588,104284297,112943978,113202917,128714370,128121485,161765239,162242053
