,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Natural Gas Citygate Price in Oregon, Annual (Dollars per Thousand Cubic Feet)",3.87,5.04,5.25,5.19,5.86,7.12,8.1,8.14,8.82,7.79,6.78,5.84,5.21,4.82,5.4,4.65,4.15,3.9,3.87,3.56
"Oregon Price of Natural Gas Delivered to Residential Consumers, Annual (Dollars per Thousand Cubic Feet)",8.12,9.7,10.54,9.84,11.11,12.9,14.53,14.65,13.89,14.52,12.49,11.76,11.22,10.84,11.72,12.49,11.67,10.59,10.65,9.97
"Oregon Price of Natural Gas Sold to Commercial Consumers, Annual (Dollars per Thousand Cubic Feet)",6.48,7.99,7.86,7.91,9.37,10.42,12.94,12.36,11.57,11.86,10.1,9.6,8.91,8.6,9.44,10.16,9.3,8.74,8.48,7.88
"Electricity price in the residential sector, Oregon (Dollars per million Btu)",17.23,18.42,20.85,20.69,21.05,21.26,21.91,23.99,24.89,25.43,26.01,27.95,28.74,29.01,30.68,31.26,31.25,31.24,32.19,32.28
"Electricity price in the commercial sector, Oregon (Dollars per million Btu)",15.0,16.14,19.57,18.69,18.89,19.07,19.83,21.1,21.36,21.98,22.25,23.89,24.36,25.44,25.65,25.8,26.11,25.96,26.12,25.93
Natural Gas Citygate Price $/Tcf (Inflation Adjusted to 2019 USD),5.745778607600817,7.27788389195784,7.462059466161108,7.211081902173913,7.9304559891587445,9.321848340989517,10.273912719911886,10.036535515857706,10.47534289722839,9.281741523547643,7.94827188686513,6.6378872769792325,5.801538987568928,5.289705432878876,5.832018249794056,5.015934253719378,4.4205743630341034,4.067320589387116,3.9401403015507643,3.56
Natural Gas Residential Price $/Tcf (Inflation Adjusted to 2019 USD),12.055742194759336,14.007038442855366,14.980972718731062,13.671877826086957,15.035386696169562,16.889303876231008,18.42962368152095,18.063297949301646,16.496883542233824,17.3004989630182,14.642170481850364,13.36670451665681,12.493909297605253,11.896349977677804,12.657639608812286,13.472907275044092,12.430868148580236,11.044339754258859,10.84302176008156,9.97
Natural Gas Commercial Price $/Tcf (Inflation Adjusted to 2019 USD),9.620838598773462,11.537756408083958,11.171769029338344,10.990300163043479,12.680609661845976,13.642367937234658,16.41289266613084,15.239751716953469,13.741464548858557,14.131123808636076,11.840346026156018,10.911595523801477,9.921633853980643,9.438063635427039,10.195231903343682,10.95954667049223,9.906347367763171,9.114969731088049,8.633692443708135,7.88
Electricity Residential Price $/MMBtu (Inflation Adjusted to 2019 USD),25.581334730997956,26.598932795607823,29.63503616561126,28.747068315217394,28.487388834776716,27.8346201867187,27.790299715218445,29.579421010494638,29.561370148754495,30.299703073660663,30.491821796071097,31.76865571773451,32.00311525964126,31.837003030667262,33.13450368586697,33.72002253145543,33.287457552967645,32.58028082370602,32.773415066387365,32.28
Electricity Commercial Price $/MMBtu (Inflation Adjusted to 2019 USD),22.270459719383012,23.306556749245942,27.81571500052817,25.968231358695654,25.564217343892263,24.96736627284692,25.152060399487986,26.01608100547882,25.368857628661953,26.18904732831543,26.08393060217539,27.15396011079347,27.125813769132257,27.919109172705106,27.702086686521763,27.830344891604287,27.812336534655525,27.073754487305006,26.593401725195342,25.93
Inflation Adjustment Factor (2019),1.4846973146255342,1.4440245817376667,1.4213446602211635,1.3894184782608696,1.3533201346687276,1.3092483624985276,1.2683842864088748,1.2329896211127402,1.187680600592788,1.1914944189406473,1.1723114877382197,1.1366245337293206,1.1135391530842471,1.0974492599333767,1.0800033795914918,1.0786955384342747,1.0651986416949646,1.0429027152274655,1.018124108927846,1.0
