State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
NH,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,0,2207071,0,0,0,0,0,0,234346,197770,18570,59121,69281,71570,68213,104825,139752,142768
NH,Residential Total Volume (Mcf),6938879,6267172,6612884,7274033,6811970,6921716,7939715,7085650,7793176,6717798,7393710,7054269,7213227,6738447,6954976,6421932,7184629,7755259,7842443,6861280,7331455,8134113,8034414
NH,Residential Sales Volume (Mcf),6938879,6267172,6612884,7274033,6811970,6921716,7939715,7085650,7793176,6717798,7393710,7054269,7213197,6738359,6954976,6421932,7184629,7755259,7842443,6861280,7331455,8134113,8034414
NH,Residential Transported Volume (Mcf),0,0,0,0,0,0,0,0,0,0,0,0,30,88,0,0,0,0,0,0,0,0,0
NH,Residential Sales Price (Dollars),8.52,8.18,7.84,10.08,13.61,11.04,12.01,14.74,15.57,16.84,17.09,16.79,15.88,14.9,15.29,14.74,14.26,16.62,16.68,14.97,15.39,16.18,16.63
NH,Residential Transported Price (Dollars),,,,,,,,,,,,,6.57,4.11,,,,,,,,,
NH,Residential Sales Revenue (Dollars),58844184,50867488,50690897,73226223,86839129,69745605,90809585,102911999,116705937,110068148,123560143,116067136,110612290,97440512,102037648,88238584,99460351,126188275,126865345,97779254,106645880,124871674,126530736
NH,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,197,362,0,0,0,0,0,0,0,0,0
NH,Residential Total Customers,77092,78786,80958,82813,84760,87147,88170,88600,94473,94600,94963,67945,96924,95361,97400,99738,98715,99146,102567,104484,105540,107447,109303
NH,Residential Sales Customers,77092,78786,80958,82813,84760,87147,88170,88600,94473,94600,94963,67945,96922,95360,97400,99738,98715,99146,102567,104484,105540,107447,109303
NH,Residential Transported Customers,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
NH,Commercial Total Volume (Mcf),7488974,6808280,7213924,8322865,7349008,8768367,9672927,8942966,9844355,8494090,9359812,10043477,9934636,8405736,8889920,8130382,9204314,9412413,9629892,8509344,9077956,10129070,10134956
NH,Commercial Sales Volume (Mcf),6921785,6409057,6724182,7192471,6364606,7068023,7658402,6695599,7452396,6402464,6667622,5917152,5350959,4818070,4940741,4213878,4619560,5363714,5621917,4568387,4903982,5712663,5845255
NH,Commercial Transported Volume (Mcf),567189,399223,489742,1130394,984402,1700344,2014525,2247367,2391959,2091626,2692190,4126325,4583677,3587666,3949179,3916504,4584754,4048699,4007975,3940957,4173974,4416407,4289701
NH,Commercial Sales Price (Dollars),7.52,7.09,6.82,8.54,11.02,8.89,10.43,13.06,13.81,15.1,15.48,15.27,14.54,12.84,12.06,12.4,12.1,14.74,13.53,11.46,11.81,12.7,12.48
NH,Commercial Transported Price (Dollars),,,,,,,,,,,,1.72,2.13,2.38,2.66,2.98,2.8,3.3,3.66,3.75,3.73,4.07,4.24
NH,Commercial Sales Revenue (Dollars),52838140,46000252,46143177,61303954,70944409,60129176,78655068,87323465,102033110,96233288,102844119,90002542,76897471,61290617,56634961,50363873,56057352,80245776,76635366,51918310,57418916,72657794,72922076
NH,Commercial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,7352549,8859494,8453231,10719704,11682353,12216942,13313281,15221206,15455233,16124251,18878837,19021708
NH,Commercial Total Customers,13225,13512,13932,14219,15068,15130,15047,15429,16266,16139,16150,41332,16937,16645,17186,17758,17298,17421,18185,18571,18507,18696,19076
NH,Commercial Sales Customers,13204,13484,13881,14193,15017,14917,14747,15098,15866,15706,15630,40092,15389,15004,15198,15429,14685,14527,15077,15078,15065,15171,15585
NH,Commercial Transported Customers,21,28,51,26,51,213,300,331,400,433,520,1240,1548,1641,1988,2329,2613,2894,3108,3493,3442,3525,3491
