State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
ID,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,0,206215,0,0,174801,86634,53276,281611,256462,465840,408589,629055,482106,333938,316218,280920,229649,340401
ID,Residential Total Volume (Mcf),15238779,16002368,17912269,19130531,19117572,20399396,18939792,20681965,21602962,22450257,23418883,27531648,25530759,23975242,26665767,23924355,27370053,24616264,23482485,24888948,28799365,27487178,30803129
ID,Residential Sales Volume (Mcf),15238779,16002368,17912269,19130531,19117572,20399396,18939792,20681965,21602962,22450257,23418883,27531648,25530759,23975242,26665767,23924355,27370053,24616264,23482485,24888948,28799365,27487178,30803129
ID,Residential Transported Volume (Mcf),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,Residential Sales Price (Dollars),5.33,5.76,5.69,6.62,8.65,8.06,7.7,8.77,10.44,12.0,11.06,10.77,10.23,8.92,9.03,8.78,8.64,9.32,9.34,8.76,8.41,8.15,7.28
ID,Residential Transported Price (Dollars),,,,,,,,,,,,,,,,,,,,,,,
ID,Residential Sales Revenue (Dollars),77960289,85316531,97018911,120111172,162077078,171588320,143703655,186985041,228712027,274913972,268629391,304741740,269034586,214692295,234712354,197536079,222330249,210340329,201753629,202520242,220306827,195465509,200191732
ID,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,Residential Total Customers,200165,213786,227807,240399,251004,261219,274481,288380,301357,316915,323114,336191,342277,346602,350871,353963,359889,367394,374557,381755,391085,402563,415106
ID,Residential Sales Customers,200165,213786,227807,240399,251004,261219,274481,288380,301357,316915,323114,336191,342277,346602,350871,353963,359889,367394,374557,381755,391085,402563,415106
ID,Residential Transported Customers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,Commercial Total Volume (Mcf),11432869,11676143,12618086,13414418,13623119,13592269,12018543,12995159,13230846,13572990,14274145,16333366,15739564,15033259,16854523,15837993,18484772,16962859,16707615,17598258,19776649,19113222,20971300
