State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
VT,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,0,0,0,396,313,321,963,344,260,38852,20185,153,280,378,120,6098,8592,120
VT,Residential Total Volume (Mcf),2630599,2454215,2564706,2842587,2719227,2760716,3118387,3112218,3088201,2874431,3206971,3074844,3183422,3078179,3214383,3011635,3415109,3826416,3833121,3518031,3509464,4081124,4139395
VT,Residential Sales Volume (Mcf),2630599,2454215,2564706,2842587,2719227,2760716,3118387,3112218,3088201,2874431,3206971,3074844,3183422,3078179,3214383,3011635,3415109,3826416,3833121,3518031,3509464,4081124,4139395
VT,Residential Transported Volume (Mcf),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT,Residential Sales Price (Dollars),6.41,6.54,7.18,8.13,10.07,10.39,10.05,11.03,12.2,14.18,15.99,18.31,17.29,16.14,16.17,16.73,15.87,14.68,14.56,14.15,14.12,13.65,13.14
VT,Residential Transported Price (Dollars),,,,,,,,,,,,,,,,,,,,,,,
VT,Residential Sales Revenue (Dollars),16856136,16046832,18423407,23100525,27381771,28689843,31330903,34328428,37660975,40746802,51291085,56312611,55047357,49681191,51963170,50387297,54205735,56183350,55799523,49773477,49550836,55719677,54411489
VT,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT,Residential Total Customers,25539,26664,27931,28532,29463,30108,30856,31971,33015,34081,34937,35929,37242,38047,38839,39917,41152,42231,43267,44244,45275,46372,47122
VT,Residential Sales Customers,25539,26664,27931,28532,29463,30108,30856,31971,33015,34081,34937,35929,37242,38047,38839,39917,41152,42231,43267,44244,45275,46372,47122
VT,Residential Transported Customers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT,Commercial Total Volume (Mcf),3051431,2979162,2309190,2595460,2473060,2470077,2757235,2723771,2609589,2373653,2630999,2494815,2482603,2383831,2479198,2313877,4747820,4830053,5918252,6251308,6204607,7355786,7341364
VT,Commercial Sales Volume (Mcf),3051431,2979162,2309190,2595460,2473060,2470077,2757235,2723771,2609589,2373653,2630999,2494815,2482603,2383831,2479198,2313877,4747820,4830053,5918252,6251308,6204607,7355786,7341364
VT,Commercial Transported Volume (Mcf),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT,Commercial Sales Price (Dollars),5.18,5.08,5.69,6.49,7.95,8.2,8.0,8.7,9.69,11.13,12.79,14.31,12.96,11.82,11.9,12.09,7.57,9.13,7.89,6.63,7.04,6.77,6.01
VT,Commercial Transported Price (Dollars),,,,,,,,,,,,,,,,,,,,,,,
VT,Commercial Sales Revenue (Dollars),15804295,15127307,13134213,16852767,19656215,20249762,22069772,23707497,25298971,26410839,33654885,35710412,32167826,28169642,29499061,27977850,35957545,44104483,46713165,41427348,43669310,49777289,44121676
VT,Commercial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT,Commercial Total Customers,3928,4034,4219,4316,4416,4516,4602,4684,4781,4861,4925,4980,5085,5137,5256,5535,5441,5589,5696,5760,5736,5968,6067
VT,Commercial Sales Customers,3928,4034,4219,4316,4416,4516,4602,4684,4781,4861,4925,4980,5085,5137,5256,5535,5441,5589,5696,5760,5736,5968,6067
VT,Commercial Transported Customers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT,Industrial Total Volume (Mcf),2334207,2104604,2900662,3949021,2596618,3084934,2479196,2783570,2627530,2762251,2986687,3000352,2890437,2909490,2812288,2711093,1302934,1857945,2040318,2171566,2190979,2284372,2369894
VT,Industrial Sales Volume (Mcf),2334207,2104604,2220728,3309375,1957723,2305852,1953794,2178368,2147078,2166376,2328596,2388838,2251452,2244154,2274443,2711093,1302934,1857945,2040318,2171566,2190979,2284372,2369894
VT,Industrial Transported Volume (Mcf),0,0,679934,639646,638895,779082,525402,605202,480452,595875,658091,611514,638985,665336,537845,0,0,0,0,0,0,0,0
VT,Industrial Sales Price (Dollars),3.07,2.8,3.06,2.99,5.02,4.39,4.97,6.04,7.65,9.25,9.08,9.6,7.93,6.57,6.09,4.89,8.59,6.63,5.5,5.2,4.92,4.55,4.13
VT,Industrial Transported Price (Dollars),,,,,,,,,,,,0.4,0.4,0.43,0.44,,,,,,,,
VT,Industrial Sales Revenue (Dollars),7156753,5900507,6789831,9895546,9819254,10124344,9703528,13156983,16430877,20043957,21141362,22922684,17860978,14751459,13855550,13255547,11192301,12323195,11227375,11281380,10774810,10384043,9791245
VT,Industrial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,246138,256870,286181,234525,0,0,0,0,0,0,0,0
VT,Industrial Total Customers,30,36,37,38,36,38,41,43,41,35,37,35,36,38,36,38,13,13,14,15,15,15,15
VT,Industrial Sales Customers,30,36,36,37,35,36,40,42,40,34,36,34,35,37,35,38,13,13,14,15,15,15,15
VT,Industrial Transported Customers,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
VT,Electric Total Volume (Mcf),35060,209819,276426,1102058,116052,36874,47448,577,32046,30548,25939,38003,63800,53019,49404,37570,43064,35812,20690,14246,11537,11146,12401
VT,Electric Sales Volume (Mcf),35060,209819,276426,1102058,116052,36874,47448,577,32046,30548,25939,38003,63800,53019,49404,37570,43064,35812,20690,14246,11537,11146,12401
VT,Electric Transported Volume (Mcf),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT,Electric Sales Price (Dollars),3.34,3.01,3.29,4.97,6.09,4.11,3.85,,9.58,7.69,8.0,9.63,5.62,5.76,5.59,4.16,5.17,7.59,4.96,5.1,6.02,5.33,5.01
VT,Electric Transported Price (Dollars),,,,,,,,,,,,,,,,,,,,,,,
VT,Electric Sales Revenue (Dollars),116963,630851,909175,5478520,706336,151473,182486,0,306865,234990,207634,366026,358345,305574,276346,156419,222654,271701,102576,72712,69479,59449,62168
VT,Electric Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT,Electric Total Customers,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
VT,Electric Sales Customers,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
VT,Electric Transported Customers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
