State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
WA,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,1002459,624844,200,200,347803,219920,28693,358496,438037,295288,1267033,1364200,1786105,1914972,1528499,2012835,2391262,2160632
WA,Residential Total Volume (Mcf),61812563,61935892,71704188,71778508,84416287,73347019,71110301,70931914,73626393,75491296,80151924,84509482,84143329,75553813,85393222,79891867,83365242,78750357,71907071,76320567,91027823,83567170,89967051
WA,Residential Sales Volume (Mcf),61812563,61935892,71704188,71778508,84416287,73347019,71110301,70931914,73626393,75491296,80151924,84509482,84143329,75553813,85393222,79891867,83365242,78750357,71907071,76320567,91027823,83567170,89967051
WA,Residential Transported Volume (Mcf),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,Residential Sales Price (Dollars),5.62,5.72,5.87,6.88,9.16,9.17,8.7,9.52,11.24,13.3,13.45,13.34,14.28,13.18,12.46,11.57,11.29,11.63,11.68,10.78,10.42,10.43,10.11
WA,Residential Transported Price (Dollars),,,,,,,,,,,,,,,,,,,,,,,
WA,Residential Sales Revenue (Dollars),348622106,361466212,421690532,514052574,826651272,684609819,599748874,703132577,868816770,1008909152,1110718194,1103853779,1174000651,925125425,1050288297,948607026,947818042,834160377,849238458,822816315,966544426,859078216,883407580
WA,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,Residential Total Customers,702701,737208,779104,813319,841617,861943,895800,926510,966199,997728,1025171,1047319,1059239,1067979,1079277,1088762,1102318,1118193,1133629,1153183,1173994,1194375,1220197
WA,Residential Sales Customers,702701,737208,779104,813319,841617,861943,895800,926510,966199,997728,1025171,1047319,1059239,1067979,1079277,1088762,1102318,1118193,1133629,1153183,1173994,1194375,1220197
WA,Residential Transported Customers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,Commercial Total Volume (Mcf),46685814,45561451,50734535,50462129,57160297,46455403,47845406,48455464,49744519,51291656,53688665,56204783,55697105,51334754,56487431,53420475,55805199,54457405,49939376,51634136,60096071,57013824,61010119
WA,Commercial Sales Volume (Mcf),39245641,39535056,45329177,46771360,53721061,41716134,42122969,42898007,44155398,45620693,47891803,50046715,49376965,45061338,49952838,46688209,48452997,46823193,42569459,44074520,51953037,48767648,52671736
WA,Commercial Transported Volume (Mcf),7440173,6026395,5405358,3690769,3439236,4739269,5722437,5557457,5589121,5670963,5796862,6158068,6320140,6273416,6534593,6732266,7352202,7634212,7369917,7559616,8143034,8246176,8338383
WA,Commercial Sales Price (Dollars),4.55,4.66,4.9,5.99,8.02,8.16,7.67,8.72,10.32,11.98,12.24,11.47,11.99,10.57,9.97,9.12,8.78,9.09,9.53,8.6,8.43,8.17,7.94
WA,Commercial Transported Price (Dollars),,,,,,,,,,,,0.63,0.61,1.2,1.0,1.02,1.13,1.16,1.45,1.56,1.51,1.41,1.77
WA,Commercial Sales Revenue (Dollars),185622114,188062713,221653529,281386058,463001719,343656396,311018132,403027581,460650107,546152081,592922005,575249362,605396831,472879469,519300475,458429511,446491049,422806242,416219026,374206288,431395408,385207388,394601865
WA,Commercial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,4338560,4235548,4511252,5174113,6222929,7197314,6679697,7986389,8841399,9876083,9719122,10261690
WA,Commercial Total Customers,75550,77770,80995,83189,84628,85286,87082,93559,92417,93628,95615,97799,98965,99231,99674,100038,100939,101730,102266,103369,104573,105560,106779
WA,Commercial Sales Customers,75501,77721,80959,83157,84592,85245,87031,93512,92373,93584,95570,97750,98910,99166,99584,99930,100819,101606,102129,103220,104420,105401,106632
WA,Commercial Transported Customers,49,49,36,32,36,41,51,47,44,44,45,49,55,65,90,108,120,124,137,149,153,159,147
WA,Industrial Total Volume (Mcf),111158936,69363376,124370944,83748206,75017290,67717366,65884320,67812152,66874132,70757935,73572059,75747793,71271429,71279726,76288840,78195996,80889341,79438646,76527118,79275017,80656165,77303479,78489740
WA,Industrial Sales Volume (Mcf),26079663,26761091,29890055,28929505,28625527,18588140,13266266,11705319,10564845,14266794,12832028,9760602,6216533,5890225,5745347,5726794,5384871,5199602,4708295,4929039,5196870,4913805,4950922
WA,Industrial Transported Volume (Mcf),85079273,42602285,94480889,54818701,46391763,49129226,52618054,56106833,56309287,56491141,60740031,65987191,65054896,65389501,70543493,72469202,75504470,74239044,71818823,74345978,75459295,72389674,73538818
WA,Industrial Sales Price (Dollars),3.39,3.47,3.85,4.92,6.03,7.03,6.7,8.1,10.07,10.17,10.23,10.63,11.21,9.32,8.7,8.01,7.88,8.42,8.59,7.29,7.13,6.83,6.51
WA,Industrial Transported Price (Dollars),,,,,,,,,,,,0.53,0.57,0.57,0.57,0.6,0.6,0.6,0.64,0.67,2.48,2.44,0.62
WA,Industrial Sales Revenue (Dollars),82332685,70761043,84259412,115913224,143662678,89355686,80298025,91676607,108422535,140751427,125570060,103014563,72627803,55197834,54401696,50228914,45054910,44458445,42074094,36830551,38382417,35245502,33952587
WA,Industrial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,24770703,25578961,26261335,27606033,27985003,29171149,27440386,29923583,32184696,34879949,33373733,32814627
WA,Industrial Total Customers,3748,3817,4040,4007,3898,3928,3775,3992,3489,3428,3630,3483,3428,3372,3353,3338,3320,3355,3385,3410,3385,3358,3355
WA,Industrial Sales Customers,3594,3686,3879,3844,3751,3681,3523,3726,3258,3202,3390,3224,3123,3056,3031,2998,2973,3003,3038,3039,3021,3001,3001
WA,Industrial Transported Customers,154,131,161,163,147,247,252,266,231,226,240,259,305,316,322,340,347,352,347,371,364,357,354
WA,Electric Total Volume (Mcf),2518142,6344097,6026366,74403153,71748255,33945105,43212587,60785765,56797414,53504188,53931622,68959521,84284612,75059375,37236806,41167668,80286700,79307915,90931132,77565935,77677004,73968036,108119950
WA,Electric Sales Volume (Mcf),0,0,2428248,2548693,3080087,1734889,1942048,1800110,1577090,3382394,1016458,2340665,0,0,0,0,0,0,0,0,0,0,0
WA,Electric Transported Volume (Mcf),2518142,6344097,3598118,71854460,68668168,32210216,41270539,58985655,55220324,50121794,52915164,66618856,84284612,75059375,37236806,41167668,80286700,79307915,90931132,77565935,77677004,73968036,108119950
WA,Electric Sales Price (Dollars),,,2.34,4.4,4.03,6.53,5.44,6.82,8.27,3.1,3.82,10.92,,,,,,,,,,,
WA,Electric Transported Price (Dollars),,,,,,,,,,,,0.28,0.22,0.24,0.28,0.28,0.22,0.23,0.22,0.25,0.28,0.26,0.24
WA,Electric Sales Revenue (Dollars),0,0,5670930,11225675,12427589,11328765,10564199,12274912,13050222,18849941,5966177,25563329,0,0,0,0,0,0,0,0,0,0,0
WA,Electric Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,5514134,7352838,7002888,5970862,6340308,6803536,6837037,7418402,7383539,7960154,7828897,8717610
WA,Electric Total Customers,3,3,3,6,26,39,25,27,25,23,20,21,20,20,19,19,19,19,19,19,18,17,18
WA,Electric Sales Customers,0,0,2,2,2,14,1,1,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0
WA,Electric Transported Customers,3,3,1,4,24,25,24,26,24,19,17,20,20,20,19,19,19,19,19,19,18,17,18
WA,Vehicle Fuel Total Volume (Mcf),116009,111544,111164,110962,107448,108375,105788,107993,81153,83460,91166,142907,126893,127069,372976,198845,145917,166310,212090,238450,199005,174740,166625
WA,Vehicle Fuel Sales Volume (Mcf),116009,111544,111164,110962,107448,108375,105788,107993,81153,83460,91166,142907,126893,127069,372976,198845,145917,166310,208600,237239,199005,174740,166625
WA,Vehicle Fuel Transported Volume (Mcf),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3490,1211,0,0,0
