,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Total carbon dioxide emissions from all sectors, coal, Utah (million metric tons CO2)",15.655255,16.35972,14.911761,14.98244,17.335131,18.643167,17.71636,25.738353,31.747424,32.855575,34.838709,32.742641,34.534611,35.151617,36.087326,34.2908,34.149769,35.575881,37.612609,36.524109,38.327041,36.571568,35.368764,36.244345,38.185555,38.759737,36.532765,37.36191,37.797109,34.850267,34.004935,33.055246,30.751051,33.918799,32.851966,31.512608,25.685032,26.240689,26.08055,,
"Total carbon dioxide emissions from all sectors, natural gas, Utah (million metric tons CO2)",6.631553,5.820529,5.864141,6.284509,6.592185,6.565816,5.290121,5.672129,6.248908,6.547989,6.733528,7.5584,7.02274,7.919026,7.768292,8.853035,8.916597,9.138905,9.442017,8.980159,9.202042,8.891448,9.145059,8.676198,8.709411,8.954374,10.499596,12.262775,12.596342,11.865911,12.154168,12.23874,12.342625,13.72369,13.351657,12.884758,13.274725,12.26373,13.451032,,
"Total carbon dioxide emissions from all sectors, petroleum, Utah (million metric tons CO2)",13.511381,11.378026,11.233806,11.9988,11.610764,11.309496,12.491089,12.714351,13.237358,12.475424,12.85621,12.999132,13.378743,13.613218,13.885348,14.941351,15.828419,16.293298,16.394624,16.799915,17.640685,17.541955,17.805575,18.228938,18.697022,19.484276,21.382765,20.747595,19.129866,18.025783,17.840366,19.178286,18.653242,19.510508,19.267316,19.411361,20.088628,20.382911,20.861789,,
"Residential carbon dioxide emissions, all fuels, Utah (million metric tons CO2)",3.556561,3.316891,2.500754,3.37977,3.397857,3.612034,3.132503,2.595257,2.67767,2.865686,2.758985,3.130887,2.746664,3.110053,2.879382,2.853911,3.107023,3.365384,3.240243,3.226093,3.252116,3.295853,3.53511,3.230912,3.57778,3.396553,3.540497,3.548824,3.885618,3.78336,3.784967,4.000592,3.426381,4.063358,3.579534,3.355257,3.651546,3.855699,3.894912,,
"Commercial carbon dioxide emissions, all fuels, Utah (million metric tons CO2)",1.466253,0.555151,1.692483,1.358044,1.39441,1.257217,1.038179,1.508166,1.75603,1.620106,1.676849,1.893628,1.585734,1.707131,1.907084,1.861326,2.018016,2.201477,2.192021,2.222265,2.099159,2.274198,2.588397,2.178427,2.451208,2.311445,2.248696,2.267689,2.41769,2.364119,2.41894,2.591962,2.315488,2.689069,2.502973,2.404507,2.62342,2.701596,2.775318,,
"Industrial carbon dioxide emissions, all fuels, Utah (million metric tons CO2)",10.925155,10.105755,8.250868,8.239271,9.345227,8.188405,6.590099,5.124138,8.881305,9.161061,9.63135,8.970498,8.872374,9.100959,9.077518,10.339164,9.863791,9.97101,11.362839,8.982291,10.480426,9.286853,6.160132,6.382235,7.539885,8.690258,7.704577,7.877924,7.515193,6.451464,6.718754,6.882414,7.487092,8.047384,7.796832,7.585675,7.384832,7.17832,6.997989,,
"Transportation carbon dioxide emissions, all fuels, Utah (million metric tons CO2)",9.022591,8.738212,8.661994,8.966566,9.09146,9.371976,10.077706,10.384924,10.731339,10.164218,10.584026,11.00532,11.219185,11.612937,11.811922,12.847037,13.438039,14.018943,14.259122,14.736917,15.573592,14.936444,15.519007,15.777142,16.406569,16.551969,18.29214,18.183782,16.670105,16.044322,15.937038,17.0108,16.431704,17.095735,16.831253,17.264934,17.654072,17.718175,18.116003,,
"Electric power carbon dioxide emissions, natural gas, Utah (million metric tons CO2)",0.260084,0.153122,0.150787,0.062872,0.014856,0.01337,0.013264,0.015068,0.011195,0.034699,0.049396,0.290697,0.370123,0.351713,0.491305,0.484513,0.220928,0.221989,0.326723,0.355904,0.58426,0.84063,0.823493,0.771762,0.500112,0.678117,1.61271,3.117079,3.081213,2.746107,2.665567,2.198403,2.58699,2.712681,3.207488,3.102595,3.270307,2.244191,3.352651,,
"Residential carbon dioxide emissions, natural gas, Utah (million metric tons CO2)",3.339864,3.131935,2.289501,3.137983,3.116708,3.349573,2.898963,2.380069,2.422727,2.605719,2.507776,2.880977,2.559029,2.970749,2.77428,2.764305,3.006138,3.213748,3.155757,3.107582,3.103178,3.072034,3.341084,3.092461,3.392443,3.245052,3.36618,3.392655,3.718636,3.619579,3.671044,3.863958,3.316625,3.925557,3.463009,3.251843,3.544716,3.69232,3.72808,,
"Commercial carbon dioxide emissions, natural gas, Utah (million metric tons CO2)",0.0191,0.019631,1.087609,0.456128,0.488811,0.485097,0.233131,0.848694,1.027283,0.953163,0.936715,1.098114,0.949396,1.295962,1.50283,1.514078,1.634251,1.721636,1.718558,1.700785,1.74514,1.726623,1.884414,1.754425,1.746254,1.925798,1.909881,1.929671,2.119985,2.055893,2.136486,2.230078,1.96124,2.305418,2.115582,1.986389,2.166091,2.284249,2.342929,,
"Industrial carbon dioxide emissions, natural gas, Utah (million metric tons CO2)",2.963215,2.474616,2.280163,2.557968,2.913925,2.649279,2.089372,2.381183,2.709604,2.89456,3.189077,3.239056,3.062112,3.145624,2.8293,3.914256,3.835201,3.804057,4.050877,3.622603,3.572995,2.993298,2.732365,2.608319,2.569587,2.599671,2.974675,3.141061,3.014786,2.867501,3.095008,3.303149,3.746172,4.019043,3.766705,3.750523,3.587639,3.418441,3.327237,,
