,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Natural gas consumed by (delivered to) the residential sector, Iowa (Million cubic feet)",84955,77017,84791,77323,79767,78750,74202,65246,76111,77403,71380,78801,74879,83422,78260,82238,88078,81696,68901,71430,73857,71074,71545,74024,68321,67271,61844,67754,75449,70111,68376,67097,55855,72519,76574,62735,61247,60362,70950,71385,
"Natural gas consumed by (delivered to) the commercial sector, Iowa (Million cubic feet)",50588,46804,51536,46854,48104,47643,43709,38057,44955,46142,43953,46615,46095,50337,47922,50325,54571,50191,43027,44895,45609,45892,46423,48081,46068,45152,43424,46367,56099,56698,51674,51875,43767,56592,57439,49165,49414,49710,56854,57985,
"Natural gas consumed by the industrial sector, Iowa (Million cubic feet)",114523,115174,89401,85161,93373,87060,80364,88346,102013,89347,90240,97446,100752,102374,108168,112926,113691,107148,105388,101341,100065,92589,92223,93856,93890,96007,101032,140892,162478,164512,167423,167233,168907,173545,172142,178772,189618,241187,256030,249885,
"Natural gas consumed by the electric power sector, Iowa (Million cubic feet)",6834,3362,2501,3249,3069,2100,1365,3265,5459,2402,4141,4428,2928,4585,3366,4643,3367,4124,5947,5249,4735,5754,5250,4252,8290,21285,19629,25941,17645,10019,12560,9893,16509,12070,10497,16199,20886,29369,47070,45776,
