,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39,Units in Structure: 1 ATTACHED,OH,236798,238146,232946,229519,223555,229952,231926,237650,241553,240815
40,Units in Structure: 1 DETACHED,OH,3504965,3494954,3502110,3513659,3526577,3527414,3542818,3560925,3569255,3588535
41,Units in Structure: 10-19,OH,214661,205361,205512,207997,213316,208003,201720,208027,210271,197497
42,Units in Structure: 2,OH,227245,222022,232449,226509,235821,225320,224438,220911,213417,214296
43,Units in Structure: 20-49,OH,106101,115696,108735,104026,105618,104991,104596,116894,115918,116360
44,Units in Structure: 3-4,OH,231361,236804,228928,227596,227084,233639,234318,229039,227263,229861
45,Units in Structure: 5-9,OH,241606,243739,246684,256854,253775,256388,249744,245072,248862,245830
46,Units in Structure: 50+,OH,157850,169174,169925,161032,162058,177256,182888,180997,197559,206241
47,"Units in Structure: Boat,RV,Van,Etc.",OH,1222,1806,1238,1447,1506,1411,1309,2003,1061,1502
48,Units in Structure: Mobile Home,OH,206304,205826,200319,195487,197972,192172,190643,200183,192458,192006
