,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Natural gas consumed by (delivered to) the residential sector, Mississippi (Million cubic feet)",29485,28324,27516,27552,28760,25714,25282,26599,26889,26312,25045,25756,26487,28347,27086,26960,30157,27626,24847,24562,27033,27920,26457,26589,24136,24464,21481,22227,23843,23433,27152,24303,19572,25185,28261,23248,20185,18446,24426,22118,
"Natural gas consumed by (delivered to) the commercial sector, Mississippi (Million cubic feet)",20886,19267,17213,17158,17860,16591,16891,17922,18108,17568,17548,17743,17942,19199,19232,19904,22225,22070,21358,20208,21673,21585,21221,22933,22130,20882,19425,20774,20181,19095,21179,20247,17834,19483,22195,19727,18135,17643,21039,19935,
"Natural gas consumed by the industrial sector, Mississippi (Million cubic feet)",78812,80274,104168,115371,126740,105470,96386,90526,100010,102811,108058,109207,107557,104996,89617,88033,84470,87619,82350,124055,120393,103367,105532,94213,106456,99254,104347,110751,114958,109492,127032,116108,116773,117964,119973,125735,118737,130349,137008,134439,
"Natural gas consumed by the electric power sector, Mississippi (Million cubic feet)",95073,74559,83196,49773,62682,53579,47613,41119,33261,44927,65168,62409,54180,39979,82610,111309,83332,73170,76447,106302,100643,149432,163664,96081,107432,135562,139918,182996,167345,183344,235250,244051,291341,234274,236533,330718,367040,340862,367855,361185,
