,State,Tenure,Year Built,Structure Type,Heating Fuel,Federal Poverty Line,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,NC,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,0-100%,34.23,8280.2,993.94,2355.37,0.0,40.45
2,NC,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,100-150%,14.805,27060.21,2411.52,1020.6,9.01,12.72
3,NC,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,150-200%,8.651,32525.04,2191.56,937.42,38.94,9.74
4,NC,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,200-400%,30.967,33375.65,1070.66,1263.1,0.0,6.99
5,NC,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,400%+,9.411,113545.9,1854.28,2631.08,0.0,3.95
6,NC,OWNER,1940-59,1 ATTACHED,ELECTRICITY,0-100%,166.707,10427.74,1484.42,122.16,44.28,15.83
7,NC,OWNER,1940-59,1 ATTACHED,ELECTRICITY,100-150%,119.607,19134.93,1305.43,43.51,0.37,7.049999999999999
8,NC,OWNER,1940-59,1 ATTACHED,ELECTRICITY,150-200%,89.945,13141.51,718.6,210.18,2.87,7.090000000000001
9,NC,OWNER,1940-59,1 ATTACHED,ELECTRICITY,200-400%,267.66,42831.85,1488.15,126.1,82.78,3.9600000000000004
10,NC,OWNER,1940-59,1 ATTACHED,ELECTRICITY,400%+,232.895,80696.55,1107.18,98.12,0.0,1.49
11,NC,OWNER,1940-59,1 ATTACHED,OTHER,0-100%,0.599,0.0,0.0,0.0,0.0,
12,NC,OWNER,1940-59,1 ATTACHED,OTHER,100-150%,0.122,0.0,0.0,0.0,0.0,
13,NC,OWNER,1940-59,1 ATTACHED,OTHER,150-200%,0.094,0.0,0.0,0.0,0.0,
14,NC,OWNER,1940-59,1 ATTACHED,OTHER,200-400%,0.195,0.0,0.0,0.0,0.0,
15,NC,OWNER,1940-59,1 ATTACHED,OTHER,400%+,0.119,0.0,0.0,0.0,0.0,
16,NC,OWNER,1940-59,1 ATTACHED,SOLAR,0-100%,0.181,0.0,0.0,0.0,0.0,
17,NC,OWNER,1940-59,1 ATTACHED,SOLAR,100-150%,0.306,0.0,0.0,0.0,0.0,
18,NC,OWNER,1940-59,1 ATTACHED,SOLAR,150-200%,0.098,0.0,0.0,0.0,0.0,
19,NC,OWNER,1940-59,1 ATTACHED,SOLAR,200-400%,5.736,0.0,0.0,0.0,0.0,
20,NC,OWNER,1940-59,1 ATTACHED,SOLAR,400%+,22.125,130670.68,524.14,0.0,0.0,0.4
21,NC,OWNER,1940-59,1 ATTACHED,UTILITY GAS,0-100%,75.455,4894.64,785.51,501.14,0.0,26.290000000000003
22,NC,OWNER,1940-59,1 ATTACHED,UTILITY GAS,100-150%,59.46,17099.66,700.48,927.97,0.0,9.520000000000001
23,NC,OWNER,1940-59,1 ATTACHED,UTILITY GAS,150-200%,114.194,25130.64,878.49,1151.96,0.0,8.08
24,NC,OWNER,1940-59,1 ATTACHED,UTILITY GAS,200-400%,407.503,43546.61,711.61,702.8,3.06,3.26
