State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
OH,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,2201846,1497559,958095,1017941,673522,998773,2581658,2488985,3996146,4356792,2968191,4294031,5774553,3746827,4607772,3580446,3160206,2934178
OH,Residential Total Volume (Mcf),354542742,296576334,318213740,343919501,308534163,321315668,343037242,320822896,322697337,272260642,299576991,306529162,292428903,283702788,286132418,250870924,297361025,320568153,285305612,255825675,258699483,301232343,290080259
OH,Residential Sales Volume (Mcf),351065566,279392478,269961992,277153488,214312405,204313278,210268793,193223495,202346366,160008619,158793535,160831543,139693883,123972806,116787710,77476114,58862595,64174116,57251168,48901500,45885417,50648625,47740298
OH,Residential Transported Volume (Mcf),3477176,17183856,48251748,66766013,94221758,117002390,132768449,127599401,120350971,112252023,140783456,145697619,152735020,159729982,169344708,173394810,238498430,256394037,228054444,206924175,212814066,250583718,242339961
OH,Residential Sales Price (Dollars),6.45,6.18,5.88,7.06,8.99,7.84,8.93,9.97,12.27,13.98,12.53,13.86,11.62,9.78,9.78,9.26,8.86,9.49,8.23,7.72,8.63,8.41,8.45
OH,Residential Transported Price (Dollars),,,,,,,,,,,,4.38,3.06,3.17,3.28,3.09,2.67,2.66,3.92,4.76,4.91,4.47,4.81
OH,Residential Sales Revenue (Dollars),2370194149,1795593342,1684552345,2133899204,2071631085,1543968628,2009189310,2093397916,2699028519,2305672168,2072626579,2347519488,1625806416,1274157624,1205333958,677589978,541673126,651278860,528772154,439850199,449049721,466486617,441397011
OH,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,512044780,624314840,701143076,738918649,808124559,927083700,984715650,1016945771,1014990528,1093671271,1137828703,1231503845
OH,Residential Total Customers,3041948,3050960,3111108,3178840,3195584,3208466,3225908,3250068,3272307,3263062,3273791,3262716,3253184,3240619,3236160,3244274,3271074,3283968,3294010,3326608,3336219,3353692,3340186
OH,Residential Sales Customers,3001134,2807626,2590339,2516813,2143989,2169459,2055740,2095766,2159675,1981930,1861315,1809860,1593012,1418217,1352292,855055,636744,664114,670508,634399,603328,581898,542772
OH,Residential Transported Customers,40814,243334,520769,662027,1051595,1039007,1170168,1154302,1112632,1281132,1412476,1452856,1660172,1822402,1883868,2389219,2634330,2619854,2623502,2692209,2732891,2771794,2797414
OH,Commercial Total Volume (Mcf),183838343,156629519,167573191,177917187,172555221,163272915,179611052,170240337,166692612,146930192,160580228,167070403,160611704,156406762,161408217,145482115,168233389,183104607,166601673,152478299,156978810,178992221,177428376
