State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
AL,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,185874,28363,33221,109953,65776,115598,119416,73840,947495,1526090,1277925,1158748,1086776,1856363,1219214,1152263,1135446,840670
AL,Residential Total Volume (Mcf),48495634,46543643,42647426,47441174,49241661,46482423,46572235,43859440,42056628,38131829,35480842,37793335,36060864,42215276,36581897,27579580,35058824,39006010,32750267,28406890,26337821,34725671,30615524
AL,Residential Sales Volume (Mcf),48495634,46543643,42647426,47441174,49241661,46476384,46565049,43859440,42056628,38131829,35480842,37793335,36060864,42215276,36581897,27579580,35058824,39006010,32750267,28406890,26337821,34725671,30615524
AL,Residential Transported Volume (Mcf),0,0,0,0,0,6039,7186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Residential Sales Price (Dollars),8.45,8.31,8.06,9.06,11.97,10.76,11.82,13.04,15.73,17.74,16.72,17.59,16.19,15.11,14.68,15.03,14.72,14.87,15.01,14.92,16.02,15.67,16.07
AL,Residential Transported Price (Dollars),,,,,,,,,,,,,,,,,,,,,,,
AL,Residential Sales Revenue (Dollars),404730007,382072636,355653167,435902993,594046655,489535433,550442427,585134802,665377789,716715752,643454591,691442601,653317843,666591345,551746870,446838816,542387751,570296123,462696463,399517260,424610265,528507838,478588513
AL,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Residential Total Customers,781711,788464,775311,805689,807770,806389,809754,806660,809454,808801,796476,792236,785005,778985,772892,767396,765957,769900,769787,776685,777856,778702,783849
AL,Residential Sales Customers,781711,788464,775311,805689,807770,806257,809623,806660,809454,808801,796476,792236,785005,778985,772892,767396,765957,769900,769787,776685,777856,778702,783849
AL,Residential Transported Customers,0,0,0,0,0,132,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Commercial Total Volume (Mcf),32359594,25704611,27581281,25580096,26390673,25011268,25356479,26456065,25045516,24396317,23419797,25216863,24292798,27071025,25143526,21551437,25323531,27534276,25161690,23551547,22914953,26636067,24874649
AL,Commercial Sales Volume (Mcf),20927622,20695353,19440455,20826816,21782956,20128934,20752350,21711830,20154969,19564100,18697412,20218081,19133131,21577152,19830733,16425775,19388050,21592836,19543981,18175223,17408893,21006576,19519948
AL,Commercial Transported Volume (Mcf),11431972,5009258,8140826,4753280,4607717,4882334,4604129,4744235,4890547,4832217,4722385,4998782,5159667,5493873,5312793,5125662,5935481,5941440,5617709,5376324,5506060,5629491,5354701
AL,Commercial Sales Price (Dollars),7.08,7.02,6.62,8.01,10.32,9.54,10.24,11.37,14.07,15.56,14.65,15.52,14.21,13.03,12.31,12.3,12.15,12.83,12.38,12.31,13.07,12.89,13.08
AL,Commercial Transported Price (Dollars),,,,,,,,,,,,3.28,3.56,3.52,3.42,3.6,3.73,3.5,3.52,3.94,4.32,4.0,4.28
AL,Commercial Sales Revenue (Dollars),146066105,137542009,129876408,160190907,226651470,180257905,209284419,236848253,275116863,309685720,281569335,315020152,285777180,287844247,245192018,206261433,239368152,258692001,218500160,193797432,209616611,249861081,231745478
AL,Commercial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,19452602,21959128,22240220,20356648,20353494,22818926,22510271,21372735,21972127,23603088,24179553,24393022
AL,Commercial Total Customers,65919,64367,64185,66193,65794,65788,65297,65223,65294,66337,65879,65313,67674,68163,67696,67252,67136,67847,67938,68457,69084,69131,69801
AL,Commercial Sales Customers,65820,64252,64076,66088,65683,65676,65186,65117,65188,66222,65761,65193,67546,68017,67561,67117,67006,67718,67811,68331,68959,69004,69673
AL,Commercial Transported Customers,99,115,109,105,111,112,111,106,106,115,118,120,128,146,135,135,130,129,127,126,125,127,128
AL,Industrial Total Volume (Mcf),198581834,196459686,202413428,199904014,155054300,159938328,158511877,163255311,151101682,149973406,150484219,142388976,131228419,144937708,153357676,171728782,179510741,187660914,186819428,192424022,196653706,219056707,217039988
AL,Industrial Sales Volume (Mcf),46854378,43636446,42750663,44861661,34336982,34471207,33654624,33917907,35652271,35274779,36159311,38727096,36631347,35906842,36080276,37964052,42407369,43811733,43250800,47306002,51517949,52928877,50908040
