,state,source,all_exp,white_exp,POC_exp,hispanic_exp,black_exp,asian_exp,POC_pctDiff,hispanic_pctDiff,black_pctDiff,asian_pctDiff
0,Iowa,All,5.84471619605306,5.79089818795631,6.1908752164862,5.96022534073906,6.59290581167154,6.35202442678226,0.0592259758766209,0.0197630031658332,0.128011282416712,0.0867977526559423
1,Iowa,Agriculture,1.9277980062512,1.9375466995278,1.86509412265402,1.8504089525825,1.88766191399702,1.87116088096328,-0.0325261689211491,-0.0401437564608683,-0.020819656480621,-0.0293791803416473
2,Iowa,Coal Elec. Util.,0.559058053841353,0.560186687142939,0.551798651051816,0.539899083960313,0.563622849126556,0.551554685454345,-0.0129850607457625,-0.0342700901085261,0.00816515432312841,-0.0134214476214971
3,Iowa,Commercial Cooking,0.0450139701624794,0.0416767720072266,0.0664789274373124,0.0575308721624919,0.0835049742365582,0.073398381047094,0.47685101308226,0.278067052402451,0.855090185005771,0.630568927427643
4,Iowa,Construction,0.173720544741014,0.164691359217829,0.231796533179589,0.209728348869843,0.269932160166783,0.258864369722061,0.334306967118692,0.207274298975461,0.553829805042364,0.490119491094054
5,Iowa,Heavy Duty Diesel Veh.,0.481249551526787,0.471144909252805,0.546242909606854,0.51158641644344,0.592110414076374,0.601066116319153,0.135051259526108,0.0630377001296056,0.230360448540421,0.248969717295824
6,Iowa,Industrial,0.708603801267303,0.697687445323123,0.778818125690882,0.74375710507996,0.863597528018614,0.762442133229733,0.099088269492774,0.049609250966178,0.218731153395046,0.0759780456527933
7,Iowa,Light Duty Gas Veh.,0.457365769725611,0.446273681637336,0.528710408499534,0.490957534466868,0.591639122144844,0.567125432040851,0.155990333112872,0.0734461714557468,0.293579802659451,0.23998224086837
8,Iowa,Miscellaneous,0.208315709285273,0.206096499534442,0.222589732064085,0.211191663751881,0.233432057783941,0.242276761547875,0.0685211059107628,0.0138057493430273,0.120568672352369,0.163026842186419
9,Iowa,Non-coal Elec. Util.,0.0185430341378415,0.0185870973379044,0.0182596183313056,0.0175446889391651,0.0189825032335352,0.0182470256486952,-0.0152842196389812,-0.0538393658370635,0.0236999561359165,-0.0159633254701435
10,Iowa,Off-highway Veh. & Equip.,0.633242049784611,0.632401799330943,0.638646565563736,0.649000700845186,0.633787473934359,0.626113944118324,0.00853467608628203,0.0248856674409664,0.00086132016964739,-0.0112565261083193
11,Iowa,Residential Other,0.0746638666585432,0.0708932627161412,0.0989165027798296,0.0870721428919069,0.11903176442132,0.109661666601556,0.324824271855621,0.166188503069496,0.594235200350429,0.468738112681292
12,Iowa,Residential Gas Comb.,0.0573242049524376,0.0550280282047225,0.072093281732488,0.0633975895757222,0.0872297363676972,0.0780848898921379,0.257641196983097,0.10594799576067,0.521691167632807,0.362162631944492
13,Iowa,Residential Wood,0.194039946208546,0.188083464577107,0.232352212300957,0.205293856368221,0.277323387822739,0.24868552457227,0.197445252078329,0.0579979039345863,0.429207713367864,0.281620251043534
14,Iowa,Road Dust,0.305777687510068,0.300600482145986,0.339077625593795,0.322856384801559,0.371049926341203,0.343342615624888,0.108902445940013,0.05585331431656,0.213463053379216,0.122850455246454
