,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
7,"Household Income: $10,000 to $14,999",NJ,130977,127060,128253,130770,118401,113703,118862,103134,100237,95123
8,"Household Income: $100,000 to $124,999",NJ,318420,315313,324749,315824,326292,320554,328144,330279,326712,343771
9,"Household Income: $125,000 to $149,999",NJ,208434,214437,210274,214840,218887,222369,220764,238366,243495,250060
10,"Household Income: $15,000 to $19,999",NJ,134359,141349,132292,133740,125657,126828,123335,112359,114845,91608
11,"Household Income: $150,000 to $199,999",NJ,246604,249450,272810,260456,274687,275874,295764,310082,329913,338989
12,"Household Income: $20,000 to $24,999",NJ,136250,136966,128399,133486,133248,134844,121889,116516,119681,113018
13,"Household Income: $200,000 or more",NJ,257828,263181,276090,307802,331400,346484,383298,419389,453074,499727
14,"Household Income: $25,000 to $29,999",NJ,129918,127193,131146,118900,119802,116420,120881,105488,105619,96889
15,"Household Income: $30,000 to $34,999",NJ,126155,132293,130476,122819,122933,128446,113762,119977,113081,112428
16,"Household Income: $35,000 to $39,999",NJ,115802,119849,123717,121039,110197,114396,112003,103462,106240,98003
17,"Household Income: $40,000 to $44,999",NJ,122617,123769,108856,113705,124564,115216,110312,107939,101910,104770
18,"Household Income: $45,000 to $49,999",NJ,114733,112045,113563,110435,103235,106666,100527,97780,94438,93426
19,"Household Income: $50,000 to $59,999",NJ,231699,222046,223624,219594,215472,209122,207103,200495,196703,202459
20,"Household Income: $60,000 to $74,999",NJ,309831,296724,298768,294342,295266,287857,277719,280754,285234,290552
21,"Household Income: $75,000 to $99,999",NJ,414452,406736,409476,398273,394205,388168,390127,400052,397522,401067
22,"Household Income: Less than $10,000",NJ,174342,179218,186306,180114,180598,181016,170029,172726,160863,154374
23,Household Income: Total:,NJ,3172421,3167629,3198799,3176139,3194844,3187963,3194519,3218798,3249567,3286264
24,Median Household Income,NJ,67681.0,67458.0,69667.0,70165.0,71919.0,72222.0,76126.0,80088.0,81740.0,85751.0
