,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39,Units in Structure: 1 ATTACHED,DC,74200,78060,72917,76005,77933,77280,77814,76638,72989,77927
40,Units in Structure: 1 DETACHED,DC,36202,36515,37044,35886,35141,37325,34643,40136,40050,37010
41,Units in Structure: 10-19,DC,31256,35031,34045,31918,35632,35933,34261,26974,29639,32320
42,Units in Structure: 2,DC,9008,8195,9212,10466,9370,11340,8668,9412,10221,10687
43,Units in Structure: 20-49,DC,25980,26199,24660,22951,25248,24754,25589,23957,23570,22747
44,Units in Structure: 3-4,DC,21694,20714,24054,24143,21720,21329,24853,19932,24071,21833
45,Units in Structure: 5-9,DC,19888,17252,20305,21129,24058,18922,19814,22674,26455,24129
46,Units in Structure: 50+,DC,78208,76515,77757,80477,77009,82337,87954,94571,91908,95757
47,"Units in Structure: Boat,RV,Van,Etc.",DC,106,293,35,0,0,268,0,64,248,0
48,Units in Structure: Mobile Home,DC,294,134,218,0,73,108,107,485,428,404
