State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
MD,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,12275,26359,34043,30384,8588,26095,260993,67880,3818166,3519984,2110169,2848306,2518426,2827988,3186959,2064293,4422271,4429070
MD,Residential Total Volume (Mcf),77499847,68057077,74848229,84082085,70690947,80122245,90669142,86381834,85768271,71344917,83457169,81179615,82698920,83830285,77838397,70345673,83340928,90542308,82857979,76046899,75788535,86396821,81845087
MD,Residential Sales Volume (Mcf),74996674,60136680,61927955,62671643,56558037,61954191,69946290,67940432,69491081,58697655,69490115,67502949,68436821,68520375,61719806,54156538,61884016,65899465,60200429,56363488,56794305,65400645,62398909
MD,Residential Transported Volume (Mcf),2503173,7920397,12920274,21410442,14132910,18168054,20722852,18441402,16277190,12647262,13967054,13676666,14262099,15309910,16118591,16189135,21456912,24642843,22657550,19683411,18994230,20996176,19446178
MD,Residential Sales Price (Dollars),8.8,8.77,8.54,9.72,11.95,10.51,11.35,12.52,14.77,16.95,15.55,16.35,14.53,12.23,12.32,12.54,16.12,16.04,14.92,14.08,16.32,15.23,15.42
MD,Residential Transported Price (Dollars),,,,,,,,,,,,4.25,4.28,4.3,4.97,5.49,5.24,5.16,5.78,6.58,7.26,6.17,6.86
MD,Residential Sales Revenue (Dollars),626712641,498639776,520896768,612871682,659648799,607226254,802898505,865235908,1044771179,947097514,1038879057,1078742945,896024475,835662285,746656113,659201538,722420141,804391432,724320132,650040702,736438891,771363048,783270848
MD,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,55967302,58863397,64569890,81885747,88478491,111242450,126155560,126835231,126503673,132733203,125719867,128753451
MD,Residential Total Customers,890195,901455,939029,941384,959772,978319,987863,1009455,1024955,1040941,1053948,1057521,1067807,1071566,1077168,1078978,1099272,1101292,1113342,1124075,1140426,1152670,1164929
MD,Residential Sales Customers,866646,822509,774440,752596,781117,812088,830774,863585,897246,923735,938368,940566,939030,923870,892844,867627,852555,858352,875150,892795,910431,926451,944280
MD,Residential Transported Customers,23549,78946,164589,188788,178655,166231,157089,145870,127709,117206,115580,116955,128777,147696,184324,211351,246717,242940,238192,231280,229995,226219,220649
MD,Commercial Total Volume (Mcf),49801574,57369519,58102802,55668761,59801604,63998574,70556751,70195238,69717959,62867617,70852281,70410506,69119328,67555424,67504819,64145936,71145173,74842941,70198550,70499864,72278551,77309722,76349341
