,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Total carbon dioxide emissions from all sectors, coal, Minnesota (million metric tons CO2)",22.722299,22.897242,19.954383,19.833932,21.735657,21.249118,18.91881,24.061242,28.563939,30.569091,30.959508,28.715407,28.660918,30.921959,31.584976,32.116355,33.686256,32.455626,33.945611,32.502202,35.589962,33.650923,34.423944,37.327623,36.196874,36.23948,35.385181,34.95186,34.301595,31.374418,30.10792,30.124125,24.6137,25.549328,29.884516,25.925125,24.937409,24.58626,24.964243,,
"Total carbon dioxide emissions from all sectors, natural gas, Minnesota (million metric tons CO2)",15.120513,14.057417,13.972473,13.068547,13.604048,13.715679,12.973894,12.720283,15.164975,16.006454,15.483421,16.885231,16.565352,17.593007,17.369957,18.977945,19.897311,19.123639,17.886994,18.630583,19.496256,18.304709,19.853009,19.855556,19.228638,19.749761,19.005482,20.995213,23.086813,21.517927,22.665702,22.547916,22.829541,25.394831,26.007264,23.799417,24.74685,24.771521,27.297761,,
"Total carbon dioxide emissions from all sectors, petroleum, Minnesota (million metric tons CO2)",33.447905,29.825399,31.03294,30.047624,32.0894,31.273253,31.877758,31.255264,32.812131,33.027355,32.384817,33.255055,35.040322,36.227573,37.373996,38.011293,40.386429,39.993797,39.811602,41.269882,42.560129,42.714593,43.002349,44.225424,45.266321,45.762963,44.639897,44.664764,42.708328,39.453193,39.383096,39.213034,39.438967,38.880797,39.201061,38.292476,39.899702,39.713529,40.444208,,
"Residential carbon dioxide emissions, all fuels, Minnesota (million metric tons CO2)",8.830693,7.864203,9.203592,7.545226,7.802614,8.106441,8.072766,7.354868,8.659535,9.448435,8.086436,8.859741,8.437767,9.115096,9.011718,9.413113,10.680012,9.639972,8.05539,8.534577,9.316286,8.924966,9.321066,9.821975,9.396812,9.005986,8.166051,8.865468,9.571714,9.010556,8.297197,8.331297,7.293343,9.223005,9.866838,8.071502,8.049651,8.586259,9.876841,,
"Commercial carbon dioxide emissions, all fuels, Minnesota (million metric tons CO2)",4.456246,4.305323,4.934309,5.591562,6.1349,5.950232,5.068273,4.439504,5.418017,5.731758,5.676505,5.459313,5.043453,5.32018,5.465249,5.916415,6.290438,6.160516,5.453552,5.438277,5.823326,5.833805,6.366655,6.430404,5.924038,6.044496,5.891915,5.864138,6.51677,6.296355,5.711731,6.019678,5.304921,6.704007,7.103468,6.366964,6.346835,6.601238,7.326981,,
"Industrial carbon dioxide emissions, all fuels, Minnesota (million metric tons CO2)",13.161692,11.154839,11.073085,9.861235,9.749553,10.031611,10.457232,10.392057,10.942576,11.438819,12.288407,11.758806,13.071671,13.549392,13.880186,14.274511,15.983598,15.110965,15.032046,14.503441,14.76108,13.364614,13.75096,13.724832,14.330145,14.543713,14.468338,15.409056,16.856612,15.159483,17.195097,17.257473,17.103293,17.892289,18.552052,16.511449,17.147863,17.798004,17.740421,,
"Transportation carbon dioxide emissions, all fuels, Minnesota (million metric tons CO2)",23.409503,22.368716,21.618018,21.978063,24.015518,23.194611,23.374763,23.320226,24.338736,23.957433,23.599579,24.714674,26.009522,27.455924,28.381305,29.43866,30.367315,29.840752,31.336299,33.40978,34.670003,33.907612,34.481158,34.547961,35.708543,36.208144,35.703983,35.817832,33.845703,31.392705,31.315308,31.021514,31.47829,30.012359,30.169589,29.822125,31.31841,30.851898,31.081155,,
"Electric power carbon dioxide emissions, natural gas, Minnesota (million metric tons CO2)",0.425939,0.292873,0.173548,0.15344,0.105052,0.067753,0.091894,0.301786,0.277646,0.238596,0.285869,0.316006,0.264063,0.212067,0.314255,0.446472,0.283747,0.328527,0.723215,0.611956,0.534387,0.575559,0.70316,0.892572,0.682043,1.392844,1.330714,1.860591,1.338567,1.269275,1.933862,1.511266,3.093363,2.703237,1.681366,2.964276,3.630296,2.736875,3.584296,,
"Residential carbon dioxide emissions, natural gas, Minnesota (million metric tons CO2)",5.4694,5.065691,5.741103,5.298982,5.423346,5.681043,5.475448,4.767407,5.85979,6.239093,5.6968,6.289762,6.091118,6.619031,6.557273,6.919438,7.687805,6.9613,5.969936,6.43068,6.989685,6.703657,7.22462,7.379227,7.100361,6.908031,6.319527,6.973185,7.575537,7.286803,6.590646,6.707689,5.898204,7.590234,8.032992,6.477635,6.457474,6.775602,7.84602,,
"Commercial carbon dioxide emissions, natural gas, Minnesota (million metric tons CO2)",3.374086,3.524183,3.96259,3.838597,4.000579,4.102819,3.947628,3.494206,4.27398,4.545948,4.154921,4.610677,4.418718,4.646597,4.50207,4.872777,5.322751,4.982074,4.450871,4.761252,5.134877,5.037147,5.577529,5.426424,5.158063,5.151325,4.702147,4.94,5.405201,5.258977,4.820729,5.057043,4.496446,5.747682,6.07398,5.123417,5.084314,5.455393,6.203598,,
"Industrial carbon dioxide emissions, natural gas, Minnesota (million metric tons CO2)",5.368167,4.636834,3.632366,3.539994,3.723941,3.531823,3.066092,3.814562,4.152162,4.348312,4.705808,4.952999,4.989661,5.244227,5.067124,5.707571,5.5345,5.797184,5.654355,5.633132,5.701151,4.962443,5.111798,5.069405,5.188146,5.101505,5.556572,6.143113,7.811692,7.015789,8.49103,8.455694,8.64691,8.720659,9.507755,8.670839,8.940579,9.072637,8.882906,,
