,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Total carbon dioxide emissions from all sectors, coal, Delaware (million metric tons CO2)",2.62949,4.746147,4.501978,6.859886,6.839612,6.714866,6.241016,6.623537,6.494266,5.758815,5.658386,5.414041,4.394604,6.022456,5.454074,4.984357,4.825668,4.61559,4.356337,3.418517,4.775564,3.648957,3.867893,4.490833,5.122908,5.422452,5.404537,6.094764,5.814397,3.241257,2.889751,1.707984,1.660511,1.743613,0.977929,0.682869,0.781068,0.458876,0.410352,,
"Total carbon dioxide emissions from all sectors, natural gas, Delaware (million metric tons CO2)",1.636268,1.682798,1.525432,1.884095,2.327331,2.093351,1.782863,1.976626,1.588039,1.904787,2.12996,2.30128,2.175005,2.285045,2.673897,3.328722,2.967778,2.554201,2.245517,3.081956,2.662437,2.74929,2.853441,2.545553,2.638986,2.58057,2.376249,2.649491,2.639675,2.740483,2.975736,4.335313,5.540283,5.341851,5.680141,5.721047,6.024903,5.471416,5.27553,,
"Total carbon dioxide emissions from all sectors, petroleum, Delaware (million metric tons CO2)",13.056303,9.875376,8.453669,8.395679,8.927944,8.124421,8.636556,8.89891,9.964339,9.673076,8.956142,9.823547,9.802449,9.507261,9.004299,7.859756,8.992374,8.212609,8.370283,8.6502,8.556276,9.111169,8.551444,8.798713,8.29405,8.833919,7.995626,7.852158,7.211879,6.02586,5.430383,6.221262,6.193908,6.041702,6.098282,6.448187,6.559408,6.535802,6.948725,,
"Residential carbon dioxide emissions, all fuels, Delaware (million metric tons CO2)",1.130235,1.010515,0.961287,1.107317,1.397294,1.359183,1.091578,1.291485,1.334056,1.268674,1.06498,1.090065,1.151408,1.171614,1.220935,1.165278,1.263522,1.129189,1.06024,1.130788,1.210945,1.166879,1.17573,1.301599,1.21569,1.191424,0.989113,1.008289,0.973066,1.031095,1.048071,0.94919,0.784984,0.932248,1.042202,1.040233,0.837271,0.823913,1.032066,,
"Commercial carbon dioxide emissions, all fuels, Delaware (million metric tons CO2)",2.617894,1.51212,1.053916,0.468264,0.549081,0.471005,0.452988,0.590343,0.598123,0.578758,0.578599,0.57506,0.552408,0.692845,0.61912,0.573497,0.727693,0.701936,0.605843,0.637223,0.631461,0.685537,0.74534,0.799474,0.790365,0.731721,0.728144,0.685454,0.641708,0.836419,0.828051,0.716225,0.693878,0.764081,0.841433,0.94417,0.9268,0.945666,1.10925,,
"Industrial carbon dioxide emissions, all fuels, Delaware (million metric tons CO2)",3.849647,2.702505,2.599013,2.809638,3.434586,2.871548,2.832525,2.95675,3.101746,2.952196,2.962191,2.906698,3.089918,3.414212,3.516346,3.392912,3.320419,3.092109,3.053288,3.374944,3.738002,3.727152,3.242133,2.946763,3.050813,3.289497,3.122708,2.989361,2.812295,1.524762,0.841106,2.68916,3.132608,3.226719,3.067491,3.213706,3.408551,3.078292,3.129638,,
"Transportation carbon dioxide emissions, all fuels, Delaware (million metric tons CO2)",3.879298,3.670096,3.5367,3.975086,4.112034,4.060107,4.314822,4.704033,4.624151,4.72457,4.52635,5.076239,4.694459,4.887242,4.5495,4.312914,4.807326,4.686625,4.717285,4.903297,5.086854,4.708242,4.93846,4.841979,4.946055,5.153547,5.172311,5.180308,4.936549,4.746136,4.323995,4.062995,4.202308,4.129528,4.176684,4.39217,4.60176,4.678118,4.902005,,
"Electric power carbon dioxide emissions, natural gas, Delaware (million metric tons CO2)",0.386942,0.312451,0.285127,0.275789,0.389171,0.400153,0.099693,0.431298,0.160603,0.447957,0.611796,0.82779,0.456871,0.474751,0.956877,1.479008,1.282327,0.883234,0.573596,1.035029,0.451565,0.832194,0.942127,0.647822,0.715734,0.708466,0.523775,0.741414,0.613494,0.597206,1.320633,2.111072,2.90029,2.315817,2.586513,2.52364,2.989319,2.468621,1.997637,,
"Residential carbon dioxide emissions, natural gas, Delaware (million metric tons CO2)",0.378665,0.373731,0.365932,0.334947,0.37007,0.336698,0.369964,0.378825,0.409651,0.410977,0.389277,0.383918,0.450929,0.455757,0.470241,0.46727,0.537995,0.492843,0.436922,0.501969,0.523033,0.502818,0.525155,0.592802,0.571579,0.568821,0.501332,0.550463,0.541019,0.550038,0.550516,0.547704,0.467323,0.566274,0.633709,0.628934,0.539003,0.550251,0.668779,,
"Commercial carbon dioxide emissions, natural gas, Delaware (million metric tons CO2)",0.177899,0.207717,0.196044,0.184637,0.206603,0.185009,0.189518,0.200342,0.218222,0.226393,0.216418,0.227136,0.273189,0.285445,0.299982,0.315528,0.367842,0.362961,0.314891,0.346619,0.28311,0.311283,0.411189,0.464564,0.465254,0.461222,0.447586,0.47491,0.485893,0.639492,0.662943,0.572163,0.547492,0.620285,0.665384,0.65525,0.688516,0.743961,0.86355,,
"Industrial carbon dioxide emissions, natural gas, Delaware (million metric tons CO2)",0.692761,0.78874,0.676473,1.088139,1.361222,1.171226,1.123475,0.96595,0.799352,0.819248,0.912256,0.862224,0.993804,1.06888,0.946053,1.065855,0.778288,0.8132,0.917562,1.193722,1.399104,1.099228,0.96977,0.835377,0.880847,0.839356,0.902282,0.881537,0.998049,0.952473,0.434004,1.07896,1.56809,1.785569,1.736173,1.850298,1.755115,1.660249,1.704817,,
