,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
25,Median Number of Rooms,FL,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
26,Number of Rooms: 1,FL,132743,154236,151771,157358,159916,177346,192640,193169,183850,188732
27,Number of Rooms: 2,FL,183999,202160,198323,193659,199444,197015,213063,235502,240764,263784
28,Number of Rooms: 3,FL,917434,935057,965152,941297,951113,921881,927768,946678,953598,1004555
29,Number of Rooms: 4,FL,1995338,1946743,1985251,2008942,2024503,2032352,2025430,2001420,2001790,2018454
30,Number of Rooms: 5,FL,2117788,2181166,2134434,2123642,2199590,2162549,2132159,2150442,2183858,2155757
31,Number of Rooms: 6,FL,1618921,1630173,1600126,1607330,1601677,1630257,1667660,1689031,1731055,1742201
32,Number of Rooms: 7,FL,969185,966945,954849,944737,937252,951486,978512,1002307,999142,1035898
33,Number of Rooms: 8,FL,562472,527691,553811,551436,543760,588051,605036,620380,643878,642610
34,Number of Rooms: 9+,FL,496211,483100,487813,519572,527395,549350,559872,602656,609827,622062
