,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0,Avg household size of owner-occupied unit,PA,2.61,2.62,2.6,2.61,2.61,2.6,2.61,2.6,2.56,2.54
1,Avg household size of renter-occupied unit,PA,2.2,2.21,2.24,2.25,2.26,2.26,2.27,2.2,2.18,2.16
2,House Heating Fuel: Electric,PA,997925,1019764,1046982,1086074,1087741,1103995,1133797,1158937,1198450,1222377
3,House Heating Fuel: Fuel Oil,PA,993832,973749,936674,870064,858758,837082,805822,790353,806761,792365
4,House Heating Fuel: Gas,PA,2530446,2516883,2530063,2516052,2528694,2549385,2551248,2598275,2592386,2634591
5,House Heating Fuel: Propane,PA,177562,178387,188880,195799,198296,200754,209719,222650,225476,235490
6,House Heating Fuel: Wood,PA,126074,137625,145089,148597,148256,141835,125583,127198,128110,117969
25,Median Number of Rooms,PA,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
26,Number of Rooms: 1,PA,95241,102842,95116,97231,99568,101118,116015,130647,113339,112875
27,Number of Rooms: 2,PA,100990,92587,97388,96806,99038,105136,123190,122162,112594,121880
28,Number of Rooms: 3,PA,384705,413703,411460,406310,404066,399659,401384,408800,422195,431035
29,Number of Rooms: 4,PA,702197,688998,701731,678939,689858,692587,697245,696163,717373,690319
30,Number of Rooms: 5,PA,923209,925094,911300,908985,923544,896804,903783,903925,887343,904707
31,Number of Rooms: 6,PA,1222024,1239027,1214022,1212202,1204990,1212597,1187376,1218759,1204109,1205338
32,Number of Rooms: 7,PA,828719,819069,837945,817052,822362,815484,818304,820597,826682,831791
33,Number of Rooms: 8,PA,599192,591647,585110,590579,601691,614627,598951,614781,614732,617709
34,Number of Rooms: 9+,PA,712543,706427,718693,757250,745595,765039,765747,778568,814769,816926
35,Owner-Occupied,PA,9034536,8985634,8889251,8890369,8868474,8866826,8830238,8889212,8910646,8884883
36,Renter-Occupied,PA,3248981,3323846,3446310,3453071,3487899,3505320,3526565,3492837,3474420,3495361
37,Total Housing Units,PA,5568820,5579394,5572765,5565354,5590712,5603051,5611995,5694402,5713136,5732580
38,Total Population,PA,12709630,12742886,12763536,12773801,12787209,12802503,12784227,12805537,12807060,12801989
39,Units in Structure: 1 ATTACHED,PA,1013030,1028359,1010464,1028005,1030394,1049251,1041696,1067841,1062639,1051317
40,Units in Structure: 1 DETACHED,PA,3161350,3165605,3178997,3171116,3193588,3194264,3196708,3235410,3253824,3258462
41,Units in Structure: 10-19,PA,153046,139949,138058,139895,139983,143167,141408,147157,146766,153174
42,Units in Structure: 2,PA,265527,257791,266680,262431,258336,245240,251391,248439,247288,246317
43,Units in Structure: 20-49,PA,106780,112701,117877,112690,118279,114628,113780,121665,126878,135077
44,Units in Structure: 3-4,PA,230206,233790,234339,233730,234066,228039,233909,225305,234854,234927
45,Units in Structure: 5-9,PA,188033,196081,184529,186491,180612,186358,182654,180953,183108,189526
46,Units in Structure: 50+,PA,213563,211130,218571,201837,211511,217483,229106,237017,235557,248421
47,"Units in Structure: Boat,RV,Van,Etc.",PA,664,917,1215,1696,1210,1955,940,1772,1580,1269
48,Units in Structure: Mobile Home,PA,236621,233071,222035,227463,222733,222666,220403,228843,220642,214090
49,Year Built: 1940-1949,PA,471075,466490,441181,460931,442888,441846,420605,413699,409940,404166
50,Year Built: 1950-1959,PA,773711,763303,781818,764698,772910,776002,757750,771516,765516,776501
51,Year Built: 1960-1969,PA,556928,554370,574813,578451,581345,565257,574429,577201,568773,579742
52,Year Built: 1970-1979,PA,703812,721041,700652,709071,701139,693916,688786,688091,733495,717365
53,Year Built: 1980-1989,PA,544996,543230,541599,534052,534502,542150,529592,534462,552334,554398
54,Year Built: 1990-1999,PA,515380,512990,514812,535541,529240,529028,543836,544414,540662,538561
55,Year Built: 2000-2009,PA,277750,280543,473972,467345,462747,463110,484855,495632,447739,450113
56,Year Built: 2010-2013,PA,190108,211121,28948,49562,69621,82092,94408,97450,92658,83586
57,Year Built: 2014 or later,PA,,,,,,13765.0,44665.0,73420.0,101852.0,141920.0
58,Year Built: before 1940,PA,1535060,1526306,1514970,1465703,1496320,1495885,1473069,1498517,1500167,1486228
