,state,source,all_exp,white_exp,POC_exp,hispanic_exp,black_exp,asian_exp,POC_pctDiff,hispanic_pctDiff,black_pctDiff,asian_pctDiff
0,Utah,All,3.38952963573382,3.20096578826182,4.11387665719351,4.16651464200294,4.38104672075883,4.43156218237793,0.213701338918335,0.229230922803514,0.292523503725125,0.307426887689246
1,Utah,Agriculture,0.267895363653549,0.264568964561394,0.280673355335893,0.287342138220601,0.265486230851643,0.261913071594091,0.0476976962500524,0.0725909336460237,-0.00899281260059757,-0.0223307039654279
2,Utah,Coal Elec. Util.,0.0434089562753063,0.0437517085468377,0.0420923115933549,0.0423678070725725,0.0356583313542304,0.0344573093749733,-0.0303311757509457,-0.0239846633522047,-0.178548981272902,-0.206216589119541
3,Utah,Commercial Cooking,0.135861423512142,0.124928124866728,0.177860472718593,0.180402066276058,0.200942656580445,0.198816761224935,0.309131526232669,0.327838775809205,0.479026580068822,0.463379052606256
4,Utah,Construction,0.30856125757834,0.292582785314563,0.369940779405617,0.372678829712025,0.401868388366451,0.415581135093403,0.198921673799871,0.20779527746579,0.302394187528295,0.346835109355527
5,Utah,Heavy Duty Diesel Veh.,0.468035600823367,0.446792552359835,0.549638405855059,0.553874022329368,0.57372949628224,0.605656718372588,0.174351705058623,0.183401479193023,0.225824478464749,0.294039849334362
6,Utah,Industrial,0.735328207528389,0.675831191442738,0.963879369191445,0.970863231792078,1.04317817038724,1.04104861487344,0.310815169774692,0.320312782580961,0.418656539633655,0.41576047840276
7,Utah,Light Duty Gas Veh.,0.325776533939724,0.303875175622322,0.409908162965201,0.413726244282584,0.467210274601562,0.456284132177933,0.258249506212268,0.269969445862951,0.43414342632796,0.400604661913298
8,Utah,Miscellaneous,0.142206747893888,0.130310398099118,0.187905250844533,0.194874677729109,0.186564065305456,0.193424650926091,0.321352563274598,0.370361678438222,0.311921326297871,0.360165068048816
9,Utah,Non-coal Elec. Util.,0.0334948566163935,0.033505373703101,0.0334544563989968,0.034207250476545,0.0301252317510331,0.0326526853464983,-0.0012061618253603,0.0212687538361587,-0.10060126257448,-0.0251433012399575
10,Utah,Off-highway Veh. & Equip.,0.171283105175817,0.159753793956713,0.215571670311717,0.223484027907425,0.233484734662053,0.217036355497087,0.258569373146519,0.30476399104293,0.363150991584302,0.267120626253859
11,Utah,Residential Other,0.184844440895812,0.174986559391507,0.222712394913911,0.225133280487445,0.240022057718157,0.249793427129937,0.204863905209047,0.217960785817424,0.29850839200215,0.351371055138922
12,Utah,Residential Gas Comb.,0.0651894137715089,0.0613331073942135,0.0800029852788715,0.080137976724031,0.0906229059208634,0.0937913528053754,0.227238912736424,0.229309669893909,0.390147581914139,0.438751284589202
13,Utah,Residential Wood,0.21513021967481,0.205815698996564,0.250910913588653,0.252465404001009,0.272048717914935,0.286025682915377,0.166321095975862,0.17354690746207,0.264576954024231,0.3295467431202
14,Utah,Road Dust,0.292513508394776,0.282930354006185,0.32932612879167,0.334957684992098,0.340105459062514,0.345080285046209,0.125849300426876,0.145101594898102,0.162700009749663,0.17970717639641
