,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Natural Gas Citygate Price in Utah, Annual (Dollars per Thousand Cubic Feet)",3.68,5.61,4.07,4.74,5.68,7.58,8.42,7.29,7.62,6.76,5.53,5.68,5.5,5.7,5.74,5.7,5.15,5.3,5.17,4.8
"Utah Price of Natural Gas Delivered to Residential Consumers, Annual (Dollars per Thousand Cubic Feet)",6.2,8.09,6.39,7.33,8.12,9.71,11.02,9.44,9.0,8.95,8.22,8.44,8.7,8.55,9.48,9.72,9.12,9.05,9.04,7.82
"Utah Price of Natural Gas Sold to Commercial Consumers, Annual (Dollars per Thousand Cubic Feet)",4.92,6.78,5.2,5.95,6.75,8.23,9.61,8.03,7.74,7.57,6.83,7.05,7.0,7.13,7.71,7.97,7.43,7.4,7.37,6.35
"Electricity price in the residential sector, Utah (Dollars per million Btu)",18.43,19.7,19.91,20.22,21.14,22.03,22.26,23.9,24.19,24.85,25.52,26.27,29.1,30.39,31.2,31.9,32.29,32.1,30.51,30.48
"Electricity price in the commercial sector, Utah (Dollars per million Btu)",15.01,16.06,16.18,16.37,17.3,17.78,18.01,19.16,19.53,20.39,20.95,21.55,23.61,24.38,25.01,25.27,25.66,25.34,24.12,24.2
Natural Gas Citygate Price $/Tcf (Inflation Adjusted to 2019 USD),2.4786196915350107,3.8849754158957652,2.8634856230906736,3.411499180529859,4.197085267921753,5.789581424821927,6.638366692352524,5.912458527770064,6.415866350091726,5.67354734738102,4.717176328851999,4.997252682346775,4.939206659026103,5.193861992622813,5.314798183475258,5.284160170230743,4.834778977755004,5.081969701118313,5.077966384122228,4.8
Natural Gas Residential Price $/Tcf (Inflation Adjusted to 2019 USD),4.175935349868768,5.602397703136673,4.495742784164473,5.275588395207566,6.000058516817717,7.416469081137324,8.688218640109836,7.656187723202935,7.5777949016831405,7.511575260215995,7.0117883224527,7.425495182923728,7.8129268970049255,7.7907929889342205,8.777750309990497,9.010883658709268,8.561783354781676,8.677702980211459,8.879074683262077,7.82
Natural Gas Commercial Price $/Tcf (Inflation Adjusted to 2019 USD),3.313806761508764,4.695210930440871,3.6585074299929983,4.282367114800139,4.987733372970394,6.286049488955734,7.57656816074914,6.512625785733005,6.516903615447501,6.353365890484368,5.82609662315717,6.202575952560697,6.286263020578676,6.49688351007029,7.138866549580878,7.388553781884038,6.975224816450423,7.095580337410475,7.238803143323176,6.35
Electricity Residential Price $/MMBtu (Inflation Adjusted to 2019 USD),12.413304596464739,13.642427039776571,14.007862102146268,14.552850934665347,15.620842000680609,16.826448389027316,17.549886291183753,19.383780358532857,20.367428741301687,20.856161476689106,21.76895839282152,23.112293655853833,26.132893414119927,27.69148525540479,28.888798488576313,29.572756040414156,30.313594794506617,30.779476869037328,29.966877056009515,30.48
Electricity Commercial Price $/MMBtu (Inflation Adjusted to 2019 USD),10.109804774440356,11.121694327858464,11.383586580247444,11.781907507441728,12.783375904057452,13.580311046613966,14.19916676119584,15.539465760229687,16.443814936652416,17.1129630788608,17.870677050533338,18.959647060664263,21.202667130837504,22.21515006669196,23.157334942285054,23.426443421356293,24.089403605668622,24.297568344592083,23.69062846905767,24.2
Inflation Adjustment Factor (2019),0.6735379596562528,0.692508986790689,0.7035591211524996,0.7197255655126285,0.7389234626622805,0.7637970217443175,0.7884045952912737,0.8110368350850568,0.8419772112981267,0.8392821519794409,0.853015611003978,0.8797980074554181,0.8980375743683823,0.9112038583548795,0.9259230284800101,0.9270456439001303,0.9387920345155347,0.9588622077581722,0.9821985269095219,1.0
