,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Total carbon dioxide emissions from all sectors, coal, Idaho (million metric tons CO2)",0.898541,0.916083,0.968302,0.88414,0.843768,0.830336,0.807042,0.829337,0.908953,0.914053,0.953893,1.163493,0.911632,0.923786,0.912644,0.845689,0.69003,0.604954,0.830064,0.753824,1.295901,1.072099,0.955855,0.957386,1.155887,1.06742,0.777814,0.970757,0.814328,0.799109,0.807048,0.742612,0.490836,0.753935,0.707296,0.402228,0.230223,0.247547,0.267237,,
"Total carbon dioxide emissions from all sectors, natural gas, Idaho (million metric tons CO2)",2.740165,2.552397,2.273425,1.954236,2.140306,2.181425,1.880859,2.004534,2.204558,2.48857,2.482256,2.798209,2.673101,3.092885,3.134057,3.48508,3.671044,3.756412,3.815411,3.892343,3.95373,4.340248,3.898657,3.807028,4.152958,4.144734,4.193652,4.451614,4.804281,4.61975,4.513849,4.453948,4.793033,5.681785,4.966635,5.723329,5.854538,6.149162,6.145607,,
"Total carbon dioxide emissions from all sectors, petroleum, Idaho (million metric tons CO2)",7.667828,6.756951,6.572964,6.84131,6.793455,6.946557,7.12854,7.25037,7.509265,7.814926,7.930071,8.096996,7.765555,8.449358,8.563155,9.075566,9.66746,9.471839,9.441546,10.307757,10.425785,10.184888,10.167347,9.653224,10.335816,10.584777,10.858697,10.906965,9.925028,9.760219,10.663523,10.608482,10.391994,10.724868,11.010733,11.818343,12.280667,12.247334,12.59806,,
"Residential carbon dioxide emissions, all fuels, Idaho (million metric tons CO2)",0.734949,0.652373,0.600148,0.722274,0.70567,0.76415,0.724513,0.662299,0.760091,0.820768,0.788972,0.905552,0.810201,1.007576,0.941571,0.991454,1.08705,1.115886,1.093972,1.354803,1.516702,1.439563,1.424271,1.308573,1.56077,1.551396,1.622486,1.596977,1.823015,1.713691,1.609398,1.763128,1.547462,1.844988,1.60143,1.532922,1.632801,1.905395,1.793183,,
"Commercial carbon dioxide emissions, all fuels, Idaho (million metric tons CO2)",0.902871,0.583179,0.732681,0.717877,0.880108,0.806601,0.71062,0.686724,0.906811,0.935382,0.802981,0.949171,0.867616,0.842128,0.827495,0.847759,0.972467,0.880185,0.942196,1.080436,1.073061,1.033828,0.983902,0.867845,0.977168,0.995737,0.994458,1.060368,1.117182,1.043685,1.067616,1.170233,1.127203,1.24976,1.172389,1.264146,1.366069,1.446935,1.436416,,
"Industrial carbon dioxide emissions, all fuels, Idaho (million metric tons CO2)",3.814925,3.610572,3.199442,3.005947,2.751164,2.783313,2.72336,2.973879,3.07813,3.325026,3.468126,4.038703,3.375415,3.49896,3.58958,3.820869,4.070712,3.645585,3.704743,3.717015,4.246903,4.011675,3.783945,3.454044,3.839817,4.016397,3.494603,3.526674,3.342274,3.274701,3.440374,3.55605,3.319059,3.511887,3.581939,3.356523,3.365499,3.361547,3.457456,,
"Transportation carbon dioxide emissions, all fuels, Idaho (million metric tons CO2)",5.851149,5.37826,5.281955,5.232911,5.439956,5.602343,5.65739,5.761055,5.877379,6.134691,6.305484,6.164907,6.296617,7.117292,7.25121,7.745961,7.888056,8.093691,8.249222,8.704059,8.742043,8.537292,8.688431,8.276804,8.61795,8.614389,9.194853,9.465322,8.585628,8.470317,9.199347,8.87038,8.952026,9.220515,9.34097,10.30069,10.747065,10.797723,11.038392,,
"Electric power carbon dioxide emissions, natural gas, Idaho (million metric tons CO2)",0.002494,0.000902,0.000318,0.000531,0.000265,0.001326,0.000265,0.000212,0,0,0,0,0,0,0,0,0.010028,0.097783,0.096669,0.097465,0.094441,0.571951,0.141237,0.510299,0.648883,0.619012,0.523616,0.679921,0.675464,0.676685,0.667612,0.445252,0.730113,1.333367,0.987862,1.489619,1.253994,1.132441,1.285457,,
"Residential carbon dioxide emissions, natural gas, Idaho (million metric tons CO2)",0.412728,0.381,0.390232,0.361634,0.406892,0.431828,0.394529,0.378082,0.415805,0.478571,0.467323,0.560278,0.527861,0.691594,0.676579,0.710588,0.816489,0.83352,0.881483,0.986217,1.040017,1.032111,1.114721,1.035984,1.14231,1.206774,1.246513,1.27214,1.496039,1.386212,1.299676,1.439799,1.289065,1.489141,1.329388,1.290816,1.379686,1.598014,1.517792,,
"Commercial carbon dioxide emissions, natural gas, Idaho (million metric tons CO2)",0.321576,0.307782,0.325821,0.319879,0.470878,0.500855,0.46276,0.411083,0.446578,0.491729,0.465519,0.525155,0.488121,0.587868,0.555609,0.566168,0.628775,0.625326,0.643153,0.694724,0.729264,0.735472,0.74274,0.657372,0.717751,0.739079,0.753617,0.77537,0.887479,0.854584,0.81495,0.910028,0.853363,1.005689,0.916076,0.918411,0.9755,1.097424,1.055403,,
"Industrial carbon dioxide emissions, natural gas, Idaho (million metric tons CO2)",1.768432,1.639822,1.380694,1.118488,1.061186,1.083152,0.881855,1.022826,1.120769,1.247946,1.272299,1.461287,1.477893,1.605176,1.640141,1.859371,1.88956,1.914285,1.88956,1.863456,1.764877,1.643112,1.569894,1.350451,1.320421,1.276543,1.304133,1.310181,1.368809,1.316973,1.311614,1.370984,1.604646,1.523151,1.514609,1.741426,1.929671,1.992915,1.922614,,
