,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39,Units in Structure: 1 ATTACHED,MT,14406,15625,15134,13107,15371,16541,18861,18208,20255,19803
40,Units in Structure: 1 DETACHED,MT,334828,340535,334255,335828,338252,339405,345631,356854,357557,357191
41,Units in Structure: 10-19,MT,11639,10710,9671,10587,9126,12033,10179,11130,13242,13510
42,Units in Structure: 2,MT,17044,17570,17467,18163,16321,16615,13783,14132,15029,13546
43,Units in Structure: 20-49,MT,9610,8140,9115,10286,7722,9349,11847,8582,9673,12408
44,Units in Structure: 3-4,MT,21957,20638,25514,23318,25022,18737,22683,21386,22181,27152
45,Units in Structure: 5-9,MT,13547,13745,13624,13709,15164,13873,12664,16036,15387,13032
46,Units in Structure: 50+,MT,5816,8184,6977,8291,5896,8710,9151,8510,9601,10990
47,"Units in Structure: Boat,RV,Van,Etc.",MT,504,741,353,585,409,1029,609,874,1028,726
48,Units in Structure: Mobile Home,MT,53655,53295,54051,51893,58232,57930,52341,54696,51208,51580
